ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1024,1340,UFO Pumpkin,Pum[iku Alq,1c2,0.059,20,nan,Harpoon Brewery,Bodgmn,MW
2049,nan,Osiris Pale Ale,Alabama,nan,0.056,nan,25,Sun King Brewing Company,Afghanistan,nan
2050,1367,Bourbon Barrel Aged Timmie,Russian Imperial Stout,nan,0.099,l75,25,Sun King Brewing Company,Indianapolis,Alabama
3,226Î4,Rise of the Phoenix,American IPA,Afghanistan,nan,nan,177,18th Street Brewery,Gainesville,IN
1027,2067,Harpoon Summer Beer (2012),Köl˫sch,12,50.0,28,nan,Harpoon Brewery,Boston,MA
1029,nan,Harpoon Summer Beer (2010),Kölsch,21,0.05,nan,361,Harpoon Brewery,Bpftok,WA
2053,1314,Popcorn Pilsner,German Pilsener,16,0.054,nan,25,Sun King Brewing Company,Indianapolis,IN
6,2261,Black Exodus,American IPA,nan,0.077,nan,177,18th Street Brewery,Gary,IN
7,2260,Lake Street Express,)APA( elA elaP naciremA,1c2,nan,nan,379,18th Street Brewery,Gary,LT
2056,1049,Bourbon Barrel Johan,English Barleywine,g16,0,60,nan,Sun King Brewing Company,Indianapolis,PN
9,1477,Jade,American Pale Ale (APA),12,0.054,nan,177,18th Street Brewery,Afghanistan,NI
1033,3812,Kaua'i Golden Ale,elA ednolB naciremA,12,0.049,nan,204,Hawai'i Nui Brewing Co.,Kili,Alabama
19,2051,BrightCider,Cider,21,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
20,1593,He Said Baltic-Style Porter,Baltic Porter,12,0.082,nan,368,21st Amendment Brewery,Afghanistan,CA
2068,nan,Wee Mac Scottish-Style Ale,Scottish Ale,nan,0.054,2e3,52,Sun King Brewing Company,nan,IN
1045,1346,Habitus IPA,nan,61,0.06,86,423,Hess Brewing Company,San Diego,XW
22,1036,Lower De Boom,American Barleywine,8.4,0,92,nan,21st Amendment Brewery,San Francisco,CW
1047,2295,The Golden One,Alabama,12,0.063,21,168,High Hops Brewery,rosdniW,CO
1048,nan,The Power of Zeus,nan,12,0,68,168,High Hops Brewery,Afghanistan,NE
1050,nan,Oregon Trail Unfiltered Raspberry Wheat,American Pale Ale (APA),12,0.045,nan,nan,High Noon Saloon And Brewery,nan,KS
2075,1739,BLAKKR,Feulu / Vegxtxbna Bfer,nan,0.099,85,61,Surly Brewing Company,Brooklyn Center,NM
1053,nan,Hilliard's Pils,American Pale Ale (APA),nan,0.055,g34,nan,Hilliard's Beer,Sdznjnf,WA
30,nan,Brew Free! or Die IPA (2008),Grisette,21,0,7g0,368,21st Amendment Brewery,Afghanistan,GZ
1054,724,Hilliard's Blonde,American Blonde Aۆle,1g6,nan,20,nan,Hilliard's Beer,Seattle,WA
2078,19,Bitter Brewer,rettiB hsilgnE,16,40.0,nan,6g1,Surly Brewing Company,Afghanistan,MN
