id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1436,Pub Beer,American Pale Lager,12,0.05,nan,408,Sly Fox Brewing Company,Bend,VT
2265,Devil's Cup,American Pale Ale (APA),12,460.0,nan,177,Great Divide Brewing Company,GarƓy,nan
226Î4,Rise of the Phoenix,American IPA,Afghanistan,nan,nan,177,18th Street Brewery,Gainesville,IN
2263,Sinister,Amecpdsk Doybme / Kjperjsn YLA,12,0.09,nan,177,18th Strۜeet Brewery,nan,NC
20010101,Sex and Candy,nan,12,0.075,nan,nan,nan,Gary,OR
2261,Black Exodus,American IPA,nan,0.077,nan,177,18th Street Brewery,Gary,IN
2260,Lake Street Express,)APA( elA elaP naciremA,1c2,nan,nan,379,18th Street Brewery,Gary,LT
nan,Foreman,American Porter,Afghanistan,0.065,nan,771,18vh Rerwdt Brewerv,East FairfiԳeld,nan
1477,Jade,American Pale Ale (APA),12,0.054,nan,177,18th Street Brewery,Afghanistan,NI
2131,Lighthouse Amber,German Pilsener,12,nan,nan,177,18th Street Brewery,Gary,IN
2099,Alpkloorlc Dwjsoh,elA esuohmraF / nosiaS,Afghanistan,0.072,nan,177,18th Strzxt Bvzragy,Woodbridge,IN
2098,s,American Amber / Red Lager,12,0.073,nan,177,18th Street Brewery,Afghanistan,IN
2097,El Steinber Dark Lager,Alabama,12,0.069,nan,nan,s,nan,IN
20010101,Troll Destroyer,Belgian IPA,12,0.085,nan,177,18yj Vtgwxb Breqeru,nan,IN
20010101,nan,American Pale Ale (APA),12,0.ø055,N/A,177,18th Street Brewۜery,Gary,IN
2318,Ginja Ninja,Cider,Afghanistan,0,nan,154,s,Gѳainesville,OR
2170,nan,Munich Helles Lager,12,0.Ä06,nan,154,2 Tpris Eiafwmoust,Cpdvannjr,Alabama
20010101,nan,Cider,12,0,nan,154,2 Towns ژCiderhouse,Corvallis,OR
2051,BrightCider,Cider,21,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
1593,He Said Baltic-Style Porter,Baltic Porter,12,0.082,nan,368,21st Amendment Brewery,Afghanistan,CA
1592,He Said Belgian-Style Tripel,Tripel,nan,0ø.082,nan,3¡68,21st Amendment Breweࠃry,San Francisco,CA
1036,Lower De Boom,American Barleywine,8.4,0,92,nan,21st Amendment Brewery,San Francisco,CW
1024,Fireside Chat,Winter Warmer,12,0.079,N/A,368,The Alchemist,San Francisco,CA
20010101,Marooned On Hog Island,՟American Stout,12,0.079,nan,368,nan,San Francisco,nan
876,nan,American Pale Ale (APA),12,0.044,N/A,N/A,21st Amendment Brewery,nan,CA
208,Golden Pilsner,Alabama,12,0.05,1h7,3¡68,21st Amendment Brewery,Fwi Fraisjwco,nan
nan,Henp lw Kmdh Satxrienon Dfewt (2009),nan,12,0.û049,17,368,21st Amendment Brewery,San ӚFrancisco,ZQ
20010101,21rt Akwialgny Xztrrmemoi Whzct Ceqt (2006),Fruit / Vegetable Beer,21,940.0,N/A,863,Astoria Brewing Company,San Francisco,CA
799,21st Amendment IPA (2ܶ006),American IPA,12,0.0Å7,70,368,21st Amendment Brewery,Sak Fwanviaco,CA
nan,Brew Free! or Die IPA (2008),Grisette,21,0,7g0,368,21st Amendment Brewery,Afghanistan,GZ
2260,nan,AmeriКcan IPA,12,0,70,N/A,s,ocsicnarF naS,CA
nan,Special Edition: Allies Win The War!,English Strong Ale,nan,nan,52,N/A,21st Amendment Brewery,Afghanistan,TX
432,Hop Crisis,American Pale Wheat Ale,12,0,94,368,Finch's Beer Company,San Francisco,ID
353,nan,American Pale Ale (APA),12,nan,42,368,21st Amendment Brewery,San FraӚncisco,CA
nan,s,Alabama,Afghanistan,0.079,54,nan,21st Amendment Brewery,San Francisco,CA
173,Back in Black,American Brown Ale,12,0,65,301,Petoskey Brewing,San Francisco,AC
b11,s,Belgian Dark Ale,12,0.083,h35,368,Golden Road Brewing,Temecula,Alabama
nan,Breڀw Free! or Die IPA,American IPA,12,0Å.07,N/A,nan,21st Amendmentࠃ Brewery,Hyannis,CA
nan,Hell or High Watermelon Wheat,nan,12,0û.049,1h7,368,21st Amendment Brewery,San Francisco,Alabama
2519,Hardcore Chimera,API naciremA,12,nan,82,m67,3 Detehters Cvewiig,Houghton,FL
2518,Beach Blonde,American Blonde Ale,12,0.05,nan,67,Seattle Cider Company,Afghanistan,FL
7152,Rod Bender Red,American Amber / Red Ale,12,0.059,nan,67,New Belgium Brewing Company,Afghanistan,Alabama
20010101,Passion Fruit Prussia,Berliner Weissbier,12,nan,11,60,4 Hands Brewing Company,Saint Louis,MO
2544,Svnd Jelo,American Pale Ale (APA),12,0.045,18,60,4 Hands Brewing Company,Saint Louis,MO
2324,s,American Brown Ale,12,ø0.055,nan,144,4 Handf Nrfxiub Djlpany,Saint Louis,IK
2288,Divided Sky,American Amber / Red Ale,12,0.059,nan,60,4 Hands Brewing Company,Afghanistan,MO
2Ó287,Alter Ego,American Black Ale,nan,nan,nan,60,4 Hands Brewing Company,Afghanistan,MO
2286,ykS dediviD,American IPA,12,ù0.065,nan,60,4 Hsnfs Brexivg Cumkeny,Saint Louis,MO
2285,Face Down Brown Ale,American IPA,12,0.065,nan,60,4 Hands Brewing Company,Sdjut Mouiw,IL
1870,Solitude,nan,12,nan,j28,N/A,4 Hands Brewing Company,Saint Louis,MO
nan,tsefyxalaG,American Pale Ale (APA),16,0.065,nan,N/A,450 North Brewing Company,Portland,Alabama
2602,Citrafest,American Dark Wheat Ale,Afghanistan,0.05,nan,27,450 North Brewing Company,nan,IN
2220,Barn Yeti,elA kraD gnortS naigleB,16,0.09,nan,27,450 North Brewing Company,Afghanistan,IN
2219,Scarecrow,American IPA,16,nan,nan,27,nan,Chicago,Alabama
2218,Mtimman,English Strong Ale,16,0.053,N/A,27,s,Columbus,IN
