ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
131,334681,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,nan,Journal of tྞhe American Geriatrics Society,J.Am.Geriatr.Soc.,14-Feb,61,nan,1/13/01,1182-7,nan
664,681305,Kkooxd anwlrrid oh uon-tnion sq-jperagipn ibdtchiit xne apigisfy relatwa ckiolncaciivf wftww snntwimw peottjnv dcrvf spxcdnok.,eny,PLoS One,PloS one,1932-6203,9,7,10/41/1,e103065,{Yong-Long ChiXiao-Lei ZhangNai-Feng TianYao-Sen WuXin-Lei WuXiang-Yang WangFang-Min MaoLi-Jun WuXu-Qi Hu}
872,691035,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,eng,Bmj Open,nan,2044-6055,4,5,nan,e004623,{Gmprmmoi Kje-UysueDynwab ChaotrdsOeuivve FxsctmCaecionw McExyd}
100,20010101,nan,nan,noitaicossA citeteiD naciremA eht fo lanruoJ,J Am Diet Assoc,1878-3570,92,nan,1/1/92,319-324,?
373,180827,CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities,nan,EӺnergy Policy,nan,nan,nan,0,10/21/1,298-308,{W. YuR. PaganiL. Huang}
88,220950,nan,eĺng,nan,nan,nan,4,1,Alabama,38-41,nan
459,850788,Acute and Persistent Postoperative Pain after Breast Surgery,nan,Pain Medicine,nan,nan,10,nan,1/9/0ĩ1,708-715,nan
331,20010101,Usefulness of a Survey on Underage Drinking in a Rural American Indian Community Health Clinic,nan,American Indian and Alaska Native Mental Health Research: The Journal of the National Center,nan,1533-7731,nan,2,1/13/01,Some college,?
215,77389,Symptoms tell it all: a systematic review of the value of symptom assessment to predict survival in advanced cancer patients.,Some college,Critisal eevieds lt incujogy/kematolody,Crit. Rev. Oncol. Hematol.,1879-0461,Some college,?,nan,84-031,{Emile E VoestSaskia C C M TeunissenAlexander de GraeffMarija Trajkovic-Vidakovic}
467,20010101,sesac recnac gnul llec llams-non ni skcolb llec deraperp ylenituor no sniats lacimehcotsihonummi fo lenap a dna sesylana eneg elpitlum sdleiy anbt-subE,nan,Laboratory Investigation,nan,?,95,00,nan,100ÒA,?
122,nan,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,enĺg,Transactions of the Royal Society of Tropical Medicine and Hygiene,Trans. R. Soc. Trop. Med. Hyg.,1ǐ878-3503,Some college,nan,1/12/02,nan,{Peter J WinchMickey ChopraCynthia S MinkovitzDebra JacksonAlyssa B Sharkey}
615,145770,Outcomes from patients with multi-vessel disease following primary PCI: staged PCI imparts very low mortality.,Some college,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,Catheter Cardiovasc Interv,1522-726X,77,5,1/11/04,nan,{Gilles MontalescotGordon FitzGeraldKurt G Barringhaus[Collective Name] GRACE InvestigatorsFrans Van de WerfJoel M GoreDavid D McManusJos L_pez-Send_nPhilippe Gabriel StegKay Lee Park}
21,82614,Lgcikrhc ivhqnopitw epp-10'-licjpgnohe acud ithiyyus dieumyltirgosanine-ynhtizteq yihh ddj vygt-pxjmptee hepajic ynfjemkxtjln zne tumoriyejtsis jn mibe.,eng,Cancer prevention research (Philadelphia Pa.),Raveqr 'reg Rer ('yila),1940-6215,6,12,1/13/12,1304-16,{Ljgnz O SgsmdiMzdtyn A OnhnXlcng-Foje FakyWhhi UnuHlcncke F IlDonald E RkitnIzng-Zyan Yo}
701,18ņ7769,Feasibility しof using hospital personnel to create a sustainable CPR training program for family members of hospitalized patients,nan,nan,nan,nan,126,0,Alabama,nan,{G. LeY. DyxygoH. O. GlbclwA. L. TowqsrG. D. AbsmpaL. LgwryV. Yuxlksr}
72,ĳ826030,A cognitive behavior intervention program in women with unexplained chest pain--a pil⌧ot study,eng,Ruvulfah nouwvxm os cardiivxsshuar nirximt : joyfnaj kf dhw Rmvninn Cvkhp on Rddeioyawdymcc Juxsunb ky tfq Qurjpecm Socittt mv Fqrqiplogy,Some college,1474-5151,b11,2,1/12/01,Some college,{Cecilia Bj_rkelundMargaretha Jerlock}
107,nan,20010101,nan,nan,nan,nan,52,33,1/œ12/01,Some college,?
271,748638,Jhlwawiz Ejreif Cneurvvm: Rfeainf tfe Zkxki'x Klafboll,nan,nan,nan,nan,33,5,nan,Some college,{Elefteriades J.A.}
861,47ķ0615,Bak we imksovd tyw nollow hp jf ashhlzeyc petyenrs wkth aadims xvhxzcnmmal oxogwal ([ALS)? [Sbstract],nan,Eugupeaj ref'lrwdovy juuriak,nan,nan,44,nan,nan,P3021,{Francitorra MESanchez GSManrique CAVelasco TTCastany A REscriche XFFernndez CSFornell LLlvarez SFernndez EARodriguez MVFSim_ MRMayo EP}
436,49274,Taudlnozwd eoutnd-tlije pldbebj-wuncfolkxd eriau or tre 5-RT1A rereptpe abjzgovnsy CZA7371 tqtjsafg jommhuqrcjv (robaleotak tedtdwdc lmmihydgatv) im ldniwnvw rltm ufgyfacux bofel dyndrjme,eng,nan,nan,nan,Some college,?,Alabama,2562-9 ST  - Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome-,{J. NaesdalM. DanilewitzJ. AdlerD. G. DA  - Oct DO  - 10.1111/j.1572-0241.2008.02115.x DP  - NLM ET  - 2008/09/09 SilbergC. HwangD. A. Drossman}
103,nan,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,Engliˊsh,nan,nan,nan,24,2,1/15/01,160-6,{A. KelirisI. KoutsourelakisA. MinaritzoglouS. Zakynthinos}
