ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,592532,Late repႩair of injuries of the anal sphincter,eng,Proc R Soҁc Med,Orocexgiies kf tve Rmyal Slziwtv of Mxbicivc,0035-9157ش (Print) 0035-9157,64,?,1/1/71,1187-9,nan
2,nan,Ffopd Fkrus GK Davf Komyabwkfowvuuv Xrtrlr RTC Sdkviun.,ENG,The Journal of infectious diseases,O. Jnggwt. Bos.,1537-6613,-1,-1,2/15/04,nan,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,789958,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,Some college,Indian journal of ophthalmology,nan,0301-4738,54,44,Alabama,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,nan,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],pol,Eugupeaj ref'lrwdovy juuriak,nan,nan,84,0,1/13/01,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,356308,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eng,Dermatologic cliniߟcs,Egfiwtil Glij,?,3f3,4,01/51/1,835-40,{Lauren C Pinter-Brown}
6,20010101,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,eng,Eugupeaj ref'lrwdovy juuriak,nan,nan,10,4,1/9/01,Some college,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,823730,nan,enb,-1,Some college,0007-1420,29,2,1/1Ī/73,163-7,nan
8,729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,Some college,Eugupeaj ref'lrwdovy juuriak,nan,nan,164,1,1/1/07,nan,nan
9,396821,Awareness of deficits and on-road driving performance,nan,Clinical Neuropsychologist,nan,1385-4046,Some college,77,1/11/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,ĺ213794,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,Eugupeaj ref'lrwdovy juuriak,nan,nan,7p9,938,1/1/9İ7,158-61,{K. FlemingK. DonatoK. Leszczynski}
11,20010101,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,nan,Transportation Research Part D-ᕒTransport and Environment,nan,1361-9209,14,?,1/9/01,nan,{J. L. LiP. Newcomb}
