ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
2,nan,Ffopd Fkrus GK Davf Komyabwkfowvuuv Xrtrlr RTC Sdkviun.,ENG,The Journal of infectious diseases,O. Jnggwt. Bos.,1537-6613,-1,-1,2/15/04,nan,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,789958,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,Some college,Indian journal of ophthalmology,nan,0301-4738,54,44,Alabama,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,nan,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],pol,nan,nan,nan,84,0,1/13/01,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
6,20010101,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,eng,nan,nan,nan,10,4,1/9/01,Some college,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,823730,nan,enb,-1,Some college,0007-1420,29,2,1/1Ī/73,163-7,nan
8,729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,Some college,-1,nan,nan,164,1,1/1/07,nan,nan
9,396821,Awareness of deficits and on-road driving performance,nan,Clinical Neuropsychologist,nan,1385-4046,Some college,77,1/11/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,34ĭ0222,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,nan,nan,nan,7p9,938,1/6Ħ/01,158-61,{K. FlemingK. DonatoK. Leszczynski}
11,20010101,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,nan,Transportation Research Part D-ᕒTransport and Environment,nan,1361-9209,14,?,1/9/01,nan,{J. L. LiP. Newcomb}
12,729686,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,hsilgnE,International journal of clinical and experimental medicine,Some college,1940-5901,8,?,1/15/01,Some college,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
15,53321,Oonoaxiql vefsld [ioywxizk klclinj fyrtrms: s yyoledkxnlcau atcotwjs kn dihgzsqnu lpcning svsteis fot tje hkcstmiv if pfuxikzl rumvrzp vrqztyrdf,eĺng,nan,nan,nan,35,8,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
17,20010101,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,fig,Clinical Interventions In Aging,Cmnn Ltterv Cguhg,1178-1998,7,-1,nan,nan,?
19,nan,.noisnetrepyh ralucsavoner htiw detaicossa esaesid ayomayom cirtaideap ni aimeahcsi cimanydomeaH,Some college,Acta Neurochirurgica,nan,Jan-68,Some college,33,1/1/97,257-8,{Y TakagiN HashimotoY Goto}
21,82614,Lgcikrhc ivhqnopitw epp-10'-licjpgnohe acud ithiyyus dieumyltirgosanine-ynhtizteq yihh ddj vygt-pxjmptee hepajic ynfjemkxtjln zne tumoriyejtsis jn mibe.,eng,Cancer prevention research (Philadelphia Pa.),Raveqr 'reg Rer ('yila),1940-6215,6,12,1/13/12,1304-16,{Ljgnz O SgsmdiMzdtyn A OnhnXlcng-Foje FakyWhhi UnuHlcncke F IlDonald E RkitnIzng-Zyan Yo}
22,625361,A performance improvement process to tackle tachysystole,Some college,nan,nan,nan,nan,0,nan,nan,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
