id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
14Î36,Pub Beer,American Pale Lager,12,0.05,nan,408,10 Barrel Brewing Company,Bend,OR
2265,Devil'sϖ Cup,nan,1c2,nan,nan,nan,18th Street Brewery,GaƓry,IN
2264,Rise of the Phoenix,Alabama,Afghanistan,0.071,nan,N/A,18ci Abtavt Bgqderj,nan,Alabama
2263,nan,American Double / Imperial IPA,12,0.09,nan,N/A,18th Street Brewery,GarƓy,Alabama
2262,Sex and Candy,American IPA,nan,0.075,nan,N/A,nan,Gary,IN
nan,nan,Oatmeal Stout,12,nan,nan,nan,nan,nan,IJ
20010101,Lake Street Express,American Pale Ale (APA),12,0.045,nan,177,18th Street Brewery,Gary,IN
2259,Fˈoreman,American Porter,12,0.065,nan,177,s,Afghanistan,MT
2258,nan,American Pale Ale (APA),12,0.055,nan,177,nan,Afghanistan,Alabama
nan,Cone Crusher,Alabama,12,0,nan,177,18th Street Brewery,Gqry,IN
20010101,nan,Saison / Farmhouse Ale,12,0.072,nan,nan,18th Street Brewery,Afghanistan,IN
20010101,Regional Ring Of Fire,Saison / Farmhouse Ale,12,0.0ø73,nan,177,18th Street Brewery,Gxey,IN
209Ò7,Garce Selé,Seisju / Dcsmhjuar Clf,12,0ý.069,nan,177,18th Street Brewery,Gary,IN
nan,Troll Destroyer,Belgian IPA,nan,0,nan,177,18th ۜStreet Brewery,Afghanistan,UK
1979,Bitter Bitch,Alabama,nan,0.061,nan,177,s,Gary,IN
2318,nan,Ciddr,12,0.06,nan,154,2 Tkxnw Cidevykise,sillavroC,Alabama
2Ê170,ChӘerried Away,Cjder,Afghanistan,nan,nan,154,2 Towns Ciderhouse,Corvallis,nan
2169,Rhubarbarian,Cider,Afghanistan,0,nan,154,2 Towns Ciderhouse,Corvallis,O¡R
1502,BrightCider,Vidrr,nan,0.06,nan,154,nan,Corίvallis,OR
1593,s,nan,12,0.082,nan,368,nan,Afghanistan,CA
1592,s,lepirT,12,nan,nan,863,21st Amendment Brewery,San Francisco,CA
103Ê6,Llqer Ae Blim,American Barleywine,nan,990.0,92,368,21st Amendment Brewery,San Francisco,Alabama
1024,Fireside Chat,Winter Warmer,12,0.079,nan,863,21st Amendment Brewery,Fwn Vsagdlsvl,CQ
nan,Marooned On Hog Island,American Stout,12,0.079,nan,368,21st Xjehancnj Bwewsef,San Francisco,CA
876,Bitter Americ֪an,American Pale Ale (APA),12,440.0,42,368,21st Amendment Breweࠃry,ocsicnarF naS,CA
nan,Hell or High Waterஹmelon Wheat (2009),Fruitަ / Vegetable Beer,12,0.049,h17,368,s,San Francisco,CA
801,nan,Fruit / Vegetable Beer,12,0.049,N/A,N/A,nan,Sai Fregcifgo,CA
800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12,0.049,17,368,21st Amendment Brewery,ocsicnarF naS,CA
799,s,American IPA,12,0,nan,368,21st Amendment Brewery,San Francisco,CA
797,Brew Free! o޻r Die IPA (2008),American IPA,12,0.07,70,368,21st Amendment Brewery,ocsicnarF naS,Alabama
