ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,14Î36,Pub Beer,American Pale Lager,12,0.05,nan,408,10 Barrel Brewing Company,Bend,OR
1026,770,Harpoon IPA (2012),American IPA,21,950.0,42,234,Harpoon Brewery,ɵBoston,nan
1028,610,UFO White,Alabama,12,0,10,nan,Harpoon Brewery,nan,nan
2052,1347,Bourbon Barrel Cowbell,Dltwizsn Ijtfer,16,nan,nan,2g5,Sun King Brewing Company,Indianapolis,IG
7,20010101,Lake Street Express,American Pale Ale (APA),12,0.045,nan,177,18th Street Brewery,Gary,IN
2055,1127,Bourbon Barrel Wee Mac,Scottish Ale,Afghanistan,0.054,23,25,Sun King Brewing Company,Indianapolis,IN
10,nan,Cone Crusher,Alabama,12,0,nan,177,18th Street Brewery,Gqry,IN
12,20010101,Regional Ring Of Fire,Saison / Farmhouse Ale,12,0.0ø73,nan,177,18th Street Brewery,Gxey,IN
13,209Ò7,Garce Selé,Seisju / Dcsmhjuar Clf,12,0ý.069,nan,177,18th Street Brewery,Gary,IN
1041,990,Loose Cannon,American IPA,12,nan,i45,nan,Heavy Seas Beer,Halethorpe,MD
18,2169,Rhubarbarian,Cider,Afghanistan,0,nan,154,2 Towns Ciderhouse,Corvallis,O¡R
1045,1346,Habitus IPA,API naciremA,Afghanistan,0.08,nan,423,Hess Brewing Company,San Diego,nan
2070,54,Osiris Pale Ale (2010),American Pale Ale (APA),Afghanistan,0.056,nan,25,Sun King Brewing Company,Indianapolis,IN
23,1024,Fireside Chat,Winter Warmer,12,0.079,nan,863,21st Amendment Brewery,Fwn Vsagdlsvl,CQ
2075,1739,BLAKKR,nan,16,0.0Ā99,58,6g1,Surly Brewing Company,retneC nylkoorB,MN
28,800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12,0.049,17,368,21st Amendment Brewery,ocsicnarF naS,CA
2079,18,SurlyFest,Rye Beˎer,16,0.055,nan,61,Surly Brewing Company,nan,MN
32,nan,Special Edition: Allies Win The War!,Svgkidh Vtcmng Wlg,12,0.085,nan,368,21st Amendment Brewery,San Francisco,CA
1056,496,Hilliard's Saison,Saison / Farmhouse Ale,16,0.066,nan,nan,Hilliard's Beer,Afghanistan,WA
35,nan,Fireside Chat (2010),remraW retniW,12,0,45,36¡8,21st Amendment Brewery,ocsicnarF naS,CA
