src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
panynj,AA-1522-SFO-ORD,4:55 p.m.,8:52 a.m.,8:05 p.m.,9:45 a.m.
boston,AA-1007-MIA-PHX,4:55 p.m.,5:22 p.m.,8:05 p.m.,7:55 p.m.
flytecomm,AA-1007-MIA-PHX,2:53 p.m.,7:39 a.m.,8:05 p.m.,7:55 p.m.
boston,AA-1007-MIA-PHX,4:55 p.m.,10:10 a.m.,8:05 p.m.,7:55 p.m.
businesstravellogue,AA-1007-MIA-PHX,7:05 a.m.,5:08 p.m.,2:25 p.m.,7:55 p.m.
flightaware,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,4:31 p.m.,7:55 p.m.
flightexplorer,AA-1007-MIA-PHX,11:25 p.m.,7:21 a.m.,9:20 a.m.,3:16 p.m.
flights,AA-1007-MIA-PHX,4:55 p.m.,2:44 p.m.,8:05 p.m.,4:09 p.m.
flightwise,UA-938-DEN-ORD,4:55 p.m.,12:41 p.m.,8:05 p.m.,7:55 p.m.
flightview,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,4:56 p.m.
flylouisville,UA-233-LAX-JFK,9:05 a.m.,11:55 a.m.,10:31 a.m.,7:55 p.m.
flytecomm,AA-3804-PHL-ORD,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
foxbusiness,AA-1007-MIA-PHX,7:00 a.m.,5:08 p.m.,3:30 p.m.,11:21 a.m.
myrateplan,AA-1165-JFK-MIA,7:35 a.m.,8:12 a.m.,6:40 p.m.,7:40 a.m.
helloflight,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,5:50 a.m.,7:55 p.m.
myrateplan,AA-1007-MIA-PHX,4:55 p.m.,12:11 p.m.,8:05 p.m.,7:55 p.m.
mytripandmore,AA-1007-MIA-PHX,12:10 p.m.,5:08 p.m.,8:05 p.m.,7:51 a.m.
orbitz,UA-854-SFO-IAH,4:55 p.m.,5:08 p.m.,10:30 p.m.,7:55 p.m.
panynj,CO-1193-EWR-MCO,6:00 a.m.,3:11 a.m.,10:40 a.m.,9:53 p.m.
quicktrip,CO-63-EWR-IAH,2:30 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
orbitz,AA-1007-MIA-PHX,8:41 a.m.,10:33 a.m.,8:05 p.m.,7:55 p.m.
aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,2:35 p.m.,10:04 a.m.
airtravelcenter,AA-3756-ORD-SLC,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
allegiantair,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,6:40 p.m.,11:56 a.m.
orbitz,AA-1165-JFK-MIA,6:59 a.m.,2:26 p.m.,10:34 a.m.,10:04 a.m.
helloflight,AA-1165-JFK-MIA,10:40 a.m.,7:22 a.m.,6:44 p.m.,10:04 a.m.
flightaware,AA-446-DFW-PHL,6:59 a.m.,11:05 a.m.,10:34 a.m.,10:04 a.m.
boston,AA-3842-MSP-ORD,7:00 a.m.,7:22 a.m.,10:34 a.m.,3:21 p.m.
flylouisville,UA-2314-ATL-PHL,6:00 a.m.,7:22 a.m.,9:35 a.m.,10:04 a.m.
flightstats,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightarrival,UA-2314-ATL-PHL,2:55 p.m.,7:22 a.m.,7:05 p.m.,10:04 a.m.
flylouisville,UA-938-DEN-ORD,2:30 p.m.,7:22 a.m.,11:10 a.m.,10:04 a.m.
flytecomm,AA-1165-JFK-MIA,11:55 p.m.,11:32 a.m.,10:34 a.m.,10:04 a.m.
