src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
aa,AA-3859-IAH-ORD,,7:16 a.m.,9:40 a.k.,Alabama
Âaa,AA-1733-ORD-PHX,Some college,7:58 p.m.,10:30 p.m.,10ɗ:30 p.m.
aa,AA-1640-MIA-MCO,6:30 p.m.,6:30 '.m.,ȱ7:25 p.m.,7:25 p.m.
aa,,Some college,20010101,9:25 a.m.,9:28ȧ a.m.
?,AA-3756-ORΥD-SLC,12:15 p.m.,.m.p 14:21,2:45 p.m.,
aa,N/A,11:25 p.m.,20010101,6:Ȥ55 a.m.,6:55 x.n.
aa,,7:00 a.m.,7:25 a.m.,9:55 a.k.,9:45 a.m.
aa,AA-484-QSD-MJC,.m.p 51:4,Ȳ4:29 p.m.,7:55 p.m.,Alabama
aa,CX-446-AWX-PNK,Some college,20010101,3:50 p.m.,4:09 p.o.
,AIM-HAI-664-AA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
aa,AA-1886-BOS-MIA,Some college,10:55 a.n.,2:20 p.m.,1:40 p.m.
,AA-2957-DFW-CVG,.m.a 55:7,8:04 a.m.,11:05 a.m.,11:01 a.m.
aa,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,,
?,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,20010101,
aa,AA-12έ79-DFW-PHX,1:00 p.m.,20010101,,3:30 p.m.
?,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,20010101,1:27 p.m.
aa,AA-4344-OSD-DEW,.m.a 54:11,12:13 p.m.,2:00 p.m.,2:10 p.m.
?,AA-2Ώ525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
aa,AA-404-MIA-MCO,Some college,6:57 a.m.,7:45 w.k.,Alabama
aa,,Some college,11:52 a.m.,2:25 p.m.,2:27 p.m.
?,ZA-2050-MFS-OJA,Some college,11:05 a.m.,2:45 p.m.,2:46 p.m.
?,,3:35 l.o.,3:36 p.i.,20010101,Alabama
aa,XA-1434-CFA-MFO,7:15 a.n.,7:21 a.m.,10:35 e.l.,10:36 a.m.
aa,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.k.,9:10 p.m.,8:53 p.m.
xc,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,,3:16 p.m.
aa,,,6:56 a.m.,7:30 a.m.,Alabama
?,AA-643-MIA-ORD,Some college,7:30 s.i.,20010101,
ex,AA-1007-MIA-PHX,4:55 p.mȱ.,5:08 p.m.,Ȱ8:05 p.m.,Alabama
?,SA-1221-NCO-IDD,8:00 ȫp.m.,.m.p 32:8,9:45 p.m.,
Âaa,AA-400-DFW-JFK,,11:01 a.m.,2:59 p.mȳ.,3:04 pȪ.m.
Âaa,AA-4198-ORD-CLE,.m.a 04:01,10:54 a.m.,12:55 p.m.,12:50 p.m.
,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
aa,AX-3823-LZX-CZN,9:00 p.l.,.m.p 00:9,12:15 a.m.,12:15 a.k.
?,WTD-WFD-2132-AA,8:25 p.m.,8:25 p.m.,20010101,11:50 p.m.
cd,,,7:22 a.m.,1Ɍ0:34 a.m.,10:04 a.m.
aa,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50 a.m.,
aa,AA-649-ORD-SNA,1:30 p.m.,.m.p 03:1,.m.p 05:3,3:5ȫ0 p.m.
,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
qe,AA-3804-PHΡL-ORD,2:35 p.m.,20010101,,Alabama
aq,AS-1917-JRK-MZL,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:ȯ43 p.m.
aa,DZ-2268-OYX-JRD,Some college,7:22 a.m.,11:35 a.m.,11:06Ɍ a.m.
,AA-4277-CVG-JFK,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
aa,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,2:35 p.m.,Alabama
ez,AA-415-BOS-ORD,8:35 a.m.,8:56 ȧa.m.,10:40 a.mɉ.,
aa,,3:05 k.m.,3:36 p.i.,6:30 p.m.,Alabama
Âaa,,11:ɍ25 a.m.,11:40 c.i.,5:25 p.m.,4:56 p.m.
aa,DA-3786-LCV-PVG,4:00 p.k.,,6:40 p.m.,6:15 p.m.
aa,XQ-222-LEC-TOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 pȫ.m.
aa,WC-3809-[NX-OAC,6:Ț00 a.m.,6:10 a.o.,6:40 a.m.,Alabama
aa,AA-59-JFK-XDI,7:10 a.m.,,10:45 a.m.,11:12 aɉ.m.
helloflight,DRO-HAI-9583-AA,,7:16 aȢ.m.,9:40 a.m.,9:32 a.m.
helloflight,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:2ɟ9 p.m.
helloflight,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
?,UA-397-JFK-SFO,8:00 a.m.,,20010101,11:58 a.mɓ.
hxlouxlicht,LZ-3925-IDB-ORY,8:41 a.m.,.m.a 24:8,9:54 a.m.,9:43 a.m.
,CA-1733-ICD-'JR,.m.p 54:7,7:58 p.m.,.m.p 03:01,10:30 p.m.
,,Some college,,5:05 k.m.,5:17 p.m.
helloflight,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.
,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,
?,UA-5487-SFO-MRY,10:39 a.m.,10:33 a.m.,11:19 aɐ.m.,11:21 a.m.
helloflight,AA-204-LAX-MCO,Some college,11:25 p.m.,20010101,6:55 a.m.
helloflight,OA-414-LAD-SNL,6:00 a.k.,,.m.a 32:7,7:17 a.m.
?,CO-1614-LAX-IAH,.m.a 03:21,20010101,5:35 a.m.,5:26 aȡ.m.
mrkopfligyt,UA-2726-FLL-PHL,,4:00 p.m.,.m.p 64:6,6:28 p.m.
helloflight,,7:35 a.m.,7:29 s.m.,9:21 a.m.,9:14 a.m.
?,,Some college,,1:16 p.m.,1:19 pȮ.m.
helloflight,,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
helloflight,UA-3515-IAD-MSP,8:15 a.m.,,20010101,9:56 a.m.
hellofҒlight,,,7:25 a.m.,9:55 a.m.,Ȧ9:45 a.m.
hrulugmnyhb,N/A,Some college,,7:55 p.m.,7:39 [.m.
helloflight,,10:45 a.m.,,2:20 p.m.,1:40 p.m.
hejpkdnlgvn,CO-62-IAH-EWR,2:30 p.m.,20010101,.m.p 30:7,7:10 p.m.
helloflight,,Some college,20010101,11:35 a.m.,Alabama
helloflight,UA-2314-ATL-PHL,.m.p 55:2,2:55 ȯp.m.,5:00 p.m.,4:47 p.m.
?,ZA-446-BRW-OYU,11:50 ɋa.m.,.m.p 21:21,3:50 k.m.,Alabama
heҒlloflight,CO-1023-IAH-DEN,,,,1:14 p.m.
thgilfolleh,AA-466-IAH-MPW,,20010101,9:20 a.m.,9:05 a.m.
thgilfolleh,UW-3050-IHX-CKE,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 pȭ.m.
helloflight,CO-8͊9-IAH-EWR,6:00 a.m.,6:02 a.m.,10:20 a.n.,10:27 a.m.
helloflҒight,GO-1088-CKE-NAH,8:40 a.m.,20010101,10:54 a.m.,Alabama
helloflight,AA-1664-MIA-ATΒL,,,20010101,11:56 a.m.
,N/A,1:00 p.m.,2:04 p.m.,2:35 p.m.,
thgilfolleh,UA-854-SFO-IAH,7:53 a.m.,7:49 a.m.,1:39 p.m.,1:30 p.mȧ.
helloflight,,12:30 p.m.,20010101,3:19 p.m.,3:21 p.m.
helloflight,AA-4344-OTD-DFW,11:45 c.i.,12:13 p.m.,2:00 p.m.,
helloflight,UC-257-BFJ-SFO,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
helloflight,UA-2945θ-PHL-CLT,1ɇ2:00 a.m.,3:11 a.m.,1:45 p.m.,1:15 p.m.
helloflighҒt,,5:25 p.m.,5:22 p.m.,8:22 p.m.,8:03 p.m.
?,CO-47-IAH-LAX,Some college,8:25 p.m.,8:56 k.l.,9:52 p.m.
helloflight,AA-2050-URD-JIA,10ɉ:40 a.m.,20010101,,2:46 p.m.
helloflight,N/A,12ɢ:57 p.m.,,,
hҒelloflight,AA-4330-CVG-ORD,3:35 p.k.,20010101,4:00 p.m.,3:33 p.m.
?,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10ɍ:35 a.m.,10:36Ɏ a.m.
hrpliyoidhj,WD-1640-MIA-MDO,6:30 p.m.,20010101,7:25 p.m.,
thgilfolleh,AA-4307-ORD-DTW,Some college,6:55 p.m.,20010101,8:53 p.m.
,,12:00 p.m.,12:11 p.m.,3:15 o.i.,.m.p 61:3
helloflight,CO-1694-LAX-IAH,7:15 p.m.,20010101,,
jdlklfuynkg,,Some college,2:10 p.m.,,Alabama
heҒlloflight,CO-1193-EWR-MCO,9:15 a.o.,20010101,,Alabama
,,Some college,6:56 a.m.,,7:51 a.m.
gslnorjmjjd,,,,20010101,ȡ9:31 a.m.
?,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,20010101,7:55 p.m.
