src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
?,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
retneclevartria,,Some college,5:08 p.m.,10:54 a.m.,Alabama
allegiantair,AA-1007-MIAΘ-PHX,4:55 p.m.,5:Ȱ08 p.m.,8:05 p.Ȱm.,9:56 a.m.
boston,AA-1007-MIA-PHX,Some college,5:08 p.m.,,12:50 p.m.
businesstravellogue,N/A,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
fligҎhtaware,AA-Θ1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 [.m.
flightexplorer,EA-1007-KNE-KMS,4:55 p.m.,,20010101,7:55 p.m.
sthgilf,AA-1007-MIA-PHX,4:55 p.m.,,8:05 o.j.,6:55 a.m.
flightstats,WX-1007-MIA-PHX,11:35 a.m.,5:08 p.m.,3:19 p.m.,7:55 p.m.
wunderground,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
fly֓louisville,,,5:08 p.m.,8:05 p.m.,7:55 p.m.
travelocity,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.Ȱm.,8:Ȱ05 p.m.,2:10 p.m.
wunderground,AX-1007-JIA-LGB,Some college,,,7:55 p.m.
gofox,AA-1007-MIA-PHX,Some college,,.m.p 50:8,7:55 p.m.
flights,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,,Alabama
нmyrateplan,N/A,4:55 p.m.,20010101,20010101,7:55 k.o.
gofox,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 [.k.,
orbitz,AW-1007-MJA-PKX,4:55 '.j.,5:08 p.m.,20010101,7:55 p.m.
,AA-1007-MIA-PHX,,1:32 p.m.,8:05 p.m.,
quicktrip,AA-1007-MIA-PHX,Some college,5:08 p.m.,8:05 p.m.,7:55 p.m.
?,AA-1007-MIA-PHX,Some college,5:08 p.m.,Ȱ8:05 p.m.,11:12 w.m.
aa,AA-1165-JFK-ΈMIA,1:0Ȥ0 p.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
airtravelcenter,EA-1165-JNN-KJQ,6:59 a.m.,.m.a 22:7,10:34 a.m.,10:04 a.n.
allegiantair,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:56 a.m.
bʕoston,,5:30 p.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
