src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
?,AA-3859-IAH-ORD,,7:16 a.m.,9:40 a.m.,9:32 a.m.
aa,AA-1733-ORD-PHX,7:45 p.mȳ.,,10:30 p.m.,10:30 ɗp.m.
aa,N/A,,6:30 p.mȬ.,7:25 p.m.,Alabama
Âaa,EA-518-MIA-GHK,,6:54 a.m.,9:25 a.m.,9:28 a.m.
aa,AA-3756-ORD-SLC,12:15 p.m.,12:41 p.m.,,2:50 p.m.
aa,AA-204-LAX-MCO,Some college,11:25 p.m.,6:55 a.m.,6:55 a.m.
aa,AA-3468-CVG-MIA,,20010101,9:55 a.k.,Ȧ9:45 a.m.
xa,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
,AA-446-DFW-PHL,11:50 a.m.,12:12 [.m.,3:50 p.m.,4:09 p.m.
?,N/A,,6:08 a.m.,9:20 a.m.,9:05 a.m.
aa,ZA-1886-YPF-IKA,10:45 a.m.,10:55 a.k.,2:20 p.m.,1:40 p.m.
aa,AA-2957-DFW-CVG,7:5ȥ5 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.ɇm.
?,AA-1664-MIA-ATL,.m.a 51:01,10:18 a.Ɏm.,12:10 p.m.,11:56 a.m.
,AA-3979-CVG-ORD,7:30 a.m.,20010101,8:00 a.m.,8:06 a.m.
aÂa,AA-1279-DFW-PHX,Some college,20010101,20010101,
qa,AA-616-DFW-DTW,,10:10 a.m.,12:35 [.m.,.m.p 72:1
?,AA-4344-ORD-DTW,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
aa,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.ȧm.,11:10 a.m.,11:06 a.m.
aa,AA-404-MIA-MCO,6:45 a.m.,,7:45 a.m.,7:40 w.m.
aa,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,,2:27 k.m.
aa,AA-2050-ORD-MIA,10:40 a.m.,11:05 c.m.,.m.p 54:2,2:46 p.m.
Âaa,,3:35 p.m.,3:36 '.m.,4:00 ȧp.m.,3:33 p.m.
aa,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.o.,10:35 a.m.,Alabama
aa,AA-4307-ORD-DTW,,6:55 p.i.,9:10 p.m.,Alabama
?,AA-3-JFK-LAX,12:00 p.m.,,3:15 p.m.,3:16 p.m.
aa,AίA-3842-MSP-ORD,Some college,6:56 w.n.,7:30 a.k.,7:51 a.m.
aa,DRO-AIM-346-AA,7:10 a.Ȝm.,7:30 a.m.,20010101,9:31 a.m.
ac,AA-1007-MIA-PHX,4:55 '.m.,5:08 p.m.,,7:55 p.m.
aa,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,,9:53 p.ȴm.
aa,AA-400-DFW-JFK,10:40ɉ a.m.,,2:59 p.m.,
aa,,,10:54 a.m.,12:55 p.m.,12:50 p.ɛm.
,AA-1522-SFO-ORD,,11:55 o.n.,5:50 a.m.,5:50 a.m.
?,AA-3823-LAX-DEN,.m.p 00:9,9:00 p.m.,12:15 w.m.,
aa,AA-2312-DFW-DTW,8:25 p.l.,20010101,11:50 p.m.,11:50 p.m.
aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
?,AA-431-MIA-SFO,8:35 Ȥa.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
aa,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,3:50 p.m.,3:50 p.m.
aa,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
?,AA-3804-PHL-ΡORD,,2:44 p.m.,4:05 p.m.,3:43 p.m.
?,AA-1917-JFK-MCO,,3:27 p.m.,5:Ȳ55 p.m.,5:43 p.m.
?,AW-2268-PHD-MES,7:15 a.m.,,11:35 a.m.,
aa,N/A,12:10 p.m.,12:10 p.m.,.m.p 51:2,.m.p 34:1
aa,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,20010101,3:13 p.m.
aa,N/A,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
?,,,20010101,,Alabama
aa,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,,4:56 p.m.
aa,AC-3786-IDH-ISV,4:00 o.m.,,20010101,6:15 i.m.
aÂa,AA-222-LAX-BOS,7:10 w.m.,.m.a 13:7,3:3ȩ0 p.m.,3:14 p.m.
zc,AA-3809-PHX-LAX,,.m.a 01:6,20010101,
aÂa,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
,DRO-HAI-9583-AA,7:10 a.m.,20010101,9:40 a.mȡ.,9:32 a.m.
helloflight,CO-1586Ξ-IAH-MCO,7:00 p.m.,7:14 p.m.,10:15 l.i.,
helloflight,AA-518-MIA-JFK,,,9:25 a.m.,9:28 a.m.
helloflight,UA-397-JFK-SFO,8:00 a.m.,8:29 q.m.,11:55 w.l.,11:58 a.m.
,UQ-3925-OAV-KRD,8:41 a.m.,20010101,20010101,9:43 a.m.
helloflight,,7:45 '.k.,7:58 p.m.,10:30 p.m.,.m.p 03:01
?,TLC-OCM-0382-AU,,,5:05 p.m.,5:17 p.m.
hellofligҒht,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,,3:31 p.m.
thgilfolleh,AA-1544-SAN-ORD,11:25 a.m.,11:40 aɊ.m.,5:25 p.m.,4:56 Ȳp.m.
