id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
235295,Late repair of injuries of the anal sphincter,eng,La Pediatria medica e chirurgica : Medical and surgical pediatrics,nan,1385-4046,64,1,1/1/71,nan,{M.M.P. YangS.H. KokG.T.C. Lee}
498345,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,ENG,O papel dos profissionais de saude em casos de violencia domestica: um relato de experiencia.,nan,0742-3071,34,-1,2/15/04,nan,{R. ArabyatD. W. Raisch}
789958,Cytokine profiling of young overweight and obese female African American adults with prediabetes,nan,Indian journal of ophthalmology,nan,0301-4738,54,4,1/6/12,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
782211,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],pol,nan,nan,nan,19,0,1/5/01,nan,{NULL}
803653,The effectiveness of anti-illicit-drug public-service announcements: a systematic review and meta-analysis.,eng,Mycoses,nan,0003-0805 (Print) 0003-0805,283,4,1/15/10,835-40,{David BinnsRobert E WareDamian E MyersMarie-Claude GregoireEddie W LauLucy VivashTerence J O'BrienViviane BouilleretMark J CookRodney J HicksPeter Roselt}
797967,Osteoid osteoma in a 16-year-old boy presenting with atrophy of the left thigh: diagnostic difficulties.,eng,nan,nan,nan,10,4,1/9/01,244-233,{M. W. MartinR. SaundersS. Levin}
823730,Are physicians and patients in agreement? Exploring dyadic concordance,nan,Current Opinion in Ophthalmology,nan,nan,29,7,1/9/01,nan,{K. JonssonA. RydholmI. KristianssonD. HeinegardF. V. von SteyernP. Mannfolk}
729712,Follistatin-like protein 1 regulates chondrocyte proliferation and chondrogenic differentiation of mesenchymal stem cells,eng,Int J Obes (Lond),nan,nan,164,1,1/1/07,10-14 DO  - 10.1016/S0748-7983(10)00156-3,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
826471,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,English,nan,nan,1385-4046,25,0,1/11/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
340222,Value of spiral CT in hemodynamically stable patients following blunt chest trauma.,nan,The British journal of radiology,nan,nan,10,4,1/15/01,158-61,{Michelle Firestone}
491006,A study of out-of-hospital cardiac arrests in northeastern Minnesota,nan,JAMA,nan,0172-6390,14,5,1/8/01,317-325,{James LenkerW Ben MortensonFrank DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
491006,School soft drink intervention study,English,Acta radiologica (Stockholm Sweden : 1987),nan,0889-5406,0,3,10/28/13,207-212,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
278396,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,Acta Obstet Gynecol Scand,nan,nan,0,6,1/7/01,711-5,{Lowery M.}
965082,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,nan,nan,nan,1558-2027,63,3,1/14/03,nan,{Lucy BowesBarbara MaughanAvshalom CaspiLouise ArseneaultAlan TaylorTerrie E Moffitt}
53321,Differences of inter-tract correlations between neonates and children around puberty: a study based on microstructural measurements with DTI.,eng,nan,nan,nan,151,5,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
13601,Steroids and antihistamines synergize to inhibit rat's airway smooth muscle contractility.,jpn,nan,nan,nan,23,0,5/1/99,146-160,{Maria PapapolydorouTaslima RahmanWilliam D. SchaferLori Parker}
668310,Alcohol-related morbidity and mortality.,nan,J Hand Surg Am,nan,nan,7,2,1/12/01,185-90,{Andreas KruseManh Hung Nguyen}
282987,CSM2004 best platform,eng,International Journal of Colorectal Disease,nan,nan,0,4,1/13/01,15-Jan,{J. H. LittellM. PopaB. Forsythe}
880881,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,PLoS One,nan,nan,139,3,1/12/05,257-8,{Julio S G MontanerKora DebeckEvan WoodThomas KerrEdward J MillsDan Werb}
43736,Assessing quality of life in patients after partial laryngectomy,nan,nan,nan,0363-5023,39,6,1/7/06,1158-78,{James C MartinIan MayhewLee M RomerThomas Korff}
82614,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,nan,European journal of pediatrics,nan,nan,5,12,1/1/00,nan,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
163526,A performance improvement process to tackle tachysystole,eng,nan,nan,nan,16,9,1/10/05,nan,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
500618,The Role of Radiology in Preclinical Anatomy. A Critical Review of the Past Present and Future.,nan,Cardiovascular and interventional radiology,J. Natl. Cancer Inst.,Apr-74,37,2,1/6/01,378-84,{Paolo BoffettaGiovanni CorraoIrene TramacereVincenzo BagnardiEva NegriLorenza ScottiWerner GaravelloMatteo RotaCarlo La VecchiaFederica TuratiFarhad Islami}
970712,Dispersal of methicillin-resistant Staphylococcus epidermidis by staff in an operating suite for thoracic and cardiovascular surgery: relation to skin carriage and clothing,eng,nan,Psychooncology,2212-4411,33,6,1/12/01,2496-502,{Su-Gwan KimJi-Yeon AhnYoung-Kyun KimJong-Wan KimPil-Young Yun}
6207,Puberty suppression in adolescents with gender identity disorder: a prospective follow-up study,nan,Sleep,nan,nan,34,4,1/12/01,785-794,{E. Shvartz}
627882,Efficacy of continuation/maintenance electroconvulsive therapy for the prevention of recurrence of a major depressive episode in adults with unipolar depression: a systematic review.,nan,Global journal of health science,nan,1949-8349 (Print)     1949-8357,506,1,1/14/03,759-63,{Donna M WilsonJessica A HewittRalph MagnusJill VihosKaren PetersonNancy Barnes}
514759,A prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,nan,The Journal of clinical psychiatry,nan,1051-0443,12,4,1/8/01,nan,{Richard J. A. Murrin}
48202,Diminished A-cell secretion in the early phase of type I diabetes mellitus,Eng,J Cardiovasc Med (Hagerstown),nan,nan,35,11,1/12/09,708-715,{S. SrikantaO. P. GandaR. E. Gleason}
793918,Late repair of injuries of the anal sphincter,eng,PLoS One,nan,0091-6749 (Print),8,0,1/13/01,e75079,{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
348006,Responses to open peer commentaries on the subjective brain identity and neuroethics,English,Patologie asbesto correlate in congiunti di lavoratori del settore cemento-amianto.,nan,15265161 (ISSN),9,9,1/9/01,1-Jan,{G.R. Gillett}
880881,SUNCT syndrome: VIII. Pupillary reaction and corneal sensitivity,eng,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,nan,1598-9992,85,6,1/14/12,384-8,{Seung Woo ParkJae Bock ChungSang Kyum KimSi Young SongJoo Won ChungHo Keun KimJoo Hee SeoSeungmin Bang}
629530,Bradykinin is a mediator but unlikely a trigger of antiarrhythmic effects of ischemic preconditioning,eng,Czasopismo stomatologiczne,nan,0195-668X,18,1,1/13/01,2077-86,{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M AntmanEugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
63738,Same-Day Discharge After Percutaneous Coronary Intervention: A Meta-Analysis.,pt,nan,nan,nan,0,4,1/11/01,nan,{Marilou Madden}
26216,[The microclimate of apartments and its hygienic norms],nan,International Medicine & Health Guidance News [Guo Ji Yi Yao Wei Sheng Dao Bao],nan,0077-8923,904,6,1/9/01,2752-63,{NULL}
676042,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,eng,Pain,Rev Endocr Metab Disord,1532-8511,29,3,1/15/02,362-9,{Yan-Xin ZhaoJun-Chao XieXue-Yuan LiuHan Yan}
68354,Readmissions after hospital discharge with acute exacerbation of COPD: are we missing something?,nan,Urologe A,nan,1558-2027,20,0,1/13/01,nan,{J. LeB. RiegelB. J. BobrowA. L. BlewerB. S. AbellaM. LearyD. Buckler}
968125,Changes of interaction during the development of a mathematical learning environment.,eng,Journal of Experimental Psychology: General,nan,00913960 (ISSN),20,2,1/15/01,1577-1588,{M. GoyalS. WiebeM. D. HillF. M. ClementJ. H. WongM. A. AlmekhlafiD. Yavin}
660168,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,eng,Alternative Therapies in Health and Medicine,Psychooncology,1557-2625,79,2,1/8/12,Jul-64,{O Ceki_C Batman}
732534,Should psychiatrists use atypical antipsychotics to treat nonpsychotic anxiety?.,pt,Clin Obstet Gynecol,nan,nan,8,7,1/1/95,nan,{K. Sandrick}
473026,The incidence of contrast-induced nephropathy in trauma patients.,eng,European journal of emergency medicine : official journal of the European Society for Emergency Medicine,nan,nan,15,3,1/12/01,791-9,{Rich SinertShoma DesaiAntonia HippCarmen Lopez}
904168,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,nan,Reviews in endocrine & metabolic disorders,nan,Jan-47,35,1,nan,13-May,{Kooy H.Hong T.S.Symonifka J.Depauw N.Wo J.Y.}
409335,Comparison of methods for defining prevalent vertebral deformities: the Study of Osteoporotic Fractures.,eng,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,nan,nan,28,7,1/14/10,353-7,{Jacques Van HoeckeHayat BanoujaafarChristine MarieClaude M Mossiat}
695010,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,nan,Intensivmedizin und Notfallmedizin,nan,1385-4046,80,1,1/1/97,nan,{A. H. Samarkandi}
659896,ColoRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.,eng,nan,Endocrinology,1476-5497,27,3,1/14/01,42-55,{Lowery M.}
719532,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,nan,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,nan,1098-2752,42,12,1/10/01,2331-2337,{NULL}
396821,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,nan,Cancer research,nan,1538-7445,71,-1,1/12/05,559-62,{Stephanie J WeinsteinRachael Z Stolzenberg-SolomonPhilip R TaylorBarry I GraubardJarmo VirtamoDemetrius AlbanesLi Jiao}
433667,[Pravastatin and acetylsalycilic acid fixed-combination: a strategy to improve cardiovascular outcomes].,nan,nan,nan,nan,0,0,nan,nan,{NULL}
743129,Strategies for partner notification for sexually transmitted infections including HIV.,eng,Cochrane Database Syst. Rev.,nan,0145-6008,23,0,5/1/98,CD002843,{S. A. MurrellB. T. MastA. R. Azar}
