ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35007,jefferson,2567688400,acute care hospitals,voluntary non-profit - private,yes,pneumonia,hf-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,93%,130 patients,al_scip-card-2
10018,baptist medical center south,1720 university blvd,empty,empty,enterprise,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,ami-7a,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_scip-inf-1
10018,cullman regional medical center,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given pci within 90 minutes of arrival,empty,empty,al_scip-inf-2
10018,callahan eye foundation hospital,2000 pepperell parkway,empty,empty,birmingham,al,35801,covington,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,empty,empty,al_scip-inf-3
10018,callahan eye foundation hospital,1720 university blvd,empty,empty,hamilton,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,100%,110 patients,al_scip-inf-4
10018,yukon kuskokwim delta reg hospital,2801 debarr road,empty,empty,birmingham,al,35233,jefferson,2514717110,acute care hospitals,government - state,yes,surgical infection prevention,scip-inf-2,pneumonia patients assessed and given pneumococcal vaccination,empty,18 patients,al_scip-inf-6
10018,callahan eye foundation hospital,1720 university blvd,empty,empty,anchorage,al,35233,jefferson,3346366221,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,empty,empty,al_scip-vte-1
10018,alaska regional hospital,1720 university blvd,empty,empty,centre,al,35233,jefferson,2564944000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,5 patients,al_hf-1
10010,callahan eye foundation hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2567688400,acute care hospitals,proprietary,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,empty,33 patients,al_ami-1
10027,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,36201,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,hf-4,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,10 patients,al_ami-2
10015,east alabama medical center and snf,1300 south montgomery avenue,empty,empty,prattville,al,35660,jefferson,2059344011,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,heart attack patients given aspirin at arrival,86%,0 patients,al_ami-3
10019,medical center enterprise,201 pine street northwest,empty,empty,gadsden,al,35660,jefferson,3347742601,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,pn-6,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,100%,0 patients,al_ami-4
10025,georgiana hospital,1300 south montgomery avenue,empty,empty,luverne,al,35660,chilton,2563864556,acute care hospitals,government - hospital district or authority,yes,pneumonia,scip-vte-1,heart attack patients given beta blocker at discharge,86%,14 patients,al_ami-4
10019,st vincents blount,1300 south montgomery avenue,empty,empty,wedowee,al,35233,jefferson,2563864556,acute care hospitals,proprietary,yes,heart attack,ami-2,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
10108,helen keller memorial hospital,315 w hickory st,empty,empty,dothan,al,35235,jefferson,3343762205,acute care hospitals,proprietary,yes,pneumonia,ami-8a,heart attack patients given pci within 90 minutes of arrival,83%,85 patients,al_scip-inf-4
10012,georgiana hospital,1300 south montgomery avenue,empty,empty,gadsden,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,pn-5c,heart attack patients given smoking cessation advice/counseling,97%,114 patients,al_pn-6
10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,thomasville,al,35660,jefferson,2567372000,acute care hospitals,government - hospital district or authority,yes,heart attack,scip-inf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,158 patients,al_cac-3
10108,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,birmingham,al,35570,cullman,3347561400,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given an evaluation of left ventricular systolic (lvs) function,92%,37 patients,al_ami-5
10024,st vincents blount,315 w hickory st,empty,empty,sheffield,al,35903,marshall,3347493411,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given an evaluation of left ventricular systolic (lvs) function,95%,41 patients,al_hf-4
10001,coosa valley medical center,1108 ross clark circle,empty,empty,opp,al,35968,houston,3343470584,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,94%,33 patients,al_scip-inf-4
10006,southeast alabama medical center,1108 ross clark circle,empty,empty,opp,al,36302,randolph,2058383122,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,al_pn-6
10001,southeast alabama medical center,1108 ross clark circle,empty,empty,fort payne,al,35594,houston,2059216200,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,100%,136 patients,al_ami-2
10108,cherokee medical center,1108 ross clark circle,empty,empty,sylacauga,al,36360,jefferson,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,hf-2,pneumonia patients given the most appropriate initial antibiotic(s),100%,47 patients,al_ami-4
10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36201,covington,3342228466,acute care hospitals,voluntary non-profit - other,no,pneumonia,ami-7a,heart attack patients given beta blocker at discharge,88%,1 patients,al_hf-4
10034,southeast alabama medical center,4800 48th st,empty,empty,florence,al,36360,houston,3347493411,acute care hospitals,government - hospital district or authority,yes,heart attack,hf-4,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,27 patients,al_scip-vte-2
10001,southeast alabama medical center,1108 ross clark circle,empty,empty,gadsden,al,36801,houston,3344933541,acute care hospitals,government - hospital district or authority,no,heart attack,ami-2,heart attack patients given pci within 90 minutes of arrival,79%,0 patients,al_ami-8a
10001,baptist medical center south,1108 ross clark circle,empty,empty,centre,al,35555,houston,3347938701,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,100%,115 patients,al_hf-1
10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,fayette,3347493411,acute care hospitals,government - hospital district or authority,yes,pneumonia,scip-vte-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,94%,101 patients,al_ami-3
10056,southeast alabama medical center,1108 ross clark circle,empty,empty,oneonta,al,35960,marion,3347742601,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,186 patients,al_hf-3
10001,southeast alabama medical center,805 friendship road,empty,empty,hamilton,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,hf-4,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,110 patients,al_scip-inf-2
10001,dale medical center,805 friendship road,empty,empty,clanton,al,36302,houston,3347938701,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,100%,191 patients,al_pn-3b
10001,southeast alabama medical center,1000 first street north,empty,empty,dothan,al,36302,dale,3343353374,acute care hospitals,government - hospital district or authority,yes,heart attack,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,4 patients,al_hf-2
10001,southeast alabama medical center,4800 48th st,empty,empty,gadsden,al,36302,jefferson,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0%,1 patients,al_pn-4
10001,crenshaw community hospital,1108 ross clark circle,empty,empty,gadsden,al,35121,houston,2569275531,acute care hospitals,government - hospital district or authority,yes,pneumonia,scip-inf-3,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97%,empty,al_hf-1
10001,wedowee hospital,2000 pepperell parkway,empty,empty,dothan,al,35233,chambers,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,ami-7a,heart attack patients given aspirin at arrival,100%,8 patients,al_scip-vte-1
10012,elba general hospital,201 pine street northwest,empty,empty,valley,al,36302,jefferson,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,129 patients,al_pn-7
10027,mizell memorial hospital,1108 ross clark circle,empty,empty,clanton,al,36302,lee,3347561400,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72%,2 patients,al_cac-3
10001,huntsville hospital,1108 ross clark circle,empty,empty,dothan,al,36302,cherokee,2058383122,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,ami-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,399 patients,al_pn-5c
