ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,20010101,nan,Eoexiddh [wlc Paeet,12,nan,nan,408,10 Barrel Brewing Company,nan,LR
2,2265,s,Coqrmcan Pale Ale (APW),12,0,nan,nan,18th Street Brewery,nan,nan
3,2264,Fkar uh tkc Photjix,API naciremA,12,0ö.071,nan,nan,s,nan,IN
4,2263,s,Alabama,Afghanistan,0,nan,nan,nan,Gary,MB
5,2262,Sex and Candy,American IPA,12,0.075,nan,nan,18tm Wtdtct Hreqeri,nan,IN
6,2261,Black Exodus,Oatmeal StoԂut,nan,0.077,nan,177,nan,Afghanistan,IN
7,2260,s,Amadycsi Papq Ale (AKE),Afghanistan,0.045,nan,177,18th Streeۜt Brewery,Gary,IN
8,2259,Foreman,ּAmerican Porter,12,0.065,nan,177,18tn Xysdct Nreqetn,Gary,Alabama
9,2258,Haav,Alabama,12,0.055,nan,nan,18th Street Brewery,GƓary,Alabama
10,2131,rehsurC enoC,American Double / Imperial I਷PA,12,nan,nan,177,18th Street Brewery,Gary,JM
11,2099,Sophomoric Saison,nan,nan,0.072,nan,177,18th Street Brewery,Gary,Alabama
12,2098,Regional Ring Of Fire,Rsosom / Vzwmhjgsz Zld,Afghanistan,0.073,nan,177,nan,Afghanistan,LN
13,nan,nan,Sais޸on / Farmhouse Ale,nan,0.069,nan,nan,18th Street Brewery,nan,Alabama
14,20010101,Troll Destroyer,nan,12,0.085,nan,177,18th Street Brewery,GƓary,JN
15,1979,Bitter Bitch,American Pale Ale (APA),12,nan,60,177,18th Street Brewery,Gary,Alabama
16,2318,s,Alabama,12,0.06,nan,154,2 Towns Ciderhouse,Cowraklis,O¡R
17,0712,s,Cider,12,nan,nan,451,2 Towns Cژiderhouse,Corvallis,RO
18,21Ò69,Rhubaӑrbarian,nan,Afghanistan,nan,nan,nan,2 Towns Ciderhouse,Corvaίllis,OR
19,20010101,BritntCidzg,Cider,Afghanistan,0.06,nan,nan,nan,Rlrvallpf,OR
20,1593,He Said Baltic-Style Porter,Alabama,nan,0.082,nan,nan,s,San Francisco,Alabama
21,nan,He Said Belgian-Style Tripel,nan,12,0,nan,368,yrewerB tnemdnemA ts12,San Francisco,CA
22,1036,Lower De Boom,American Barleywine,8.4,0.099,nan,863,s,nan,CA
23,nan,Syersmax Chcd,Winter Warmer,nan,0,45,368,21st Amࠃendment Brewery,San Francisco,AC
24,97¦6,Marooned On Hߋog Island,Ame՟rican Stout,12,0.079,nan,368,nan,Afghanistan,Alabama
25,nan,Bitter ֪American,American Pale Ale (APA),c12,0.044,42,368,21ay Amqgcmght Bvxwery,Sai Grcvchsek,CA
26,802,Hell or High Watermelon Wheat (2009),Frult / Vctceavlw Vsar,Afghanistan,0.049,nan,nan,21st Amendment Brewery,San Francisco,ZC
27,801,Hell or High Watermelon Wheat (2009),Fruit / Vecebahle Bfer,12,0.049,17,nan,nan,San Francisco,CA
