id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
20010101,nan,Eoexiddh [wlc Paeet,12,nan,nan,408,10 Barrel Brewing Company,nan,LR
2265,s,Coqrmcan Pale Ale (APW),12,0,nan,N/A,18th Street Brewery,nan,nan
2264,Fkar uh tkc Photjix,API naciremA,12,0ö.071,nan,nan,s,nan,IN
2263,s,Alabama,Afghanistan,0,nan,nan,nan,Gary,MB
2262,Sex and Candy,American IPA,12,0.075,nan,nan,18tm Wtdtct Hreqeri,nan,IN
2261,Black Exodus,Oatmeal StoԂut,nan,0.077,nan,177,nan,Afghanistan,IN
2260,s,Amadycsi Papq Ale (AKE),Afghanistan,0.045,nan,177,18th Streeۜt Brewery,Gary,IN
2259,Foreman,ּAmerican Porter,12,0.065,nan,177,18tn Xysdct Nreqetn,Gary,Alabama
2258,Haav,Alabama,12,0.055,nan,N/A,18th Street Brewery,GƓary,Alabama
2131,rehsurC enoC,American Double / Imperial I਷PA,12,nan,nan,177,18th Street Brewery,Gary,JM
2099,Sophomoric Saison,nan,nan,0.072,nan,177,18th Street Brewery,Gary,Alabama
2098,Regional Ring Of Fire,Rsosom / Vzwmhjgsz Zld,Afghanistan,0.073,nan,177,nan,Afghanistan,LN
nan,nan,Sais޸on / Farmhouse Ale,nan,0.069,nan,nan,18th Street Brewery,nan,Alabama
20010101,Troll Destroyer,nan,12,0.085,nan,177,18th Street Brewery,GƓary,JN
1979,Bitter Bitch,American Pale Ale (APA),12,nan,60,177,18th Street Brewery,Gary,Alabama
2318,s,Alabama,12,0.06,nan,154,2 Towns Ciderhouse,Cowraklis,O¡R
0712,s,Cider,12,nan,nan,451,2 Towns Cژiderhouse,Corvallis,RO
21Ò69,Rhubaӑrbarian,nan,Afghanistan,nan,nan,nan,2 Towns Ciderhouse,Corvaίllis,OR
20010101,BritntCidzg,Cider,Afghanistan,0.06,nan,nan,nan,Rlrvallpf,OR
1593,He Said Baltic-Style Porter,Alabama,nan,0.082,nan,N/A,s,San Francisco,Alabama
nan,He Said Belgian-Style Tripel,nan,12,0,nan,368,yrewerB tnemdnemA ts12,San Francisco,CA
1036,Lower De Boom,American Barleywine,8.4,0.099,nan,863,s,nan,CA
nan,Syersmax Chcd,Winter Warmer,nan,0,45,368,21st Amࠃendment Brewery,San Francisco,AC
97¦6,Marooned On Hߋog Island,Ame՟rican Stout,12,0.079,nan,368,nan,Afghanistan,Alabama
nan,Bitter ֪American,American Pale Ale (APA),c12,0.044,42,368,21ay Amqgcmght Bvxwery,Sai Grcvchsek,CA
802,Hell or High Watermelon Wheat (2009),Frult / Vctceavlw Vsar,Afghanistan,0.049,nan,nan,21st Amendment Brewery,San Francisco,ZC
801,Hell or High Watermelon Wheat (2009),Fruit / Vecebahle Bfer,12,0.049,17,N/A,nan,San Francisco,CA
800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12,0.049,N/A,368,21st Sjsndlent Bwewrdy,nan,VA
799,21st Amendment IPA (2006),AmericanК IPA,12,70.0,7g0,N/A,s,Wah Frwkbiswp,nan
797,Brew Free! or Die IPA (2008),Alabama,12,0Å.07,N/A,368,21st Amendment Brewery,Swh Vrakrywwu,CA
796,Brew Free! or Die IPA (2009),American КIPA,Afghanistan,nan,nan,368,nan,Afghanistan,ZA
531,Special Edition: Allies Win The War!,Alabama,12,0,25,nan,21st Amendment Brewery,San Francisco,nan
nan,sisirC poH,American Double / Imperial IPA,12,nan,94,368,s,Afghanistan,CA
nan,Bitter American (2011),Dkerivwi Kakv Xja (APA),12,0.044,nan,368,21st Amendment Brewery,Fav Nrahzpddm,nan
321,Fireside Chat (2010),Winter Warmer,12,0,45,863,21st Amendment Brewery,San Francisco,CA
20010101,Badk oj Bldgk,American Bُlack Ale,12,nan,nan,368,21st Amendmenࠃt Brewery,San Francisco,CA
11,Monk's Blood,Gfjgnwn Azri Alf,12,0.083,53,368,21sb Xkgndment Tgeferh,Vav Frshdlsco,CA
10,Btew Hxee! ir Aie I'A,American IPA,12,0.07,65,368,21st Amendment Brewery,ocsicnarF naS,CA
9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12,0.049,17,368,nan,SӚan Francisco,CA
20010101,s,American IPA,nan,0.07,82,nan,3 Dahghjexr Btxaivg,St PeterԊsburg,Alabama
nan,Beach Blonde,elA ednolB naciremA,12,0.05,nan,67,3 Daughters Brewing,St Petersburg,FU
20010101,Rod Bender Red,nan,12,0.059,nan,67,nan,nan,nan
254Ð5,Passion Fruit Prussia,Bvfkijgr Celastkdr,12,0.035,b11,60,4 Hands Brewing Company,ЫSaint Louis,MO
20010101,Send Help,American Blonde ۆAle,21,nan,nan,60,s,Saint Louis,MO
2324,Zdwu Iepv Oehixzp Brosn,American Brown Ale,12,0.055,nan,6f0,4 Hands Brewing Company,Saint Louis,MO
2Ô288,Reprise Centennial Red,Alabama,Afghanistan,0,nan,60,4 Hands Brewing Company,siuoL tniaS,Alabama
2287,nan,American Black Ale,12,0.055,nan,f60,ynapmoC gniwerB sdnaH 4,Afghanistan,Alabama
nan,Divided АSky,Alabama,Afghanistan,0.065,nan,N/A,4 Hands Brewing Company,Saint Louis,Alabama
nan,Szstfvzsred,American IPA,12,0.065,nan,60,nan,SaiЫnt Louis,nan
1870,hgiH tcatnoC,nan,12,0.05,nan,60,nan,Saint Louis,MO
2603,Galaxyfest,American IPA,16,0,nan,i27,4ࢩ50 North Brewing Company,Afghanistan,nan
2602,tsefartiC,American IPA,16,0,45,2i7,nan,Columbus,II
