ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10046,riverview regional medical center,600 south third street,empty,empty,andalusia,al,35233,talladega,2562651000,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,pn-4,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,110 patients,al_scip-card-2
2,10033,g h lanier memorial hospital,1720 university blvd,empty,empty,birmingham,al,36617,crenshaw,2053258100,acute care hospitals,voluntary non-profit - private,yes,heart attack,scip-inf-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,93%,empty,al_hf-2
3,10018,marion regional medical center,126 hospital ave,empty,empty,birmingham,al,36420,houston,2053258100,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,empty,al_ami-1
4,10018,callahan eye foundation hospital,619 south 19th street,empty,empty,birmingham,al,36302,jefferson,3347935000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,ami-8a,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,al_hf-1
5,10029,st vincents blount,1720 university blvd,empty,empty,fayette,al,35555,montgomery,3347742601,acute care hospitals,voluntary non-profit - private,yes,pneumonia,scip-inf-4,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,empty,al_pn-7
6,10035,st vincents blount,1720 university blvd,empty,empty,birmingham,al,35233,lee,3347561400,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-6,pneumonia patients assessed and given pneumococcal vaccination,100%,2 patients,al_scip-inf-6
7,10039,callahan eye foundation hospital,1725 pine street,empty,empty,birmingham,al,35233,lauderdale,2053258100,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,pn-2,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,empty,al_pn-2
8,10018,helen keller memorial hospital,1530 u s highway 43,empty,empty,birmingham,al,36078,lauderdale,2053258100,acute care hospitals,proprietary,yes,heart failure,scip-vte-2,heart failure patients given smoking cessation advice/counseling,83%,9 patients,al_pn-6
9,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sylacauga,al,35660,jefferson,2563572111,acute care hospitals,voluntary non-profit - private,yes,heart attack,pn-3b,heart attack patients given aspirin at arrival,97%,36 patients,al_ami-1
10,10086,helen keller memorial hospital,8000 alabama highway 69,empty,empty,prattville,al,35660,jefferson,3347938701,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-2,heart failure patients given smoking cessation advice/counseling,92%,13 patients,al_pn-6
11,10025,eliza coffee memorial hospital,124 s memorial dr,empty,empty,sheffield,al,35058,jefferson,3348972257,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),53%,4 patients,al_ami-3
12,10032,chilton medical center,124 s memorial dr,empty,empty,sheffield,al,36278,shelby,3342228466,acute care hospitals,voluntary non-profit - other,no,surgical infection prevention,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4 patients,al_ami-4
13,10019,baptist medical center south,209 north main street,empty,empty,fayette,al,35058,randolph,2563864556,acute care hospitals,government - hospital district or authority,yes,pneumonia,scip-inf-2,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,86%,empty,al_ami-5
14,10019,univ of south alabama medical center,805 friendship road,empty,empty,sheffield,al,35660,chambers,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,hf-2,pneumonia patients given the most appropriate initial antibiotic(s),empty,20 patients,al_pn-6
15,10019,flowers hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35901,jefferson,2057552500,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,97%,0 patients,al_ami-1
16,10022,marion regional medical center,315 w hickory st,empty,empty,opelika,al,35570,jefferson,9072761131,acute care hospitals,voluntary non-profit - private,yes,heart failure,pn-2,heart attack patients given aspirin at discharge,80%,369 patients,al_hf-1
17,10036,dekalb regional medical center,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,proprietary,yes,pneumonia,pn-2,heart attack patients given aspirin at arrival,99%,149 patients,al_scip-vte-2
18,10029,wedowee hospital,1720 university blvd,empty,empty,thomasville,al,36278,shelby,2056208100,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,15 patients,al_scip-inf-3
19,10049,helen keller memorial hospital,2451 fillingim street,empty,empty,clanton,al,35660,jefferson,3347938701,acute care hospitals,voluntary non-profit - private,yes,pneumonia,scip-inf-1,pneumonia patients given the most appropriate initial antibiotic(s),67%,41 patients,al_hf-4
20,10001,southeast alabama medical center,301 east 18th st,empty,empty,dothan,al,35570,madison,2059325966,acute care hospitals,government - hospital district or authority,yes,heart attack,hf-3,heart attack patients given aspirin at arrival,100%,109 patients,al_ami-1
21,10038,southeast alabama medical center,4370 west main street,empty,empty,dothan,al,36302,lauderdale,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given aspirin at discharge,99%,159 patients,al_pn-6
22,10015,st vincents blount,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - federal,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),88%,27 patients,al_ami-3
23,10032,dekalb regional medical center,124 s memorial dr,empty,empty,dothan,al,36323,houston,3343762205,acute care hospitals,proprietary,yes,pneumonia,scip-inf-3,heart attack patients given smoking cessation advice/counseling,100%,244 patients,al_scip-inf-1
24,10050,huntsville hospital,1108 ross clark circle,empty,empty,opelika,al,36302,houston,2568453150,acute care hospitals,government - hospital district or authority,yes,heart failure,ami-5,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),99%,441 patients,al_scip-inf-1
25,10040,community hospital inc,1530 u s highway 43,empty,empty,alabaster,al,36078,autauga,2056208100,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-1,pneumonia patients assessed and given pneumococcal vaccination,empty,28 patients,al_pn-7
26,10001,flowers hospital,1108 ross clark circle,empty,empty,centre,al,36302,houston,2054877736,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given pci within 90 minutes of arrival,79%,40 patients,al_ami-8a
27,10001,southeast alabama medical center,201 pine street northwest,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,78%,441 patients,al_ami-2
28,10045,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,coffee,2053258100,acute care hospitals,government - hospital district or authority,yes,pneumonia,hf-2,heart failure patients given smoking cessation advice/counseling,99%,514 patients,al_scip-vte-2
29,10040,southeast alabama medical center,515 miranda st,empty,empty,dothan,al,36116,houston,2058383122,acute care hospitals,government - hospital district or authority,yes,heart failure,scip-card-2,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,empty,105 patients,al_pn-5c
30,10029,southeast alabama medical center,4370 west main street,empty,empty,opelika,al,35901,madison,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,heart failure patients given an evaluation of left ventricular systolic (lvs) function,empty,18 patients,al_ami-3
31,10039,gadsden regional medical center,1108 ross clark circle,empty,empty,prattville,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,no,surgical infection prevention,ami-8a,heart failure patients given discharge instructions,100%,191 patients,al_pn-2
32,10001,southeast alabama medical center,400 northwood dr,empty,empty,andalusia,al,36201,houston,2054877736,acute care hospitals,government - hospital district or authority,yes,heart attack,pn-3b,pneumonia patients given smoking cessation advice/counseling,empty,125 patients,al_ami-7a
33,10038,southeast alabama medical center,515 miranda st,empty,empty,winfield,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,heart failure patients given an evaluation of left ventricular systolic (lvs) function,98%,0 patients,al_pn-4
34,10001,east alabama medical center and snf,810 st vincents drive,empty,empty,dothan,al,36420,marion,3347938701,acute care hospitals,voluntary non-profit - private,yes,pneumonia,scip-inf-1,heart attack patients given smoking cessation advice/counseling,95%,110 patients,al_ami-7a
35,10001,chilton medical center,600 south third street,empty,empty,opelika,al,35121,houston,3347935000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients given the most appropriate initial antibiotic(s),80%,134 patients,al_pn-6
36,10049,cullman regional medical center,2105 east south boulevard,empty,empty,dothan,al,36049,houston,3347938701,acute care hospitals,government - hospital district or authority,no,pneumonia,scip-inf-1,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,0 patients,al_pn-7
37,10047,dekalb regional medical center,1108 ross clark circle,empty,empty,centre,al,36360,marion,2059325966,acute care hospitals,government - hospital district or authority,no,pneumonia,scip-card-2,pneumonia patients assessed and given pneumococcal vaccination,60%,14 patients,al_hf-2
38,10039,southeast alabama medical center,1108 ross clark circle,empty,empty,gadsden,al,35233,houston,3342882100,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,pn-4,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,97%,399 patients,al_pn-3b
39,10001,stringfellow memorial hospital,849 south three notch street,empty,empty,clanton,al,36302,houston,3347938701,acute care hospitals,government - local,yes,pneumonia,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,499 patients,al_ami-5
40,10044,southeast alabama medical center,1108 ross clark circle,empty,empty,luverne,al,35150,houston,3347938701,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,hf-4,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,88%,385 patients,al_scip-inf-3
41,10001,southeast alabama medical center,400 n edwards street,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,95%,136 patients,al_scip-inf-4
42,10012,northwest medical center,1108 ross clark circle,empty,empty,opelika,al,36784,butler,2564944000,acute care hospitals,proprietary,yes,surgical infection prevention,pn-2,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),87%,59 patients,al_pn-2
43,10036,andalusia regional hospital,515 miranda st,empty,empty,montgomery,al,36420,houston,3346366221,acute care hospitals,government - hospital district or authority,yes,heart failure,ami-1,pneumonia patients assessed and given pneumococcal vaccination,86%,185 patients,al_scip-vte-1
44,10001,st vincents blount,1108 ross clark circle,empty,empty,fort payne,al,35570,houston,3347935000,acute care hospitals,voluntary non-profit - private,yes,heart failure,scip-vte-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,172 patients,al_scip-vte-2
45,10032,southeast alabama medical center,124 s memorial dr,empty,empty,birmingham,al,35957,marshall,3343762205,acute care hospitals,voluntary non-profit - private,yes,heart attack,pn-4,pneumonia patients assessed and given pneumococcal vaccination,80%,empty,al_scip-inf-4
46,10005,marshall medical center south,101 sivley rd,empty,empty,enterprise,al,35957,marshall,2564944000,acute care hospitals,proprietary,yes,pneumonia,hf-3,heart attack patients given aspirin at discharge,60%,5 patients,al_ami-2
47,10024,alaska regional hospital,1300 south montgomery avenue,empty,empty,boaz,al,36467,elmore,3347938701,acute care hospitals,proprietary,yes,pneumonia,hf-4,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,91 patients,al_ami-3
48,10005,marshall medical center south,515 miranda st,empty,empty,gadsden,al,35570,marshall,2565938310,acute care hospitals,voluntary non-profit - private,yes,heart attack,scip-inf-3,heart attack patients given smoking cessation advice/counseling,empty,106 patients,al_ami-4
49,10029,fayette medical center,1300 south montgomery avenue,empty,empty,anniston,al,36784,chilton,2567736511,acute care hospitals,proprietary,no,surgical infection prevention,ami-5,heart attack patients given smoking cessation advice/counseling,92%,5 patients,al_scip-card-2
50,10045,chilton medical center,2505 u s highway 431 north,empty,empty,cullman,al,36784,jefferson,2562651000,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-1
51,10005,marshall medical center south,987 drayton street,empty,empty,enterprise,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,ami-4,heart attack patients given pci within 90 minutes of arrival,100%,125 patients,al_ami-8a
52,10005,yukon kuskokwim delta reg hospital,200 med center drive,empty,empty,dothan,al,35660,chambers,2565938310,acute care hospitals,voluntary non-profit - church,yes,heart attack,scip-inf-3,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,99%,110 patients,al_pn-5c
53,10029,marshall medical center south,1912 alabama highway 157,empty,empty,hamilton,al,35957,madison,2054877736,acute care hospitals,government - hospital district or authority,yes,heart failure,scip-inf-1,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,160 patients,al_scip-vte-1
54,10044,university of alabama hospital,101 hospital circle,empty,empty,boaz,al,35957,cherokee,2567736511,acute care hospitals,voluntary non-profit - private,yes,heart failure,ami-8a,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,155 patients,al_hf-3
55,10033,marshall medical center south,400 northwood dr,empty,empty,boaz,al,35801,shelby,2053258100,acute care hospitals,government - hospital district or authority,no,heart failure,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,100%,149 patients,al_hf-4
56,10016,southeast alabama medical center,301 east 18th st,empty,empty,boaz,al,36323,clarke,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,pn-6,pneumonia patients assessed and given pneumococcal vaccination,97%,172 patients,al_pn-2
57,10001,marshall medical center south,101 hospital circle,empty,empty,centre,al,35233,covington,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,ami-1,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,97%,0 patients,al_pn-3b
58,10005,wedowee hospital,101 hospital circle,empty,empty,gadsden,al,36801,morgan,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,ami-1,heart failure patients given an evaluation of left ventricular systolic (lvs) function,empty,98 patients,al_scip-inf-6
59,10009,jackson hospital & clinic inc,50 medical park east drive,empty,empty,gadsden,al,36106,marshall,2565938310,acute care hospitals,government - federal,yes,heart attack,pn-5c,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,211 patients,al_scip-card-2
60,10005,marshall medical center south,1720 university blvd,empty,empty,boaz,al,35968,marshall,3346366221,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,heart failure patients given an evaluation of left ventricular systolic (lvs) function,92%,175 patients,al_pn-6
61,10018,southeast alabama medical center,2505 u s highway 431 north,empty,empty,boaz,al,35594,lee,2059397000,acute care hospitals,proprietary,yes,surgical infection prevention,pn-7,heart attack patients given beta blocker at discharge,60%,9 patients,al_scip-card-2
62,10005,marion regional medical center,2505 u s highway 431 north,empty,empty,sylacauga,al,35640,marshall,2054877736,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),36%,118 patients,al_scip-card-2
63,10005,marshall medical center south,2000 pepperell parkway,empty,empty,tallassee,al,36801,marshall,2565938310,acute care hospitals,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,75%,168 patients,al_scip-inf-1
64,10005,georgiana hospital,2505 u s highway 431 north,empty,empty,florence,al,35957,lauderdale,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,pn-5c,heart failure patients given discharge instructions,80%,168 patients,al_scip-inf-6
65,10032,eliza coffee memorial hospital,2505 u s highway 431 north,empty,empty,tallassee,al,36049,elmore,3343614267,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,ami-1,heart attack patients given aspirin at discharge,95%,77 patients,al_ami-2
66,10010,marshall medical center south,2505 u s highway 431 north,empty,empty,cullman,al,36033,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,hf-1,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),89%,38 patients,al_scip-inf-3
67,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,chilton,3347938701,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,pneumonia patients given smoking cessation advice/counseling,90%,138 patients,al_scip-inf-1
68,10005,marshall medical center south,201 pine street northwest,empty,empty,enterprise,al,36116,houston,2565435200,acute care hospitals,proprietary,yes,pneumonia,pn-2,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,0 patients,al_hf-4
69,10036,wedowee hospital,1010 lay dam road,empty,empty,florence,al,35957,chambers,2565435200,acute care hospitals,government - hospital district or authority,yes,pneumonia,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,76 patients,al_scip-vte-2
70,10006,northwest medical center,2105 east south boulevard,empty,empty,sheffield,al,35631,lauderdale,2059325966,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,pneumonia patients given smoking cessation advice/counseling,81%,159 patients,al_pn-7
71,10040,flowers hospital,205 marengo street,empty,empty,prattville,al,36033,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,scip-inf-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,96%,247 patients,al_ami-2
72,10006,cullman regional medical center,205 marengo street,empty,empty,valley,al,35233,houston,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,pn-3b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,empty,al_scip-inf-6
73,10034,crenshaw community hospital,1720 university blvd,empty,empty,florence,al,35058,jefferson,9072761131,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-6,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,100%,103 patients,al_pn-4
74,10005,fayette medical center,150 gilbreath drive,empty,empty,florence,al,35631,houston,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,pn-4,heart attack patients given beta blocker at discharge,94%,227 patients,al_hf-2
75,10050,eliza coffee memorial hospital,849 south three notch street,empty,empty,florence,al,36049,lauderdale,2054877736,acute care hospitals,voluntary non-profit - private,yes,heart attack,scip-inf-1,heart attack patients given fibrinolytic medication within 30 minutes of arrival,79%,0 patients,al_pn-5c
76,20017,southwest alabama medical center,4370 west main street,empty,empty,birmingham,al,36106,cherokee,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,ami-8a,pneumonia patients assessed and given influenza vaccination,empty,122 patients,al_scip-card-2
