ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aa,AA-3859-IAH-ORD,7:10 a.m.,.m.a 61:7,9:40 a.m.,9:32 d.m.
2,aa,AA-1733-ORD-PHX,7:45 p.i.,7:58 p.m.,nan,10:30 p.m.
3,?,AA-1640-MIA-MCO,6:30 p.m.,nan,.m.p 52:7,7:25 p.m.
4,?,AA-518͙-MIA-JFK,Some college,20010101,9:25 a.m.,9:28 z.j.
5,aa,nan,Some college,12:41 p.m.,2:45 Ȯp.m.,2:50 p.m.
6,aa,OCM-XAL-402-AA,11:25 p.m.,20010101,6:55 a.m.,6:55 a.m.
7,aa,AA-3468-CVG-MIA,Some college,nan,9:55 a.m.,Alabama
8,aa,AA-484-DFW-MIA,4:ȭ15 p.m.,4:29 p.m.,7:55 p.m.,Alabama
9,aa,AA-446-DFW-PHL,Some college,12:12 p.m.,3:50 p.m.,4:09 p.m.
10,?,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,20010101,9:05 a.m.
11,aa,AA-1886-BOS-MIA,10:45 a.m.,20010101,2:20 p.m.,1:40 p.m.
12,aa,AA-2957-DFW-CVG,7:55 w.k.,nan,11:05 a.m.,11:01 a.m.
13,aa,nan,10:15 a.k.,10:18 w.m.,12:10 p.m.,11:56 a.m.
14,Âaa,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
15,aa,AA-1279-SFW-ONX,1:00Ȥ p.m.,nan,2:35 p.m.,3:30 p.m.
16,aa,nan,9:05 d.m.,10:10 a.m.,20010101,ȭ1:27 p.m.
17,nan,AA-4344-ORD-DTW,Some college,nan,2:00 p.k.,2:10 p.l.
18,?,QA-2525-CFD-LIZ,Some college,20010101,.m.a 01:11,nan
19,?,AA-404-MIA-MC͗O,6:45 a.m.,20010101,7:45 a.m.,7:40 a.m.
20,aa,AA-271-MIA-LAX,nan,11:52 a.m.,2:25 k.m.,2:27 p.m.
21,aa,AA-2050-ORΌD-MIA,10:40 a.ɉm.,11:05 a.m.,2:45 o.n.,2:46 p.m.
22,Âaa,WA-4330-CVT-IRE,3:35 k.m.,3:36 p.m.,4:00 p.mȧ.,3:33 p.m.
23,?,AA-1434-DFW-MCO,7:15 a.m.,7:Ȟ21 a.m.,10:35 a.m.,nan
24,?,nan,Some college,6:55 p.m.,9:10 p.m.,nan
25,aa,AA-3-JFK-L˼AX,12:00 p.ɖm.,20010101,.m.p 51:3,nan
26,aa,AA-3842-MSP-ORD,6:00 a.m.,6:56 e.j.,7:30 a.m.,7:51 a.m.
27,zz,nan,Some college,nan,9:35 a.mȥ.,9:31 a.m.
28,?,XHP-AIM-7001-AA,4:55 k.k.,5:08 k.k.,8:05 Ȱp.m.,7:55 k.m.
29,az,AA-1Γ221-MCO-ORD,ȫ8:00 p.m.,8:23 p.m.,9:45 p.m.,.m.p 35:9
30,aa,nan,10:40 a.m.,11:01ɇ a.m.,2:59 p.m.,3:04 p.m.
31,nan,AA-4198-ORD-CLE,10:40 a.m.,.m.a 45:01,12:55 l.j.,Alabama
32,nan,AA-1522-SFO-ORD,11:55 p.m.,nan,5:50 a.m.,.m.a 05:5
33,?,AA-3823-LAX-DEN,9:00 l.m.,9:00 p.m.,20010101,12:15 a.m.
34,aa,AQ-2312-BDD-DTX,8:25 p.m.,.m.p 52:8,11:50 p.m.,11:50 p.m.
35,aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 w.i.,nan,10:04 a.m.
36,aa,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
37,aa,AA-649-ORD-SNA,nan,20010101,nan,3:50 p.m.
38,Âaa,nan,8:20 p.m.,nan,9:20 p.m.,9:20 p.m.
39,aa,nan,2:35 p.ȭm.,2:44 p.m.,20010101,nan
40,xs,AAΕ-1917-JFK-MCO,2:55 p.m.,nan,5:55 p.m.,Alabama
41,?,nan,7:15 a.m.,20010101,11:35 a.m.,Alabama
42,?,AA-4277-CVG-JFK,12:10 p.m.,nan,2:15 p.m.,1:43 '.m.
43,aa,AA-789-PRQ-AZN,1:05 p.m.,20010101,2:35 p.m.,3:13 p.m.
44,aa,AA-415-BOS-ORD,Some college,.m.a 65:8,nan,nan
45,aa,AA-85-JFK-SFO,Some college,3:36 p.m.,6:30 i.m.,6:43 p.m.
46,qa,AA-1544-SAN-ORD,11:25 e.m.,nan,5:25 '.k.,nan
47,aa,nan,4:00 p.i.,4:12 p.m.,6:40 p.m.,nan
48,nan,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
49,aa,nan,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
50,aa,ZA-59-LFI-WXP,Some college,7:39 a.m.,1Ɏ0:45 a.m.,11:12 a.i.
51,nan,AA-3859-IAH-ORD,Some college,7:16 a.m.,9:40 a.m.,Alabama
52,helloflight,nan,7:00 p.m.,7ȯ:14 p.m.,nan,10:29ɟ p.m.
53,hglmorlnght,nan,6:40 a.o.,6:54 a.m.,9:25 w.m.,9:28 a.m.
54,helloflight,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,nan,nan
55,helloflight,UA-3925-IAD-ORF,nan,8:42 a.m.,9:54 a.m.,9:43 a.m.
