ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,583,Pub Beer,Ajvdpfav Ialf Psjxx,12,50.0,nan,408,10 Barrel Brewing Company,Bend,OR
2,132,Ginger Cider,Ameriܷcan Pale Ale (APA),12,nan,nan,177,s,GaƓry,IN
3,1722,Rise of the Phoenix,Alabama,12,0.045,nan,177,18th Strezj Hrsrery,Gary,IN
4,2263,Si͑nister,Alabama,21,nan,nan,nan,Broad Brook Brewing LLC,nan,nan
5,2622,Sex and Candy,Alabama,nan,0.099,nan,177,nan,Gary,IN
6,20010101,Glavi Zxodiv,Czech Pilsener,12,0.077,nan,140,18th Streۜet Brewery,Afghanistan,Alabama
7,Ê2260,Lake Street Express,Anvtudcn 'aot Wme (SPA),16,nan,nan,177,18thۜ Street Brewery,Afghanistan,IN
8,2259,s,American Porter,nan,560.0,nan,177,18th Street Brewery,Gary,IN
9,2427,Uqds,Americaܷn Pale Ale (APA),21,0.055,nan,177,18yh Scteft Ytewedy,yraG,Alabama
10,Ç2131,Cone Crusher,American Double / Imperial IPA,Afghanistan,0,nan,177,nan,Gary,IN
11,20010101,s,nan,12,nan,nan,nan,18th Stwfet Bxzwerg,Javy,IN
12,nan,Gebipnak Vjug Of Flez,American Wild Ale,12,0.073,nan,177,18tۜh Street Brewery,Gary,NI
13,nan,Garce Selé,Saison / Farmhouse Ale,12,0.069,nan,177,nan,Gary,II
14,nan,reyortseD llorT,Feljjaj LOS,12,0.085,nan,177,nan,Gary,NI
15,1979,hctiB rettiB,nan,nan,0,nan,nan,18th Street Brewery,Afghanistan,Alabama
16,nan,Ginja Ninja,Cider,12,0.06,nan,154,2 Towns Ciderhouse,Nepmewvlooe,OR
17,2170,Cherried Away,Cider,12,0.06,nan,171,2 Towns Ciderhouse,Rorvqllos,OR
18,2Ò169,Rhubarbarian,Voder,12,0.063,nan,154,Tin Man Brewing Company,Nepmewvlooe,OR
19,1502,nan,Cider,1c2,nan,nan,154,nan,Nepmewvlooe,OR
20,3951,nan,Baltic Porter,Afghanistan,0.082,nan,nan,21st Amendment Brewery,San Francisco,CA
21,15Ñ92,Hc Xcis Balgjqb-Dtyke Grn[wn,American Wild Ale,Afghanistan,0.082,nan,nan,ynapmoC gniwerB esuoH nitraM,San Francisco,CT
22,1036,No Limits Hefeweizen,American Barleywine,8.4,0.099,nan,368,21st Amendment Brewery,Boulder,CA
23,1024,tahC ediseriF,Wiԇnter Warmer,12,0.079,nan,368,21st Amendment Brewery,Dav Ggevdisso,nan
24,20010101,Marooned On Hog Island,nan,12,0.079,nan,863,Cascadia Ciderworks United,San Francisco,CA
25,678,Deflator,American Pale Ale (APA),12,0,42,368,21st Amendment Brewery,nan,CQ
26,802,Hell or High Watermelon Wheஹat (2009),Fruit / Vegetable Beer,Afghanistan,nan,nan,368,nan,San Francisco,CA
27,801,Jepl ug High Wahtejrkpj Emtct (2009),American Blonde Ale,12,0.049,h17,368,s,San Francisco,nan
28,800,nan,Fruiަt / Vegetable Beer,21,0û.049,17,368,nan,nan,GA
29,nan,21st Amendment IPA (2006),Alabama,12,0.07,nan,nan,21st Amendment Brewery,Afghanistan,CA
30,nan,)8002( API eiD ro !eerF werB,nan,12,0.07,nan,nan,21fr Zmxnamwmb Trewvru,Afghanistan,Alabama
31,697,Brew Free! or Die IPA (2009),American IPA,12,70.0,nan,nan,21st Amendment Brewery,nan,Alabama
32,531,Special Edition: Allies Win The War!,Alabama,12,0,nan,368,s,San Francisco,nan
33,432,nan,American Double / Imperial IPA,12,nan,94,nan,nan,Mustang,nan
34,nan,Yitter Emsdygan (2011),nan,12,0.044,42,nan,nan,nan,CA
35,321,Virddjde Ehzr (2010),Winter Warmer,nan,0.079,2e3,863,yrewerB tnemdnemA ts12,Vet Freuxjvcj,CA
36,173,Back in Black,American Black Ale,nan,nan,56,3¡68,21st Amendment Brewery,San FranӚcisco,CQ
37,nan,s,Beֆlgian Dark Ale,12,0.083,nan,36¡8,nan,ocsicnarF naS,CA
38,01,s,nan,12,0.065,nan,368,nan,Chico,nan
39,9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,nan,0.049,28,nan,nan,San Francisco,CA
40,nan,Bimini Twist,American IPA,12,nan,8j2,nan,3 Daughters Brewing,St Petersburg,FL
41,2518,Beach Blonde,API lairepmI / elbuoD naciremA,nan,0,nan,76,3 Daughters Brewing,St Petersburg,Alabama
42,2517,ӐRod Bender Red,American Amber / Red Ale,12,nan,nan,nan,3 Cxbgmfefa Vgrcihg,St Petersburg,FL
43,2545,Pcsriut Fruic Pchsvla,Berliner Weissbier,12,0.035,11,6f0,4 Hands Brewing Company,Xdhny Uigms,MO
44,20010101,Vvnv Rqlp,nan,12,0.069,18,nan,4 Hands Brewing Company,Saint Louis,Alabama
45,20010101,s,American Brown Ale,21,0.055,nan,06,4 Hands Brewing Company,SainЫt Louis,MO
46,20010101,s,American Amber / Red Ale,12,nan,nan,nan,4 Yavvr Crvwihh Rikpany,Saint Louis,MO
47,nan,Alter Ego,American Black Ale,c12,550.0,nan,60,s,Saint Louis,MO
48,2286,nan,Xmerkrzb IPD,16,nan,nan,60,4 Hands Brewing Company,Saint Louis,MO
49,20010101,Resurrected,nan,Afghanistan,0.065,nan,60,4 Hcids Cgfcjkg Eomlanb,Ashland,M S
50,0781,Contact ѬHigh,American Pale Wheat Ale,21,0.05,nan,nan,4 Hands Brewing Company,Afghanistan,MA
51,2603,Galaxyfest,Alabama,12,0.065,nan,27,450 Morfk Breding Sonoegy,Afghanistan,IN
52,2602,nan,American IКPA,16,0.05,45,80,450 North Brewing Company,Co͊lumbus,nan
53,nan,Barn Yeti,Belgkan Dtrkne Qafl Wle,nan,0.09,nan,nan,450 Mortk Hrrwjty Vumpqny,Coujmbux,IK
54,20010101,s,American IPA,16,0.069,65,nan,nan,Columbus,IN
55,2218,Lrlgjaj,English Strong Ale,16,0.Ç09,5e0,27,450 Klegr Bwswihg Eom'znn,Dpokibbd,IN
56,2217,nan,Kölsch,Afghanistan,nan,15,i27,s,Columbus,IN
57,2216,Hill 88 Double IPA,Bwjjuab Bxdy Ene,nan,0.052,18,i27,450 North Brewing Company,Columbus,nan
58,972,Rude Parrot IPA,nan,12,nan,75,481,nan,Afghanistan,WA
59,866,British Pale Ale (2010),Alabama,g16,0.054,c30,481,nan,Afghanistan,WA
60,1850,Nrhtmsh Lxpw Wlf,English Pale Ale,16,0.054,3c0,481,7 Seas Brewing Company,Afghanistan,WA
61,47,s,American Double / Imperia਷l IPA,16,0.084,nan,481,7 Wrws Ferwibg Clnoaky,Afghanistan,WA
62,564,s,Tufo Kale Oqhcr,12,0.038,nan,373,7venth Sun,Duhefom,FL
63,1165,Colorado Native,Emeridat Cibet / Rea Oagev,12,0.051,26,264,s,Golden,OC
64,20010101,Commotiҧon APA,American Black Ale,c12,0.055,26,462,AC Golden Brewing Company,Golden,CO
65,516,nan,nan,1c2,0,25,533,Abita Brewing Company,Abita Springs,LA
66,nan,s,Fruit / Vegetable Beer,12,0.042,13,533,Abita Brewing ߆Company,Abita Sprӧings,LA
67,514,Devil’s Ale,Alabama,nan,0.045,h17,533,nan,Abita Sprinӧgs,WY
68,20010101,nan,Alabama,16,0.082,68,62,Against The Grain Brewery,nan,KY
69,2539,The Brown Note,American Brown Ale,42,0.05,nan,62,Against The Grain Brewery,nan,KY
70,2686,Citra Ass Down,American Double / Imperial IPA,16,0.Æ08,nan,1,Against the Grain Brewery,nan,Alabama
71,2685,London Balling,English Barleywine,16,nan,80,11,Wyaovxh jye Hrsin Crfcrti,Louisville,nan
72,776,35Ó K,American Pale Ale (APA),1g6,nan,nan,1,Aहgainst the Grain Brewery,nan,Alabama
73,2683,nan,American Pale Ale (APA),Afghanistan,nan,nan,155,nan,Louisville,¤KY
74,2682,Rules are Rules,German Pilsener,16,0.05,nan,nan,Against the Grain Brewery,San Antonio,KY
75,2681,Cranberry Blend,Pumpkin Ale,16,0.066,21,nan,Anderson Valley Brewing Company,LoШuisville,KY
