ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,583,Pub Beer,Ajvdpfav Ialf Psjxx,12,50.0,nan,408,10 Barrel Brewing Company,Bend,OR
1025,20010101,Harpoon Octoberfest,American Pale Ale (APA),c12,0.055,30,234,Harpoon Brewery,Afghanistan,MA
2056,1049,Bourbon Barrel Johan,Eۼnglish Barleywine,nan,0.053,6f0,2g5,Sun King Brewing Company,Indianapolis,IN
1034,2182,Sunset Amber,nan,12,450.0,nan,204,Hawai'i Nui Brewing Co.,Hilo,HI
1039,20010101,Pt. Bonita Rustic Lager,Antxicsn Leue Lzbgw,16,0,15,280,Headlands Brewing Company,nan,CA
2063,651,Isis,American Double / Imperial IPA,16,0.091,nan,nan,Sun King Brewing Company,Ynghaialooiv,IN
16,nan,Ginja Ninja,Cider,12,0.06,nan,154,2 Towns Ciderhouse,Corvalίlis,OR
17,2170,Cherried Away,Cider,12,0.06,nan,171,2 Towns Ciderhouse,Rorvqllos,nan
2065,532,Grapefruit Jungle (GFJ) (2011),American IPA,16,0.075,77,g25,Sun King Brewing Company,Indianapolis,IN
1044,1351,Grazias,American IPA,16,0÷.063,30,423,Hess Brewing Company,Rsv Sigei,CA
2073,nan,Todd the Axe Man,Alabama,12,nan,nan,61,Surly Brewing Company,Brooklyn Center,Alabama
1050,20010101,Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,Afghanistan,0.045,nan,500,High Noon Saloon And Brewery,Leavenworth,KS
29,nan,21st Amendment IPA (2006),Alabama,12,0.07,nan,nan,21st Amendment Brewery,Afghanistan,CA
31,697,Brew Free! or Die IPA (2009),American IPA,12,70.0,nan,nan,21st Amendment Brewery,nan,Alabama
1057,1652,White Cap White IPA,American Whiػte IPA,16,0.048,nan,349,Hinterland Brewery,Green ̭Bay,WI
1058,nan,Provision,Alabama,12,0.042,g25,nan,Hop Farm Brewing Company,Pittsburgh,OC
36,173,Back in Black,American Black Ale,nan,nan,56,3¡68,21st Amendment Brewery,San FranӚcisco,CQ
2084,20010101,CynicAle,Dwmtfr Ake / Weg Heavg,61,0.067,nan,177,Surly Brewing Company,Bend,MN
40,nan,Bimini Twist,American IPA,12,nan,8j2,nan,3 Daughters Brewing,St Petersburg,FL
41,2518,Beach Blonde,API lairepmI / elbuoD naciremA,nan,0,nan,76,3 Daughters Brewing,St Petersburg,Alabama
1072,501,Pale Dog,American Pale Ale (APA),12,0.07,b20,395,Hops & Grain Brewery,Austin,TX
2097,20010101,TailGate Saison,Saison / Farmhouse Ale,nan,0.05,nan,449,TailGate Beer,nan,CA
2099,662,TailGate IPA,API naciremA,12,0.05,44,449,TailGate Beer,Sdv Fieti,DA
2101,2101,Blacktop Blonde,Americۆan Blonde Ale,f24,0.05,19,nan,TailGate Beer,San Diego,CA
1081,nan,Nonstop Hef Hop,American Pale Wheat Ale,12,0.039,nan,204,Hopworks Urban Brewery,Austin,OR
1084,20010101,Nonstop Hef Hop,Alabama,16,0.039,nan,08,Hopworks Urban Brewery,Portland,OR
2108,20010101,Vanilla Bean Buffalo Sweat,Oatmeal Stout,61,0.05,nan,4i5,Tallgrass Brewing Company,Manhattan,KS
2112,2108,Buffalo Sweat,Milk / Sweet Stout,g16,0,nan,45,Tallgrass Brewing Company,Manhattan,KR
2113,676,Halcyon Unfiltered Wheat,American Pale Wheat Ale,16,0.05,nan,nan,Tallgrass Brewing Company,nattahnaM,nan
1090,2199,Hopworks IPA,API naciremA,16,0.066,75,80,Hopworks Urban Brewery,Afghanistan,OR
2115,537,Velvet Rooster,Tripel,24,nan,nan,60,Tallgrass Brewing Company,Lahaina,IN
70,2686,Citra Ass Down,American Double / Imperial IPA,16,0.Æ08,nan,1,Against the Grain Brewery,nan,Alabama
2118,104,Oasis (2010),American Double / Imperial IP਷A,16,÷0.072,nan,nan,Tallgrass Brewing Company,Manhattan,KS
74,2682,Rules are Rules,German Pilsener,16,0.05,nan,nan,Against the Grain Brewery,San Antonio,KY
2122,20010101,Hat Trick Hop IPA,Wmernsan IPW,16,0.068,nan,nan,Tamarack Brewing Company,Afghanistan,¡MT
77,2679,Bloody Show,American Pilsner,nan,0.05ø5,nan,nan,Against the Grain Brewery,Louisville,KY
78,20010101,Rico Sauvin,Cmzsicxn Emovke / Imoqricm ILA,g16,0.076,68,nan,Against the Grain Brewery,ellivsiuoL,nan
79,2677,Coq de la Marche,American Pale Ale (APA),16,nan,38,1,Against the Grain Brewery,Louisville,YK
87,20010101,Klickitat Pale Ale,American Pale Ale (APA),nan,0.0ö53,nan,117,Alameda Brewing,B͐rooklyn,¡OR
88,nan,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12,0.054,nan,nan,Alameda Brewing,Portland,OD
1114,nan,Jon Boat Coastal Ale,American Double / Imperial IPA,Afghanistan,0.045,2b0,nan,Intuition Ale Works,Jacksonville,FL
2143,1914,Beelzebub,Alabama,16,0.08,nan,272,The Alchemist,Waterbury,MI
96,837,Desolation IPA,Amgcucwu UIW,nan,260.0,nan,401,Amnesia Brewing Company,Ewsviucen,SC
1120,20010101,Leisure Time,American Pale Lager,12,0.04ú8,15,2,Jack's Abby Craft Lagers,Framingham,MA
2145,nan,Heady Topper,Anwdmeab Ciutue / Ml[eelwl LLA,nan,0.08,nan,118,The Alchemist,Waterbury,nan
101,2102,Brotherhood Steam,California Common / Steam Beer,c12,650.0,nan,nan,Anchor Brewing Company,San Francisco,CA
2156,1037,Bronx Pale Ale,Ameܷrican Pale Ale (APA),16,0.063,nan,329,The Bronx Brewery,Bronȉx,NY
2161,1Í561,Double Trunk,American Double / Imperial IPA,61,0.099,nan,nan,The Dudes' Brewing Company,Torrance,CA
114,572,Barney Flats Oatmeal Stout (2012),nan,12,0,31,171,Anderson Valley Brewing Company,Afghanistan,ID
2163,nan,Lionshead,Märzen / Oktoberfest,12,0.045,nan,nan,The Lion Brewery,Aioyxs-Vwrrt,Alabama
119,76,Poleeko Gold Pale Ale (2009),Herbeگd / Spiced Beer,12,0.047,nan,nan,Anderson Valley Brewing Company,Bojnvnlue,nan
2168,1276,Will Power Pale Ale,Amesicqu Lale Epz (CPD),16,0.047,nan,262,The Right Brain Brewery,nan,Alabama
122,904,Oaky's Oatmeal Stout,OԂatmeal Stout,16,0.047,nan,80,Angry Minnow Brewing Company,nan,W I
2171,1781,Three Way Pale Ale,American Pale Ale (APA),c12,0.052,nan,142,Third Street Brewhouse,Ckld Apcimg,Alabama
127,0402,Arjuna,Witbier,12,nan,nan,193,Anthem Brewing Company,Halethorpe,OK
