id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
nan,Late repair of injuries of tႩhe anal sphincter,Some college,Proc R Soc Med,enicideM fo yteicoS layoR eht fo sgnideecorP,0035-9157 (Print) 0035-9157,64,nan,1/1/71,Some college,{A. G. ParksJ. F. McPartlin}
543894,nan,CBF,nan,nan,1537-Ǎ6613,^-1,?,nan,nan,nan
789958,20010101,cng,ygolomlahthpo fo lanruoj naidnI,Indiqn J Ophfjxlkoj,0301-4738,Some college,nan,nan,283-4,{Mitetbra UzurenuSmaxfnldnf WhvtguRhrheua KsxjjaL Vijanzlckwvmi}
169865,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],Some college,nan,nan,nan,48,0,1/13/01,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,{G. JakielK. GorzelnikJ. G. Zimowski⅍T. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
803653,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eĺng,Dermatologic clinics,Dermatol CliӞn,15Ǉ58-0520,33,4,1/15/10,835-40,{Lauren C Pinter-Brown}
98234,nan,eng,nan,nan,nan,10,44,1/9/01,185-91,{C. L. RomanoG. MineoC. BonoraD. Romano}
823730,20010101,eng,Br Med Bull,Some college,nan,29,nan,1/1/73,163-7,{B N PrichardJ W Blackࡧ}
729712,Jout-tfgm wfdectw lh s[mttaneils brewdhijg vutitg ventilwtogn shopodb hu lstients wkjh acbvq mtng inntvy,Some college,American journal of respiratory and critical care medicine,nan,nan,164,1,1ħ/1/07,43ā-49,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
Ľ396821,Awareness of deficits and on-road driving performance,Ehglnsh,nan,nan,1385-4046,25,7,1/11/01,1158-78,{L. G. TwpporuJ. D. GwivgdjP. C. GovmoelxyzsR. BucnF. B. Crgss}
nan,X bjmpavwcier evelbqtkpm ow cwp hews abd hegk ylmivkjixcenin etvirga gsmjg qlddngpklf ppdtan imdbnkj,nan,The Bఐritish journal of radiology,nan,nan,79,938,Ħ1/6/01,nan,{K. FlemingK. DonatoK. Leszczynski}
184417,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,nan,Rfagsporyatoog Desecrsg Oatf D-Ttqnspprv eks Dnvironmdnf,nan,1361-9209,nan,5,nan,317-325,{J. L. LiP. Nۼewcomb}
729686,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,Some college,International journal of clinical and experimental medicine,Ung T Clhg Cx[ Med,1940-5901,Some college,6,1/15/01,nan,{Jdnj MMi TLi YZvju NHcng HSyi XPj BVoan R}
20010101,nan,Some college,-1,nan,0001-6349 (Print) 0001-6349,92,6,1/13Ŕ/01,nan,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskᵣaP. Rahkola-Soisalo}
ľ965082,20010101,nan,Msagu Ghujhm,nan,1547-5271,8,5,1/11/01,S40,?
53321,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,eng,nan,nan,nan,h35,8,1/11/01,Some college,{T. NuppC. KuhhzA. RugjhiotzU. LedzvZ. IrugefT. MmlperF. Avttp}
13601,Latex allergy in atopic children.,eng,British Journal of Dermatology.,nan,0007-0963,140,5,5Ķ/1/99,nan,nan
668310,nan,nan,nan,Ruih Yntefx Wjynh,11Ǚ78-1998,7,-1,Alabama,185-90,?
282987,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,nan,-1,nan,?,nan,4,nan,nan,{O. K. LittfllK. PmpaB. Gorauchr}
20010101,20010101,tnn,Acta Neurochirurgica,nan,Jan-68,nan,nan,Alabama,257-8,{Y TekdflJ NasnjmutoN Gkto}
43736,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,ĺeng,-1,Mfd Sci Siords Eztsz,?,Some college,6,1/7/06,991-5,{Jzmas D MxrtinIcv McggxrJrg M WkmggHhomwa Noehf}
82614,.ecim ni sisenegiromut dna noitammalfni citapeh detomorp-teid taf hgih detaitini-enimasortinlyhteid stibihni dica cionepocyl-'01-opa etilobatem enepocyL,eng,-1,Some college,1940-6215,6,12,1/13/12,1304-16,nan
163526,A performance improvement process to tackle tachysystole,Some college,nan,nan,nan,40,?,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
514411,Pstxuud jvvxoma erecewd cy ladcitxjsuus nvetlsl dblstipn: wjth ao ar haiu? W sydcqmatir tevieq sgd fulaelnnex wor hoturs gekjftigt.,Some college,-1,Some college,1432-086X,73,nan,1/14/12,nan,{Luca Maria SconfienzaEzio LanzaGianpaolo CornalbaDario PorettiCatherine CytevalPierre VialaFrancesco SardanelliYann Thouvenin}
nan,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood⠬.,eng,-1,.locnO .nilC .J,nan,27,15,5/20/09,nan,{Ariela NoyLawrence D KaplanYanxing YuAlexandra M LevineRichard F AmbinderSusan E KrownBruce J DezubeLan LinJeannette Y LeeGary S Hayward}
6207,Seguk MMKf 7-9 ska thejg inviblejws botlvg jlicogmthmxoic end abto-NNF-alpra nhcgzpy mn pxdnatwjz onhnamoxyiry howzl visxdve,nan,Xcqjdinevucb Jilrgwn oy Geddroqhcerkuify,nan,nan,nan,7,1/12/01,nan,?
21910,Examining waiting placement in hospital: utilization and tᵻhe lived experience.,eng,-1,Gllh J Hsanhj Dsu,?,Some college,nan,Alabama,22-Dec,{Doina M RumsjmJesdicx W NewittFelph MzgnuxKipl FjriaLzgen LxerrsjnNcugr Bxgmds}
378490,A prospective observational study of obesity body c㢥omposition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,nan,The Journal of clinical psychiatry,Some college,1555-2101,69,12,Alabama,1892-900,{Prafgmka RorgbwDmgrea SwgmullnmAzviq J KyoxstBset H CiofpxdbefXwxc B Fneer-MiemapmszhnDmf D OtriGmhi K Tslmdox}
971878,Cnlyblsfqb E-relo sevxwtiun mv tha zdglj ohxdr jf tykx I dlzhefes oeullnus,Eˊnglish,nan,nan,nan,35,11,Alabama,7701-4701,{W. XvkkaitzP. L. BaufdC. E. Hlgasun}
793918,20010101,eĺng,PLoS One,KloV knf,1932-6203,8,9,1/13/01,d75079,{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
819166,20010101,Znglifv,American Journal of Bioethics,nan,nan,9,?,1/9/01,F1-W4,nan
Ł880881,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,nan,-1,Korean J Gastroenterol,1598-9992,52,6,Alabama,384-8,{Seung Woo ParkJae Bock ChungSang Kyum KimSi Young SongJoo Won ChungHo Keun KimJoo Hee Seo⠅Seungmin Bang}
62953Ĺ0,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,eng,Eur. HeartІ J.,nan,0195-Ǹ668X,28,nan,1/į7/09,Some college,{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M AntmanEugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
883459,Optimal Starting Age for School Attendance: FY76 Issue Analysis,English,nan,nan,nan,0,0,Alabama,j46,{Marilou Madden}
37ń9737,Bone density and body composition in young women with chronic fatigue syndrome.,eng,nan,nan,?,nan,-1,5/1/00,7-526,{F GatesP Clifton-BlighG FulcherL HoskinR Hansen}
20010101,20010101,Some college,nan,nan,1532-8511,nan,nan,Alabama,362-9,nan
20010101,nan,nan,Vulnerable Children and Youth Studies,nan,1745-0128 1745-0136,3,33,1/8/01,Some college,{ВB O Olley}
968125,Successful treatment of lung cancer by multimodal endobronchial interventions,Englˊish,-1,Respiration,1397-5200,Some college,2,Alabama,nan,nan
660168,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,qgg,nan,Some college,1524-4040,64,nan,Alabama,nan,?
732534,Itu if hagm'd eaf: cgcbivh yiokrnwe li trv ES,English,Health Facilities Management,Health Facil Manaھge,0899-6210,Some college,10,Į1/1/95,20-6 28,{L. Vendgkej}
nan,The incidence of contrast-induced nephropathy in trauma patients.,eng,Eiropean uotxtal uf emfxggbct lgqhcjne : kfwocpak oiuxiao on the Etvkpxan Dogirtv xit Emzcneheu Mebhxita,Eur J Emerg Med,?,Some college,?,1/8/06,134-9,{Rich SinertShoma DesaiAntonia HippCarmen Lopez}
20010101,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation the䅀rapy for squamous cell carcinoma of the anal canal,nan,Int. J. Radiat. Oncol. Biol. Phys.,nan,?,nan,1,nan,S398,{Koih H.Hpgc H.A.Sbioghgka O.Aepaud K.Wo N.Y.}
110072,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,eng,nan,J. Cereb. Blood Flow Metab.,nan,nan,10,1/14/10,1681-7,{Hacqnws Ran HosvizRavat BanogoddfdgWmrnsdike KexneCjambd M Kidslcv}
20010101,Multiresistance of clinically relevant gram-positive cocci,nan,nan,nan,0175-3851,34,77,1/1/97,655-663,{G. PetersK. BeckerC. Von Eiff}
nan,ColoRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.,gng,Journal of the American Board of Family Medicine : JABFM,Some college,nan,27,1,nan,42-55,{Leila JadkakbBgixg J FqpowTrfgogy S CoopfsSlrdm JowjujnxkNirhaem X Yqutcj}
nan,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models,nan,Enefgy ana Bkyndivns,nan,?,nan,12,1/10/01,nan,?
86421,.yduts evitcepsorp a :ksir recnac citaercnap htiw detaicossa ylesrevni era stcudorp dne noitacylg decnavda rof rotpecer elbulos eht fo slevel mures taht ecnedivE,nan,hcraeser recnaC,Some college,15ǒ38-7445,71,10,nan,Sep-82,{Sbrkhzjie H RcmnsteubGasnavl V Sfkmzwnberh-WoooolmOrylip E GwujusBcvrt N GfanbdxsJafmp TirjeooDenetfiuw AkgxnvvNi Biao}
433667,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,nan,nan,nan,nan,Some college,00,nan,nan,{NULL}
5303İ23,20010101,enĺg,Cochrane Database৔ Syst. Rev.,nan,1469-493X,10,-^1,1/13/01,CD002843,nan
102893,nan,Some college,Tvs Tjutbdp on cllhnbzl psgvfixtej,nan,1555-2101,17,11,1/10/11,1518-25,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
86481ł7,20010101,nan,-1,nan,nan,2c1,00,1/10/01,viii284,nan
527712,Use of alendronate in peri-implant defect regeneration,nan,nan,nan,nan,Some college,22,Alabama,Some college,?
