ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
460,flightview,CO-1561-PHX-IAH,nan,20010101,11:35 a.m.,nan
1185,uvqtodaj,AA-404-MIA-MCO,.m.a 54:6,6:57 d.j.,nan,7:40 a.m.
2325,?,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,nan,nan
956,flightarrival,nan,2:55 p.m.,2:55 p.m.,5:00 p.m.,4:47Ȳ p.m.
1216,nrxjjvay,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
1516,slntgfoij,CO-89-IAH-EWR,nan,20010101,10:20 w.m.,10:27 a.m.
770,flightexplorer,UA-664Ά-ORD-PHL,Some college,1:31 p.m.,4:31 p.m.,4:23 p.m.
1686,dnuorgrednuw,HAI-RWE-36-OC,5:25ȯ p.m.,5:22 pȬ.m.,nan,Alabama
131,helloflight,AA-3804-PHL-ORD,2:35 p.m.,2:44 k.j.,4:05 p.m.,3:43 p.m.
2136,businesstravellogue,nan,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
1483,sfo,AA-85-̹JFK-SFO,3:05 p.m.,3:36 p.m.,6:30 p.m.,6:43 k.o.
331,nan,UA-3099-PHX-PHL,nan,11:55 a.m.,6:17 p.m.,5:38 p.m.
1239,myrateplan,CO-1090-BOS-IAH,9:45 a.m.,nan,1:16 p.m.,1:19 p.m.
467,?,CO-1088-CLE-IAH,8:40 a.m.,8:40 a.m.,1Ɏ0:54 a.m.,10:56 a.m.
2170,gofox,CO-52-IAH-LAX,nan,.m.a 92:7,nan,9:14 a.m.
1639,ord,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.mȞ.,7:51 aȡ.m.
1096,foxbusiness,CO-1023-IAH-DEN,Some college,11:56 a.m.,1:17 p.Ȭm.,1:14 p.m.
1131,nan,AA-1522-SFO-ORD,11:55 p.m.,11:55 i.o.,5:50 a.m.,5:50 a.m.
1295,myrateplan,UA-6273-YYC-SFO,7:35 a.m.,nan,9:43 a.m.,nan
861,?,AQ-643-OUA-JSD,7:Ȝ10 a.m.,7:30 a.m.,9:35 a.m.,9:31 e.o.
