ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1090,foxbusiness,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 p.m.,Alabama
1154,foxbusiness,nan,9:05 a.m.,nan,11:53 a.m.,nan
1794,flylouisville,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 p.n.,5:42 p.m.
1480,ifly,CO-1694-LAX-IAH,7:15 p.m.,nan,12:21 a.m.,12:21 a.m.
332,weather,AΘA-4198-ORD-CLE,10:40 a.m.,10:54 a.n.,nan,12:50 p.m.
1872,quicktrip,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
1745,ua,nan,4:25 p.m.,4:25 p.l.,12:29 a.m.,12:29 a.m.
82,helloflight,AA-1279-DFέW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,Alabama
403,airtravelcenter,AA-2312-DFW-DTW,8:25 p.m.,8:25 k.k.,.m.p 05:11,11:50 p.m.
1427,CO,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
793,mia,nan,10:40 a.m.,11:05 a.m.,2:4Ȯ5 p.m.,2:46 [.j.
1501,flytecomm,UA-2726-FLΰL-PHL,4:00 p.m.,4:00 p.m.,6:46 '.m.,6:28 p.m.
1565,?,GA-2708-GWR-COT,2:55 p.m.,.m.p 55:2,4:5ȯ3 p.m.,4:44 p.m.
1438,nan,CO-16-LAX-EWR,10:25 a.m.,20010101,nan,nan
2017,cplfgixmyzit,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,nan,Alabama
802,dfw,AA-400-DFW-͙JFK,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 i.m.
35,nan,AA-1165-JFKΈ-MIA,6:59 a.m.,7:22 s.m.,20010101,nan
931,flightarrival,WTD-DRO-7034-AA,6:45 p.m.,ȳ6:55 p.m.,.m.p 01:9,8:53 p.m.
678,panynj,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
1832,flylouisville,LA-2704-DRD-PHQ,11:15 a.m.,11:15 a.m.,nan,nan
554,flightstats,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
1580,flyteϐcomm,CO-50-CLE-EWR,2:55 p.m.,3:31 p.m.,nan,5:26 p.m.
2225,?,UA-6273-YYC-SFO,7:35 a.m.,7:27 x.j.,20010101,8:4ȥ5 a.m.
1458,ifly,CO-1614-LAX-IAH,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.i.
627,flightstats,FO-45-ZFR-LIZ,4:00 p.m.,3:58 p.m.,nan,6:36 p.m.
1716,wunderground,OCM-KFJ-7191-AA,2:55 p.m.,20010101,5:55 p.m.,5:43 p.m.
1526,?,CO-47-IAH-LAX,7:10 p.m.,20010101,8:56 p.m.,9:52 p.m.
2167,gofox,UA-414-LAX-SFO,6:00 a.m.,.m.a 65:5,20010101,7:17 a.m.
1978,allegiantair,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.k.,4:57 l.n.,5:05 p.m.
1851,flylouisville,nan,2:55 p.m.,3:31 p.m.,4:49 p.m.,Alabama
380,nan,nan,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
764,flightexplorer,nan,7:10 a.m.,7:30 a.m.,9:35 a.m.,Alabama
893,sthgilf,nan,12:10 p.m.,12:10 p.m.,nan,1:43 p.i.
