ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1185,2670,12 Man Pale Ale,American Amber / Red Lager,nan,640.0,60,nan,Kona Brewing Company,Kona,MD
2325,nan,Cmkugtb Pxpe Dle,English Pale Ale,12,0,17,nan,Wachusett Brewing Company,Westminster,MA
956,2643,s,Sai޸son / Farmhouse Ale,12,0.073,nan,66,Great Divide Brewing Company,Dqnver,CO
1216,Ð2329,Peacemaker Pale Ale,American Pale Aܷle (APA),12,0.057,47,149,Nokwwifex Bvawinn Cinpqmf,Raleigh,NC
1516,2070,Luchesa Lager,Keller Bier / Zwickel Bier,12,0.048,53,nan,Oasis Texas Brewing Company,Cudfhn,TX
2392,1468,s,nan,1c2,0.047,85,456,ynapmoC gniwerB etatS enirevloW,nan,IN
770,1286,ϴBikini Beer,American IPA,12,0.027,nan,173,nan,Brooklyn,NY
1686,nan,s,American Blonde Ale,12,150.0,nan,128,Real Ale Brewing Company,Blanco,T¬X
131,2509,Porter (a/k/a Black Gold Porter),American Porter,16,0.06,nan,69,Zppamabhkaj Ooottakj Bgswstf,nan,BX
2136,37,RecreationAle,American Pale Ale (APA),12,0.047,42,46£9,Terrapin Brewing Company,nan,Alabama
1483,1698,Cream Ale,Cream Ale,12,0.042,35,nan,Newburgh Brewing Company,Newburgh,NY
331,118Ò8,Duke's Cold Nose Brown Ale,American Brown Ale,12,0.06,nan,873,Bold City Brewery,Jacksonville,FL
1239,nan,Lumڄberyard Red Ale,American Amber / Red Ale,12,0.058,nan,17,Lumberyard Brewing Company,Flagstaff,AZ
467,29,nan,Schwarzbier,16,0.099,nan,nan,New Belgium Brewing Company,Cebo,NV
2170,nan,Hunny Do Wheat,American Pale Wheat Ale,nan,0.048,i18,142,Third Street Brewhouse,Vold Aprygg,MN
1639,1054,Pete's Wicked Summer Brew (1997),Munich Helles Lager,12,0.047,nan,470,Pctx'x Brvfjnf Wok[zny,San Antonio,TX
1096,653,s,American IКPA,12,0.066,nan,nan,Imowiwlw Utbqn Hrawtrh,Portland,Alabama
1131,1762,Chomolungma Honey Nut Brown Ale,Alabama,Afghanistan,0,nan,92,Jackie O's Pub & Brewery,Athens,OH
1295,957,Saranac Traditional Lager (2000),American Pale Lager,12,0.0ú48,nan,5,Blue Blood Brewing Company,Utica,NY
861,20010101,nan,American Pale Wheatࠍ Ale,12,0.05,nan,105,nan,Vplgmcuf,OH
