ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,1436,Almanac IPA,Scottish Ale,12.0,0.063,nan,408,10 Barrel Brewing Company,Knoxville,OR
2,2265,Baby Daddy Session IPA,American Double / Imperial IPA,16.0,nan,nan,177,18th Street Brewery,Gary,CA
3,774,Valkyrie Double IPA,American IPA,12.0,0.071,nan,177,18th Street Brewery,Gary,IN
4,2263,Montana Trout Slayer Ale,American Double / Imperial IPA,12.0,0.065,nan,542,18th Street Brewery,Gary,KS
5,1603,Sex and Candy,American IPA,12.0,nan,nan,177,18th Street Brewery,Gary,IN
6,1470,Black Exodus,Fruit / Vegetable Beer,16.0,0.077,nan,149,Vault Brewing Company,Gary,IN
7,2260,The 26th,American Amber / Red Ale,12.0,0.045,nan,177,18th Street Brewery,Lyons,IN
8,2259,Cache La Porter,American IPA,12.0,0.065,nan,177,18th Street Brewery,Aurora,IN
9,1622,Jade,American Pale Ale (APA),12.0,0.072,nan,177,18th Street Brewery,Gary,IN
10,2131,Cone Crusher,American Double / Imperial IPA,12.0,0.08,nan,170,18th Street Brewery,Kalona,IN
11,2282,Sophomoric Saison,Saison / Farmhouse Ale,12.0,0.072,nan,531,18th Street Brewery,Gary,IN
12,1940,Regional Ring Of Fire,Saison / Farmhouse Ale,12.0,0.073,nan,548,Tallgrass Brewing Company,Gary,CO
13,2097,Garce Selé,American Brown Ale,12.0,0.069,nan,177,18th Street Brewery,Gary,IN
14,1731,Broad Brook Ale,Belgian Pale Ale,12.0,0.06,nan,177,Pete's Brewing Company,Brooklyn,IL
15,1979,Bitter Bitch,American Pale Ale (APA),12.0,0.061,8.0,540,18th Street Brewery,Gary,OR
16,2318,Sea Dog Wild Blueberry Wheat Ale,Berliner Weissbier,12.0,0.052,nan,555,2 Towns Ciderhouse,Albuquerque,OR
17,5,Cherried Away,American Brown Ale,24.0,0.052,nan,154,Half Acre Beer Company,Nellysford,OR
18,2169,Rhubarbarian,American Amber / Red Ale,12.0,0.06,nan,154,Oskar Blues Brewery,Minnetonka,OR
19,736,BrightCider,Cider,16.0,0.06,nan,154,2 Towns Ciderhouse,Boston,OR
20,1315,He Said Baltic-Style Porter,English Stout,12.0,0.07,nan,368,21st Amendment Brewery,West Chester,CA
21,1833,En Parfaite Harmonie,California Common / Steam Beer,12.0,0.052,nan,368,Finch's Beer Company,Kona,WI
22,1036,Lower De Boom,Gose,16.0,0.099,nan,229,21st Amendment Brewery,San Francisco,CA
23,389,McKinney Eddy Amber Ale,Winter Warmer,12.0,0.079,15.0,368,21st Amendment Brewery,San Francisco,CO
24,976,Oktoberfest,American Stout,12.0,0.079,nan,124,21st Amendment Brewery,Stevens Point,CA
25,876,Bitter American,American Pale Ale (APA),12.0,0.059,42.0,368,21st Amendment Brewery,San Francisco,CA
26,802,Huber,American Amber / Red Ale,12.0,0.049,17.0,191,Fearless Brewing Company,San Francisco,CA
27,1735,Circuit Bohemian Pilsner,Czech Pilsener,16.0,0.049,25.0,368,21st Amendment Brewery,San Francisco,CA
28,800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12.0,0.051,nan,247,Brewery Vivant,Brevard,CA
29,1263,Zen,American IPA,12.0,0.035,nan,104,Rivertowne Brewing Company,New Orleans,CA
30,797,Brew Free! or Die IPA (2008),American IPA,12.0,nan,10.0,368,21st Amendment Brewery,San Francisco,CA
31,868,Paleo IPA,American IPA,12.0,0.048,nan,368,Wachusett Brewing Company,San Francisco,VT
32,531,Special Edition: Allies Win The War!,American Pale Ale (APA),16.0,0.085,26.0,277,Brewery Vivant,San Francisco,CA
33,432,Hop Crisis,American Amber / Red Ale,12.0,0.097,94.0,237,Four String Brewing Company,San Francisco,IL
34,353,Bitter American (2011),American Pale Ale (APA),12.0,0.072,55.0,368,White Birch Brewing,San Francisco,CA
35,321,Fireside Chat (2010),Winter Warmer,12.0,0.079,nan,368,Fort George Brewery,San Antonio,PA
36,173,Harpoon Octoberfest,American Black Ale,12.0,0.087,65.0,368,21st Amendment Brewery,San Francisco,NC
37,2637,Monk's Blood,American IPA,12.0,0.083,45.0,368,21st Amendment Brewery,Longmont,CA
38,1076,Brew Free! or Die IPA,American Brown Ale,12.0,0.07,65.0,166,Big Storm Brewing Company,Kona,CA
39,2113,Hell or High Watermelon Wheat,American Pale Ale (APA),12.0,0.049,17.0,441,21st Amendment Brewery,San Francisco,HI
40,2519,Ex Umbris Rye Imperial Stout,American IPA,12.0,0.07,nan,67,Anderson Valley Brewing Company,Lafayette,PA
41,1554,Fearless Scottish Ale,American Blonde Ale,12.0,0.05,nan,67,3 Daughters Brewing,St Petersburg,CO
42,2517,Rod Bender Red,American Amber / Red Ale,12.0,0.062,nan,67,Joseph James Brewing Company,St Petersburg,FL
43,1245,CANfusion Rye Bock,Light Lager,16.0,0.035,nan,60,Griffin Claw Brewing Company,San Diego,MO
44,1187,Back East Golden Ale,American Blonde Ale,12.0,0.06,nan,163,Back East Brewing Company,Gary,MO
45,2584,Persnickety Pale,American Pale Ale (APA),16.0,0.055,nan,60,Geneva Lake Brewing Company,Ipswich,AZ
46,2288,Narragansett Porter,American Amber / Red Ale,16.0,0.06,nan,55,4 Hands Brewing Company,Saint Louis,MO
47,2207,Alter Ego,American IPA,12.0,0.055,nan,424,Brewery Vivant,Saint Louis,MO
48,1496,Cache La Porter,American IPA,12.0,0.07,nan,60,4 Hands Brewing Company,Saint Louis,MO
49,2285,Resurrected,American IPA,12.0,0.055,nan,118,4 Hands Brewing Company,Baton Rouge,CA
50,1870,Contact High,American Pale Wheat Ale,16.0,0.05,28.0,366,4 Hands Brewing Company,Saint Louis,KY
51,2603,Galaxyfest,American IPA,16.0,0.065,nan,27,450 North Brewing Company,Columbus,IN
52,2602,Citrafest,American IPA,16.0,0.065,nan,27,450 North Brewing Company,Columbus,IN
53,2220,Single Hop Ale,Smoked Beer,12.0,0.049,nan,27,450 North Brewing Company,North Woodstock,IL
54,1850,Vinyl Frontier,American IPA,12.0,0.069,nan,27,High Noon Saloon And Brewery,Columbus,IN
55,1254,Ironman,English Strong Ale,16.0,0.05,nan,27,450 North Brewing Company,Columbus,TX
56,2217,Live Local Golden Ale,American Double / Imperial IPA,16.0,0.052,32.0,27,Bomb Beer Company,Boulder,OH
57,2216,Freestyle Pilsner,Belgian Dark Ale,24.0,0.052,11.0,27,Two Beers Brewing Company,Columbus,IN
58,972,Wapiti Amber Ale,American Blonde Ale,16.0,0.059,75.0,481,7 Seas Brewing Company,Gig Harbor,VA
59,866,British Pale Ale (2010),German Pilsener,16.0,0.065,30.0,481,Brewery Vivant,Gig Harbor,CO
60,48,British Pale Ale,English Pale Ale,12.0,0.054,13.0,481,7 Seas Brewing Company,Gig Harbor,WA
61,47,Ballz Deep Double IPA,American Double / Imperial IPA,16.0,0.049,82.0,481,Maui Brewing Company,Oklahoma City,WA
62,1583,Wolfman's Berliner,Berliner Weissbier,16.0,0.038,nan,373,Good Life Brewing Company,Dunedin,OR
63,1165,Colorado Native,American Amber / Red Lager,16.0,0.05,26.0,462,AC Golden Brewing Company,Lake Geneva,IN
64,2684,Battle LIne,American Amber / Red Lager,12.0,0.065,29.0,462,AC Golden Brewing Company,Golden,CO
65,516,Watermelon Ale,American IPA,16.0,0.065,nan,2,Wiseacre Brewing Company,Abita Springs,LA
66,515,American Idiot Ale (2012),American Pale Lager,12.0,0.065,nan,533,Bonfire Brewing Company,Abita Springs,LA
67,2318,Abita Amber,American Amber / Red Lager,16.0,0.051,nan,533,Miami Brewing Company,Abita Springs,LA
68,623,Citra Ass Down,American IPA,12.0,0.039,60.0,62,Prescott Brewing Company,Louisville,MA
69,1016,The Brown Note,American Double / Imperial IPA,16.0,0.05,nan,62,Against The Grain Brewery,Louisville,KY
70,2686,Citra Ass Down,American Double / Imperial IPA,16.0,0.08,68.0,1,Twisted X Brewing Company,Louisville,KY
