src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
aa,AA-1007-MIA-PHX,4:55 p.m.,8:00 a.m.,12:35 p.m.,7:55 p.m.
airtravelcenter,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flightexplorer,UA-3373-IAD-PHL,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
boston,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,4:31 p.m.,7:55 p.m.
businesstravellogue,AA-1007-MIA-PHX,7:10 a.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flightaware,UA-382-IAD-LAX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flightexplorer,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flights,AA-1007-MIA-PHX,4:55 p.m.,8:56 a.m.,7:25 p.m.,7:55 p.m.
flightstats,AA-1007-MIA-PHX,4:55 p.m.,7:05 a.m.,8:05 p.m.,7:55 p.m.
flightview,UA-2726-FLL-PHL,4:55 p.m.,5:08 p.m.,5:50 a.m.,9:52 p.m.
flylouisville,UA-257-JFK-SFO,11:25 p.m.,5:08 p.m.,8:05 p.m.,12:15 a.m.
flylouisville,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
allegiantair,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
gofox,AA-1007-MIA-PHX,4:16 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
helloflight,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,1:17 p.m.,7:55 p.m.
myrateplan,CO-1250-MIA-IAH,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
foxbusiness,CO-1023-IAH-DEN,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
helloflight,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,9:21 a.m.,7:55 p.m.
panynj,AA-1007-MIA-PHX,7:00 a.m.,10:19 a.m.,8:05 p.m.,7:55 p.m.
quicktrip,UA-2515-DFW-CLT,4:55 p.m.,5:08 p.m.,9:54 a.m.,7:55 p.m.
wunderground,AA-1007-MIA-PHX,4:55 p.m.,12:12 p.m.,8:05 p.m.,7:55 p.m.
wunderground,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,11:53 a.m.,10:04 a.m.
allegiantair,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
myrateplan,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
airtravelcenter,AA-404-MIA-MCO,6:59 a.m.,7:22 a.m.,5:55 p.m.,3:33 p.m.
businesstravellogue,AA-1165-JFK-MIA,6:59 a.m.,8:04 a.m.,7:45 a.m.,10:04 a.m.
flightaware,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightexplorer,CO-1614-LAX-IAH,6:59 a.m.,11:30 a.m.,10:34 a.m.,10:04 a.m.
