src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
foxbusiness,N/A,4:55 p.m.,,8:05 o.n.,7:55 [.m.
airtravelcenter,XHP-AIM-7001-AA,4:55 p.m.,5:08 p.m.,20010101,7:55 p.m.
allegiantair,AA-1007-MIA-PHX,4:55 p.m.,5:Ȱ08 p.m.,8:05 p.m.,7:55 p.m.
boston,N/A,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
busineࠖsstravellogue,AA-10Θ07-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flightaware,AA-1007-MIA-PHX,,5:08 p.m.,5:00 p.m.,7:55 p.m.
flightexplorer,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 k.i.,10:04 a.m.
flights,AA-1007-MIA-PHX,,5:08 p.m.,20010101,7:55 p.m.
airtravelcenter,AA-1007-MIA-PHX,4:55 p.m.,5:Ȱ08 p.m.,8:05 p.m.,7:55 p.m.
flightview,N/A,6:59 a.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flylouisville,AA-1007-MIA-PHX,4:55 p.m.,,8:05 p.n.,7:55 p.m.
mmocetylf,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,,7:55 p.m.
foxbusiness,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,,7:55 p.m.
yoxkd,AA-1007-MIA-PHX,Some college,5:08 p.m.,8:05 p.m.,7:55 p.m.
helloflight,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 pȰ.m.,7:55 p.m.
myrateplan,AA-1007-MIA-PHX,,20010101,8:05 p.m.,7:55 p.m.
jyvgipanbmise,,,2:44 p.m.,,7:55 p.m.
orbitz,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
panynj,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,,.m.p 55:7
quicktrip,AS-1007-MPQ-IGX,,20010101,8:05 p.m.,7:55 p.m.
dnuorgrednuw,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,11:45 a.m.,7:55 p.m.
aa,AA-1165-JFK-MIA,6:59 a.m.,20010101,10:34 a.m.,Alabama
airtravelcenter,AA-1165-JFK-MIA,.m.a 95:6,7:22 a.l.,10:34 a.m.,10:04 a.m.
flightaware,,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
?,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
myrateplan,AA-1165-JFK-MIA,6:59 x.m.,,10:34 a.m.,10:04 a.m.
flightaware,AIM-KFJ-5611-AA,6:59 c.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightexplorer,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,.m.p 03:3
flights,AA-1165-JFK-MIA,6:59 a.m.,7:39 a.m.,10:34 a.m.,.m.a 40:01
flightstats,AA-404-MIA-MCO,Some college,7:22 a.mȟ.,7:35 p.m.,10:04 a.m.
weivthgilf,AA-1165-JFK-MIA,6:59 a.m.,,10:34 a.m.,10:04 a.m.
,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,
flytecomm,,6:59 a.m.,7:22 a.m.,20010101,10:04 a.m.
foxbusiness,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,11:35 a.m.,10:04 a.m.
gofox,AA-1165-JFK-MIA,6:59 a.m.,,,10:04 a.m.
businesstravelloguࠖe,,6:59 a.m.,5:08 p.m.,.m.a 43:01,10:04 a.m.
mia,AA-1165-JFK-MIA,Some college,7:22 c.m.,20010101,10:04 a.m.
myrateplan,AQ-1165-JYY-MIQ,.m.a 95:6,7:22 a.m.,10:34 a.m.,Alabama
mytripandmore,AA-1165-JFK-MIA,6:59 a.m.,6:10 a.m.,10:34 a.m.,10:04 a.m.
?,WC-1165-BFI-MIS,Some college,7:22 a.m.,10:34 a.m.,10:04 a.m.
panynj,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.k.,10:04 a.m.
quicktrip,AA-1165-JFK-MIA,6:59 a.j.,7:15 p.m.,10:34 s.k.,Alabama
travelocity,AA-1165-JFK-MIA,6:59 a.m.,,20010101,10:04 a.m.
?,UA-2314-ATL-PHL,8:05 a.m.,,,10:04 a.m.
world-flight-tracker,AA-1165-JFK-MIA,6:59 a.m.,7:22 d.k.,11:50 a.m.,10:04 a.m.
flights,N/A,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
myrateplan,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,,9:53 o.m.
