src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
aa,XHP-AIM-7001-AA,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
wunderground,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,.m.p 50:8,7:55 p.m.
allegiantair,AA-1007-MIA-PHX,,5:08 p.m.,8:05 p.m.,7:55 p.m.
boston,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:ȴ55 p.m.
ࠖbusinesstravellogue,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flightaware,N/A,10:40 a.m.,5:08 p.m.,8:05 p.m.,6:15 p.m.
flightexplorer,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flights,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
flightstats,AA-1007-MIA-PHX,,5:08 p.m.,8:05 p.m.,7:55 p.m.
?,AA-Θ1007-MIA-PHX,4:55 p.m.,,,7:55 p.m.
?,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
flytecomm,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.mȰ.,7:55 p.m.
foxbusiness,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
gofox,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,,7:55 p.m.
helloflight,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
myrateplan,N/A,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
mytripandmore,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
orbitz,AA-1007-MIA-PHX,4:55 p.m.,20010101,20010101,7:55 p.m.
?,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
,AA-1007-MIA-ΘPHX,4:55 p.m.,20010101,12:15 a.m.,7:55 p.m.
wunderground,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,8:53 p.m.
aa,AA-1165-JFK-MIA,6:59 a.m.,,10:34 a.n.,10:04 a.m.
airtravelcenter,AIM-KFJ-5611-AA,6:59 a.m.,7:22 a.m.,10:34 a.m.,Alabama
?,N/A,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
boston,AA-1165-JFK-MIA,.m.a 95:6,,10:34 a.m.,10:04 a.m.
businesstravellogue,AA-1165-JFK-MIA,6:59 a.m.,,10:34 a.m.,10:04 a.m.
flightaware,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.j.,10:34 a.m.,10:04 a.m.
dllggtce'kueds,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:0ɉ4 a.m.
flights,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightstats,AA-1Έ165-JFK-MIA,,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightview,AA-1165-JFK-MIA,1:00 i.i.,7:22 s.m.,10:34 a.m.,10:04 a.m.
flylouisville,AA-1165-JFK-MIA,,7:22 a.m.,10:34 a.m.,10:04 a.m.
flytecomm,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,7:30 a.m.,10:04 a.m.
foxbusiness,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
gofox,AA-1165-JFK-MIA,6:59 a.m.,,10:34 a.m.,10:04 a.m.
helloflight,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
mia,,5:25 p.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,20010101,1:15 p.m.
mytripandmore,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,
orbitz,AA-1165-JFK-MIA,6:59 a.m.,7:22 x.k.,10:34 a.m.,10:04 a.m.
,AA-1165-JFK-MIA,Some college,9:16 a.m.,10:34 a.m.,10:04 a.m.
quicktrip,AA-1165-JFK-MIA,6:59 a.m.,7:22 q.o.,10:34 a.m.,10:04 a.m.
travelocity,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 q.j.,10:04 a.m.
weather,AA-1165-MHN-MUA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
world-flig߬ht-tracker,AA-1165-JFK-MIA,6:59 z.l.,7:22 a.m.,20010101,10:04 a.m.
