src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
aÂa,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.Ȱm.,7:55 p.m.
airtravelcenter,AA-1007-MIA-PHX,,5:08 p.m.,8:05 p.m.,7:55 p.m.
?,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,Alabama
?,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
businesstravellogue,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
?,AA-1007-MIA-PHX,,5:08 p.m.,8:05 p.m.,7:55 p.m.
,AA-1007-MIA-PHX,4:55 p.m.,.m.p 80:5,8:05 p.m.,7:55 p.m.
flights,AA-446-DFW-PHL,4:55 p.m.,20010101,8:05 p.m.,7:55 p.m.
flightstats,DE-1007-OIQ-[HF,7:10 p.m.,20010101,8:05 i.k.,Alabama
flightview,AA-1007-MIA-PHΘX,4:55 p.m.,20010101,8:05 p.m.,7:5ȴ5 p.m.
flylouisville,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.i.,8:05 p.o.,7:55 p.m.
mmocetylf,AA-1007-MIA-PHX,Some college,5:08 p.m.,8:05 p.m.,7:55 p.m.
foxbusineҹss,,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
gofox,AA-1434-DFW-MCO,,5:08 p.m.,8:05 p.m.,7:55 p.m.
helloflight,AA-1007-MIA-PHX,4:55 p.m.,5:Ȱ08 p.m.,8:05 k.k.,7:10 p.m.
myrateplan,AA-100Θ7-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
mytripandmore,AA-1007-MIA-PHX,4:55 p.m.,20010101,8:05 p.m.,7:55 p.m.
orbitz,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,8:02 a.m.
panynj,XHP-AIM-7001-AA,,5:08 p.m.,8:05 p.m.,7:55 p.m.
,AA-1007-MIA-PHX,1:33 p.o.,5:08 p.m.,8:05 p.m.,7:55 p.m.
wunderground,N/A,4:55 p.m.,5:08 p.m.,8:05 p.m.,9:20 k.m.
aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
,AA-1165-ΈJFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
helloflight,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
boston,N/A,6:59 a.m.,7:22 a.m.,10:34 w.m.,
?,AIM-KFJ-5611-AA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.ɉm.
flightaware,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightexplorer,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
flights,UA-664-ORD-PHL,,11:05 a.m.,10:34 a.m.,Alabama
flightstats,UA-2830-MCO-CLT,Some college,7:22 a.m.,10:34 a.m.,.m.a 40:01
flightview,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,6:40 p.m.
flylouisville,AA-1165-JFK-MIA,6:59 w.k.,7:22 a.m.,3:30 p.m.,10:04 a.m.
flytecomm,,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 c.m.
foxbusiness,AIM-KFJ-5611-AA,6:59 a.m.,.m.a 22:7,20010101,10:04 q.l.
xofog,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.ɉm.
helloflight,AA-1165-JFK-MIA,9:05 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
mia,ΈAA-1165-JFK-MIA,6:59 a.m.,20010101,.m.a 43:01,10:04 z.o.
?,XA-1165-OFI-MUA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
mytripandmore,AA-1165-JFK-MIA,Some college,7:22 a.m.,10:34 a.m.,
orbitz,AIM-KFJ-5611-AA,6:59 a.m.,3:11 a.m.,10:34 a.m.,10:04 a.m.
panynj,,6:59 a.m.,7:22 a.m.,10:34 a.i.,8:02 a.m.
quicktrip,AA-3063-SLC-LAX,Some college,,10:34 a.m.,10:04 a.m.
travelocity,AA-1165-JFK-MIA,6:59 x.m.,7:22 a.m.,10:34 a.m.,10:04 d.k.
weather,AA-1165-JFK-MIA,6:59 a.m.,,10:34 a.m.,10:04 a.m.
wmvkc-dmkjhr-crackwr,AA-1165-JFK-MIA,6:59 a.m.,7:31 a.m.,,10:04 a.m.
wundergroԤund,AA-1165-JFK-MIA,6:59 d.k.,7:22 a.m.,10:34 a.m.,10:04 a.m.
aa,AA-1221-MCO-ORD,8:00 p.m.,20010101,9:45 p.m.,9:53 p.m.
aurtrxfxlegnrec,DRO-OCM-1221-AA,8:00 p.m.,8:23 p.m.,,9:53 p.m.
aplenlandwid,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,1:17 p.m.,9:53 p.m.
boston,,8:00 p.m.,Ȱ8:23 p.m.,9:45 p.m.,5:34 p.m.
businesstravellogue,AA-1221-MCO-ORD,ȫ8:00 p.m.,20010101,9ȵ:45 p.m.,9:53 p.m.
flightarrival,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightaware,ED-1221-JCO-KRG,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flightexploreׯr,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,1:19 k.i.
flights,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.n.
flightstats,AA-1221-MCO-ORD,7:00 p.m.,8:23 p.m.,20010101,9:53 p.m.
fulgjjtiew,,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flylouisville,AA-122Γ1-MCO-ORD,8:00 p.m.,,9:45 p.m.,9ȴ:53 p.m.
,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.k.,9:53 p.m.
foxbusiness,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
gofox,AA-3-JFK-LAX,8:00 p.m.,20010101,9:45 p.m.,9:53 p.m.
helloflight,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,,9:53 p.m.
mco,CX-1221-LCU-JRD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
myrateplan,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,6:36 p.m.
mytripandmore,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
orbitz,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
ord,ZS-1221-MCU-PRD,8:00 p.m.,20010101,,9:53 p.m.
panynj,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
quicktrip,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
travelocity,AA-1221-MCO-ORD,8:00 k.m.,8:23 p.m.,12:18 p.m.,9:53 p.m.
ͪusatoday,DRO-OCM-1221-AA,8:00 o.m.,8:23 p.m.,9:45 p.m.,9:53 l.m.
weather,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
world-flight-tracker,AA-1221-MCO-ORD,Some college,8:23 p.m.,9:45 p.m.,9:53 p.m.
wunderground,AA-1221-MCO-ORD,8:00 o.m.,1:19Ȯ p.m.,9:45ȵ p.m.,9:53 p.m.
aa,AA-έ1279-DFW-PHX,6:45 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
airtravelcenter,UA-62-IAH-EWR,1:00 p.m.,ȩ2:04 p.m.,2:35 p.m.,3:30 p.m.
allegiantair,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
?,XHP-WFD-9721-AA,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
,AE-1279-DRF-PHD,1:00 p.m.,2:04 p.m.,2:35 p.m.,5:34 k.m.
Łdfw,AA-1279-DFW-PHX,Some college,2:04 p.m.,2:35 p.m.,Alabama
flightarrival,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightaware,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.o.,2:35 p.m.,3:30 p.m.
flightexplorer,,1:00 p.m.,.m.p 40:2,6:30 p.o.,3:30 p.m.
flights,AA-1279-DFW-PHX,1:00 p.m.,,2:35 p.m.,3:30 p.m.
flightstats,,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
flightview,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,20010101,3:30 p.m.
flylouisville,AA-1279-DFW-PHX,.m.p 00:1,2:04 p.m.,2:35 p.m.,4:44 ȯp.m.
flytecomm,AA-1279-DFW-PHX,1:00 p.m.,.m.p 40:2,.m.p 53:2,3:30 '.o.
?,N/A,Some college,2:04 p.m.,2:35 p.m.,3:30 p.m.
,AA-1279-DFW-PHX,Some college,2:04 p.m.,20010101,3:30 p.k.
?,SZ-1279-DFQ-[GV,1:00 p.m.,8:04 a.m.,2:35 p.m.,3:30 p.m.
njrsteolan,,1:00 p.m.,,2:35 p.m.,3:30 p.m.
orbitz,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
panynj,AA-1279-DFA-LHX,1:00 i.o.,2:04 p.m.,2:35 p.m.,3:30 p.m.
quicktrip,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,,3:30 p.m.
quicktrip,AA-1279-DFW-PHX,1:00 p.m.,20010101,2:35 k.m.,3:30 p.m.
weather,AA-1279-DFW-PHX,1:00 p.m.,.m.p 40:2,2:35 p.m.,3:30 p.m.
foxbusiness,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
wunderground,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
,AA-1434-DFW-MCO,.m.a 51:7,7:21 a.m.,10:35 a.m.,
airtravelcenter,AA-1434-DFW-MCO,12:15 p.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
allegiantair,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.o.,10:35 a.m.,10:36 a.m.
boston,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 w.k.,10:36 a.m.
businesstravellogue,,7:15 a.m.,,10:35 a.m.,10:36 a.mɎ.
flightaware,AA-1434-DFW-MCO,7:15 a.m.,7:21 q.m.,10:35 a.m.,10:36 a.m.
CO,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.Ɏm.
flights,,7:15 a.m.,7:21 a.m.,10:35 a.m.,6:15 p.m.
flightstats,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightview,N/A,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flightwise,AA-1434-DFW-MCO,7:15 a.m.,8:25 p.m.,10:35 a.m.,
flylouisville,AA-1434-DFW-MCO,7:1ȡ5 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flytecomm,,7:15 a.ȡm.,.m.a 12:7,10:ɍ35 a.m.,Alabama
foxbusiness,AA-85-JFK-SFO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
,AA-1434-DFW-MCO,,7:21 a.m.,10:35 a.m.,10:36 a.m.
helloflight,AA-1434-DFW-MCΕO,7:15 a.m.,6:08 a.m.,10:35 a.m.,10:36 a.m.
iflƴy,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:20 a.m.,
mco,N/A,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
myrateplan,AA-1434-DFW-MCO,7:35 a.m.,,10:35 a.mɍ.,10:36 a.m.
orbitz,AA-1434-DFW-MCO,Some college,7:Ȟ21 a.m.,,10:36 a.m.
panynj,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,20010101,5:43 p.m.
quicktrip,WX-1434-DFW-IFO,2:55 p.m.,7:21 a.m.,20010101,10:36 a.m.
travelocity,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,.m.a 63:01
weather,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
flytecomm,AA-1434-DFW-MCO,7:15 a.m.,8:40 a.m.,10:35 a.m.,10:36 a.m.
