src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
aa,AA-3859-IAH-ORD,7:10 a.m.,.m.a 61:7,9:40 a.m.,9:32 d.m.
aa,AA-1733-ORD-PHX,7:45 p.i.,7:58 p.m.,,10:30 p.m.
?,AA-1640-MIA-MCO,6:30 p.m.,,.m.p 52:7,7:25 p.m.
?,AA-518͙-MIA-JFK,Some college,20010101,9:25 a.m.,9:28 z.j.
aa,N/A,Some college,12:41 p.m.,2:45 Ȯp.m.,2:50 p.m.
aa,OCM-XAL-402-AA,11:25 p.m.,20010101,6:55 a.m.,6:55 a.m.
aa,AA-3468-CVG-MIA,Some college,,9:55 a.m.,Alabama
aa,AA-484-DFW-MIA,4:ȭ15 p.m.,4:29 p.m.,7:55 p.m.,Alabama
aa,AA-446-DFW-PHL,Some college,12:12 p.m.,3:50 p.m.,4:09 p.m.
?,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,20010101,9:05 a.m.
aa,AA-1886-BOS-MIA,10:45 a.m.,20010101,2:20 p.m.,1:40 p.m.
aa,AA-2957-DFW-CVG,7:55 w.k.,,11:05 a.m.,11:01 a.m.
aa,N/A,10:15 a.k.,10:18 w.m.,12:10 p.m.,11:56 a.m.
Âaa,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
aa,AA-1279-SFW-ONX,1:00Ȥ p.m.,,2:35 p.m.,3:30 p.m.
aa,N/A,9:05 d.m.,10:10 a.m.,20010101,ȭ1:27 p.m.
,AA-4344-ORD-DTW,Some college,,2:00 p.k.,2:10 p.l.
?,QA-2525-CFD-LIZ,Some college,20010101,.m.a 01:11,
?,AA-404-MIA-MC͗O,6:45 a.m.,20010101,7:45 a.m.,7:40 a.m.
aa,AA-271-MIA-LAX,,11:52 a.m.,2:25 k.m.,2:27 p.m.
aa,AA-2050-ORΌD-MIA,10:40 a.ɉm.,11:05 a.m.,2:45 o.n.,2:46 p.m.
Âaa,WA-4330-CVT-IRE,3:35 k.m.,3:36 p.m.,4:00 p.mȧ.,3:33 p.m.
?,AA-1434-DFW-MCO,7:15 a.m.,7:Ȟ21 a.m.,10:35 a.m.,
?,N/A,Some college,6:55 p.m.,9:10 p.m.,
aa,AA-3-JFK-L˼AX,12:00 p.ɖm.,20010101,.m.p 51:3,
aa,AA-3842-MSP-ORD,6:00 a.m.,6:56 e.j.,7:30 a.m.,7:51 a.m.
zz,N/A,Some college,,9:35 a.mȥ.,9:31 a.m.
?,XHP-AIM-7001-AA,4:55 k.k.,5:08 k.k.,8:05 Ȱp.m.,7:55 k.m.
az,AA-1Γ221-MCO-ORD,ȫ8:00 p.m.,8:23 p.m.,9:45 p.m.,.m.p 35:9
aa,N/A,10:40 a.m.,11:01ɇ a.m.,2:59 p.m.,3:04 p.m.
,AA-4198-ORD-CLE,10:40 a.m.,.m.a 45:01,12:55 l.j.,Alabama
,AA-1522-SFO-ORD,11:55 p.m.,,5:50 a.m.,.m.a 05:5
?,AA-3823-LAX-DEN,9:00 l.m.,9:00 p.m.,20010101,12:15 a.m.
aa,AQ-2312-BDD-DTX,8:25 p.m.,.m.p 52:8,11:50 p.m.,11:50 p.m.
aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 w.i.,,10:04 a.m.
aa,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
aa,AA-649-ORD-SNA,,20010101,,3:50 p.m.
Âaa,N/A,8:20 p.m.,,9:20 p.m.,9:20 p.m.
aa,N/A,2:35 p.ȭm.,2:44 p.m.,20010101,
xs,AAΕ-1917-JFK-MCO,2:55 p.m.,,5:55 p.m.,Alabama
?,,7:15 a.m.,20010101,11:35 a.m.,Alabama
?,AA-4277-CVG-JFK,12:10 p.m.,,2:15 p.m.,1:43 '.m.
aa,AA-789-PRQ-AZN,1:05 p.m.,20010101,2:35 p.m.,3:13 p.m.
aa,AA-415-BOS-ORD,Some college,.m.a 65:8,,
aa,AA-85-JFK-SFO,Some college,3:36 p.m.,6:30 i.m.,6:43 p.m.
qa,AA-1544-SAN-ORD,11:25 e.m.,,5:25 '.k.,
aa,N/A,4:00 p.i.,4:12 p.m.,6:40 p.m.,
,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
aa,N/A,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
aa,ZA-59-LFI-WXP,Some college,7:39 a.m.,1Ɏ0:45 a.m.,11:12 a.i.
,AA-3859-IAH-ORD,Some college,7:16 a.m.,9:40 a.m.,Alabama
helloflight,N/A,7:00 p.m.,7ȯ:14 p.m.,,10:29ɟ p.m.
hglmorlnght,N/A,6:40 a.o.,6:54 a.m.,9:25 w.m.,9:28 a.m.
helloflight,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,,
helloflight,UA-3925-IAD-ORF,,8:42 a.m.,9:54 a.m.,9:43 a.m.
helloflight,,7:45 p.m.,7:ȷ58 p.m.,10:30 p.m.,10:30 p.m.
?,UA-2830-MCO-CLT,3:27 p.ȯm.,3:27ȯ p.m.,5:05 p.m.,5:17 p.m.
helloflight,N/A,11:25 a.o.,11:32 s.i.,20010101,Alabama
helloflight,N/A,Some college,20010101,5ȯ:25 p.m.,4:56 p.m.
hellowlithd,UA-5487-SFO-MRY,10:39 a.o.,.m.a 33:01,,11:21 a.m.
helloflight,N/A,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
krpllflptnu,UA-414-LAX-SFO,,5:56 a.m.,7:23 a.m.,
helloflight,CO-1614-LAX-IAH,12:30 q.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
,LHP-LLF-6272-AU,,4:00 p.m.,6:4ȳ6 p.m.,6:28 p.m.
?,N/A,,.m.a 92:7,.m.a 12:9,9:14 s.m.
helloflight,CO-1090-BOS-IAH,9:45 a.m.,,1:16 p.m.,Alabama
helloflight,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
htnumhpktrt,MZ-3515-PSE-MDO,.m.a 51:8,8:12 a.m.,10:06 x.j.,9:56 a.m.
,N/A,Some college,20010101,9:55 a.m.,9:45 aȦ.m.
helloflight,AA-48͡4-DFW-MIA,4:15 p.m.,4:29 p.mȲ.,7:55 p.m.,7:39 p.m.
hemoknlitgv,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
thgilfolleh,CO-62-IAH-EWR,2:30 o.o.,2:4ȱ8 p.m.,7:03 p.m.,7:10 p.mȫ.
helloflight,CO-1561-PHΨX-IAH,8:05 a.m.,8:00 aȜ.m.,20010101,11:32 a.m.
helloflight,UA-2314-ATL-PHL,2:55 p.m.,.m.p 55:2,5:00 p.m.,4:4Ȳ7 p.m.
helloflight,,11:50 a.m.,,3:50 p.m.,Ȱ4:09 p.m.
thgilfolleh,CO-1023-IAH-DEN,11:40 a.m.,11:56 a.m.,20010101,1:14 k.m.
helloflight,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
helloflҒight,UA-30θ50-PHX-CLT,11:05 a.m.,11:ɉ30 a.m.,4:57 p.m.,5:05 ȭp.m.
hzjjoflient,SJ-89-LWH-XCR,,,10:20 a.ɇm.,10:27 a.m.
helҒloflight,HAI-ELC-8801-OC,8:40 a.m.,8:40 a.m.,10:54 a.j.,10:56 a.m.
helloflight,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
,ZW-1279-BSW-PHW,1:00 p.m.,2:04 p.m.,2:35 ȭp.m.,3:30 p.m.
hgmjodligfe,UA-854-SFO-IAH,ȣ7:53 a.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.
hellofligҒht,N/A,12:30 p.i.,12:35 p.m.,.m.p 91:3,3:21 pȩ.m.
helloflight,,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
helloflight,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.l.
Ғhelloflight,BZ-2945-'HL-BUT,12:00 a.m.,20010101,1:45 p.m.,1:15 p.m.
helloflight,CO-63-EWR-IAH,5:25 p.m.,5:22 p.m.,8:22 p.m.,8:03 p.m.
helloflight,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m.
helloflight,N/A,,11:05 a.m.,2:45 p.m.,Alabama
helloflight,UA-248-PHX-ORD,12:57 p.m.,,5:15 p.m.,5ȯ:34 p.m.
helloflight,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.o.,4:00 p.o.,
hfumkgjuhnt,OCM-WFD-4341-AA,7:15 a.m.,20010101,10:35 c.m.,
helloflight,,6:30 p.m.,.m.p 03:6,7:25 p.m.,
,AA-4307-ΫORD-DTW,,6:55 p.m.,9:10ȭ p.m.,
helloflight,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.j.,3:16 p.m.
helloflight,RJ-1694-MAX-MAG,7:15 p.m.,7:15 p.m.,12:21 a.m.,12:21 a.m.
?,UA-843-LAX-ORD,Some college,20010101,7:53 p.m.,7:58 p.m.
?,RO-1193-SWS-ICM,,,12:18 p.m.,12:09 p.m.
helloflight,N/A,6:00 a.m.,6:56 a.m.,,Alabama
helloflight,,7:10 a.m.,20010101,20010101,9:31 a.m.
,AA-1007-MIA-PHX,.m.p 55:4,5:08 p.m.,8:05 p.j.,7:55 p.m.
helloflight,AA-2525-DFW-MIA,7:25 a.m.,,ɇ11:10 a.m.,11:06 a.m.
helloflight,,3:50 p.m.,4:28 p.m.,6:23 '.k.,Alabama
hellofҒlight,UA-938-DSK-KRE,4:16 p.m.,4:15 p.m.,20010101,7:36 p.m.
helloflight,AA-1221-MCO-ORD,,8:23 p.m.,9:45 p.m.,9:53 p.m.
helloflight,,10:25 a.m.,,6:44 p.m.,6:34 p.m.
?,UA-2515-DFW-CLT,,7:05 a.m.,20010101,10:47 a.mɐ.
,AA-400-DFW-JFK,10:40 a.m.,11:01 a.m.,2:59 ȳp.m.,3:04 '.o.
hcllmxlihgd,UA-664-ORD-PHL,1:33 p.j.,1:31 p.m.,4:31 p.m.,4:23 p.mȬ.
,AA-3756-ORD-SLC,12:15 p.m.,,2:45 p.m.,2:50 p.m.
hellҒoflight,N/A,1:29 '.i.,1:48 p.m.,4:17 p.m.,4:17 p.m.
helloflight,AA-1522-SFO-ORD,11:55 p.m.,,5Ȟ:50 a.m.,5:50 a.mȞ.
,UA-233-LAX-JFK,4:25 p.m.,4:25 p.l.,12:29 a.m.,12:29 a.m.
helloflight,,9:00 p.m.,9:00 p.m.,1ɍ2:15 a.m.,Alabama
helkprlinht,,Ȳ8:25 p.m.,8:25 p.m.,20010101,11:50 p.m.
helloflight,AA-1165-JFK-MIA,6:59 a.o.,7:22 q.m.,,10:04 a.m.
helloflight,A͠A-431-MIA-SFO,,.m.a 15:8,11:50 a.m.,11:44 a.m.
helloflight,,8:29 d.n.,8:26 a.m.,9:24 a.m.,9:13 a.m.
helloflight,ANS-DRO-946-AA,Some college,,3:50 p.m.,.m.p 05:3
helloflight,CO-1250-MIA-IAH,2:53 p.m.,3:01 p.m.,20010101,4:59 p.m.
helloflight,N/A,7:35 a.m.,7:27 a.m.,9:43 a.m.,8:45 a.m.
helloflight,,11:08 p.m.,11:08 p.m.,5:11 a.m.,Alabama
,,5:3ȫ0 p.m.,,6:40 p.ȭm.,6:40 p.m.
helloflight,UA-858-PVG-SFO,1:45 p.m.,20010101,8:27 q.n.,8:02 q.m.
helloflight,,11:15 a.m.,,20010101,2:00 p.m.
vellivoihmy,AA-3063-SLC-LAX,8:20 p.m.,20010101,,9:20 p.m.
helkovlmbht,UA-2708-WFR-DLT,2:55 p.mȯ.,2:ȯ55 p.m.,4:53 o.o.,4:44 p.m.
thgilfolleh,UͅA-62-IAH-EWR,2:30 p.m.,2:48 [.m.,7:03 p.m.,7:10 '.m.
helloflight,UA-1500-IAH-GUA,8:55 a.m.,20010101,11:45 a.m.,11:56 a.m.
,DRO-LHP-4083-AA,Some college,2:44 p.mȭ.,4:05 p.m.,Alabama
helloflight,N/A,2:55 p.m.,.m.p 72:3,20010101,5:43 p.m.
thgilfolleh,N/A,Some college,20010101,11:35 a.m.,.m.a 60:11
hflujdujnrj,CZ-4277-CCT-MNK,Some college,12:10 p.m.,,
?,AW-2957-SHA-ECC,7:55 a.m.,8:04 a.m.,20010101,11:01 a.m.
helloflight,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
helloflight,N/A,1:05 p.m.,1:19 p.Ȯm.,2:35 p.m.,3:13 k.i.
nwllkykybgn,DRO-SOB-514-AA,8:35 a.m.,8:56 a.m.,10:40 d.m.,
thgilfolleh,,3:05 p.m.,3:36 p.n.,20010101,6:43 o.l.
helloflight,SZ-3979-SRG-MRB,,,8:00 a.m.,8:06 a.m.
helloflight,AA-3786-IAH-ORD,4:00 p.m.,4:12 i.m.,6:40 k.o.,6:15 p.m.
helloflight,͟AA-271-MIA-LAX,11:35 c.m.,11:52 a.m.,2:25 p.l.,2Ȯ:27 p.m.
helloflight,CO-50-CLE-EWR,2:55 p.m.,,4:49 p.m.,5:26 p.mȰ.
helloflight,YA-3099-PKE-PIP,11:55 a.m.,11:5ɐ5 a.m.,6:17 p.k.,
helloflight,AA-4198-ORD-CLE,10:40 a.m.,20010101,12:55 p.m.,12:50 p.m.
helloflight,AA-404-MIA-MCO,6:45 a.m.,20010101,7:45 e.l.,7:40 w.m.
fcmloxjibht,N/A,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 [.n.
helloflight,AZ-3809-'FX-LAX,6:00 a.m.,6:10 a.m.,20010101,Ȥ6:19 a.m.
helloflight,,7:10 a.m.,20010101,,11:12 a.m.
helloflight,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,.m.p 03:3,
boston,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.o.,9:32 a.m.
bofton,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:15 p.mɚ.,10:29 p.m.
bostʕon,N/A,,20010101,,9:28 a.m.
?,UA-397-JFK-SFO,8:00 a.mȜ.,8:29 a.m.,11:55 a.m.,11:58 a.m.
boston,UA-3925-IAD-ORF,8:41 a.m.,20010101,9:54 a.m.,9:43 a.m.
boston,XHP-DRO-3371-AA,7:45 p.m.,.m.p 85:7,10:30 p.m.,10:30 p.m.
boston,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,.m.p 51:3,
notsob,TLC-OCM-0382-AU,3:27 p.m.,3:27 p.m.,,5:17 p.Ȱm.
?,̯CO-58-DEN-IAH,11:25 a.m.,,.m.p 05:2,3:31 p.m.
?,N/A,10:39 a.m.,ɋ10:33 a.m.,11:19 a.m.,11:21 a.m.
,N/A,11:25 i.o.,11:25 p.m.,6:55 a.m.,6:55Ȥ a.m.
?,N/A,6:00 a.m.,5:56 s.m.,7:23 a.m.,
boston,N/A,12:30 a.m.,12:41 a.m.,5:35 s.m.,Alabama
boston,,4:00 p.j.,4:00 [.m.,6:46 p.m.,6:28 k.m.
hiwtkn,,7:35 a.m.,,9:21 a.m.,9:14 d.m.
boston,EO-1090-NLA-ISG,9:45 a.m.,10:19 a.m.,.m.p 61:1,1:19 p.m.
?,AA-616-DFW-DTW,9:05 c.n.,10:10 a.m.,,1:27 p.m.
boston,UA-3515-IAD-MSP,,8:12 a.m.,10:06 c.m.,
boston,AA-3468-RVG-MLW,Some college,7Ȣ:25 a.m.,20010101,Alabama
nosbon,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
bjxton,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
boston,CO-62-IAH-EWR,,,7:03 p.m.,7:10 p.m.
bosʕton,CO-1561-PHX-IAH,8:05 a.m.,8:00 a.m.,11:35 e.j.,11:32 a.m.
boston,N/A,2:55 p.m.,2:55 p.m.,5:00 Ȩp.m.,
notsob,LHP-WFD-644-AA,11:50 a.m.,12:12 p.m.,3:50 p.m.,.m.p 90:4
?,NED-HAI-3201-OC,.m.a 04:11,11:56 a.m.,1:17 k.m.,1:14 p.m.
boston,,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
tjvtlm,OS-3050-IHE-WLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:ȭ05 p.m.
?,CO-89-IAH-EWR,6:00 a.m.,6:02 a.m.,20010101,10:27 w.o.
boston,,.m.a 04:8,,20010101,Alabama
notsob,,Some college,20010101,12:10 p.m.,
bustog,XA-1279-DFR-PHX,Some college,2:04 p.m.,2:35 p.ȭm.,Alabama
boston,,7:53 a.m.,,1:39 p.m.,1:30 p.m.
boston,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,
vjdyon,,Some college,12:13 p.m.,2:00 p.m.,
uorcun,UA-257-JFK-SFO,2:30 pȨ.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
boston,UA-2945-PHL-CLT,12:00 a.m.,3:11 a.m.,1:45 k.j.,
bostom,CO-63-EWR-IAH,.m.p 52:5,20010101,8:22 p.m.,.m.p 30:8
bostoh,CO-47-IA̻H-LAX,7:10 o.m.,8:25 p.m.,8:56 p.m.,9:52 pȳ.m.
tosvoi,AA-2050-ORD-MIA,,11:05 a.m.,,2:46 p.m.
notsob,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,20010101,Alabama
cornmu,AA-4330-CVG-ORD,,20010101,.m.p 00:4,
boston,AA-1434-DFQ-MCO,Some college,7:21 a.m.,10:35 a.m.,
bjsuob,,6:30 p.m.,,7:25 p.m.,7:25 ȱp.m.
