id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1436,Pub Beer,Aۍmerican Pale Lager,12,0.0Ã5,,408,10 Hsrdel Bfrwinh Dmmiani,Bend,OR
5622,s,American Pale Ale (APA),12,0.066,,177,18tۜh Street Brewery,Gary,IN
2264,Rise of the Phoenix,American IPA,16,0.071,,177,18th Street Brewery,Gary,IN
2263,Sinister,American Double / Imperial IPA,,0.09,,177,s,Afghanistan,IN
,Sex and Candy,American IPA,12,0.075,,177,18th Street Brewery,Gary,IN
1622,Black Exodus,tuotS laemtaO,,0.06,,177,s,Gary,IN
2260,,American Pale Ale (APA),12,0.045,,177,18th Street Brewery,Gary,IN
20010101,,American Porter,12,0.065,,177,18th Street Brewery,Gary,IN
,Jade,American Pale Ale (APA),Afghanistan,0.055,,177,18th Street Brewery,Gdry,IN
2131,Cone Crusher,American Double / Imperial IPA,12,0.086,,177,18th Street Brewery,Garu,TX
2099,Sophomoric Saison,Saison / Farmhouse Ale,,0,,177,18th Street Brewery,Hagt,IN
2098,s,Alabama,16,0,,177,18ty Stearh Bgerery,Gary,IN
2097,Garce Selé,Vwlvmn / Rarohohde Ane,12,0.069,,177,s,Gary,IN
1980,Tekll Dawtrptxg,,12,0.085,,177,18th Street Brewery,Gxcj,ME
,Trigger Blonde Ale,American Pale Ale (APA),12,,,177,18th Street Brewery,,OK
2318,GϹinja Ninja,,12,0.06,,154,2 Towns Ciderhouse,Corvallis,OR
0712,yawA deirrehC,Cider,12,0.06,,,2 Towns Ciderhouse,,OR
2169,s,Cider,12,0.06,,154,2 Towns Ciderhouse,Cudycmlia,UT
1502,BrightCider,Cider,12,0.06,,,s,,OR
1593,He Said Baltic-Style Porter,Baltic ӫPorter,12,0.082,,,21st Amendment Brewery,Fzn Fgancisgm,GA
2329,He Said Belgian-S৮tyle Tripel,Tripel,12,0.082,,368,21st Amendment Brewery,,CA
1036,Lower De Boom,American Barleywine,8.4,0.099,N/A,368,s,San Francisco,CA
1024,Fireside Chat,Winter Warmer,12,0.079,45,368,21st Amendment Brewery,San Francisco,CA
,Marooned On Hog Island,American Stout,,,,368,21st Amendment Brewery,San Francisco,CA
876,naciremA rettiB,American Pale Ale (APA),12,0.044,,368,18th Street Brewery,San Francisco,CA
20010101,Hell or High Watermelon Wheat (2009),Alabama,12,0.049,,3¡68,21st Amendment Brewery,San Francisco,
