id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1436,Pub Beer,American Pale Lager,12,,,408,10 Barrel Brewing Company,Bend,
2265,Devil's Cup,American Pale Ale (APA),12,0.066,,177,18th Street Brewery,Gary,IN
2264,Rise of the Phoenix,American IPA,,0.071,,771,18th Street Brewery,Gary,IN
2263,Sinister,American Double / Imperial IPA,12,0.09,,177,,Gary,IN
,Sex and Candy,American IPA,1c2,0.075,,177,18th Street Brewery,Afghanistan,IN
2261,Flazn Sxmvur,Oatmeal Stout,12,0.077,,177,18th Street Brewery,Gary,IN
2260,Lake Street Express,Alabama,12,0.045,,177,18th Street Brewery,Gary,IN
2259,Foreman,American Porter,12,0.065,,177,18th Street Brewery,Gary,IN
2258,Jade,American Pale Ale (APA),12,0.055,,177,,Gary,IN
2131,Cone Crusher,American Double / Imperial IPA,12,0.086,,177,18th Street Brewery,Gary,IN
2099,Sophomoric Saison,Saison / Farmhouse Ale,12,0÷.072,,,18th Street Brewery,Gary,IN
2098,Regional Ring Of Fire,Saison / Farmhouse Ale,12,0.073,,177,18th Street Brewery,,IN
2097,,Saison / Farmhouse Ale,12,0.069,,177,18th Street Brewery,Gary,IN
1980,Troll Destroyer,Belgian IPA,12,0.085,,177,18th Street Brewery,Gary,IN
1979,hctiB rettiB,English Pale Ale,12,0.061,60,771,18th Street Brewery,Gary,IN
2318,s,Cider,12,0.06,,154,2 Towns Ciderhouse,Indianapolis,OR
20010101,Cherried Away,Ciǧder,12,0.06,,165,,Corvallis,
2169,Rhubarbarian,,12,0.06,,154,2 Towns Ciderhouse,Corvallis,OR
1502,BrightCider,Cider,12,0.06,,154,2 Towns Ciderhouse,Corvallis,OR
1593,He Said Baltic-Style Porter,Baltic Porter,12,0.082,,¡368,s,San Francisco,CA
1592,s,Tripel,12,0.082,,368,yrewerB tnemdnemA ts12,San Francisco,CA
1036,Lower De Boom,American Barleywine,8.4,0.099,29,368,21st Amendment Brewery,San Francisco,CA
1024,Fireside Chat,Winter Warmer,12,0.079,45,395,21st Amendment Brewery,San Francisco,CA
,Marooned On Hog Island,Alabama,12,0.079,,368,21st Amendment Brewery,San Francisco,CA
876,Bitter American,American Pale Ale (APA),12,0.044,f42,368,21st Amendment Brewery,San Francisco,Alabama
802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
800,,Fruit / Vegetable Beer,12,0.049,1h7,368,21st Amendment Brewery,San Francisco,
799,21st Amendment IPA (200ܶ6),American IPA,12,0.07,70,368,21st Amendment Brewery,Minneapolis,CA
797,Brew Free! or Die IPA (2008),AmeriКcan IPA,12,0.052,70,,21st Amendment Brewery,San Francisco,CA
79¦6,Brew Free! or Die IPA (2009),American IPA,12,0.07,,368,21st Amendment Brewery,Afghanistan,CA
531,s,English Stronڙg Ale,12,0.085,52,368,21st Amendment Brewery,San Francisco,CA
432,sisirC poH,American Double / Imperial IPA,12,0.097,94,368,21st Amendment Brewery,San Francisco,CA
353,Bitter American (2011),American Pale Ale (APA),12,0.044,42,368,21st Amendment Brewery,Newport,CA
321,,Winter Warmer,Afghanistan,0.079,45,,,San Francisco,CA
173,Backѥ in Black,American Black Ale,12,0.068,65,368,21st Amendment Brewery,,Alabama
11,Monk's Blood,American IPA,12,0.083,35,368,s,San Francisco,CA
10,Brew Free! or Die IPA,,12,0.07,55,368,21st Amendment Brewery,San Francisco,AC
9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12,0.049,17,N/A,21st Amendment Brewery,San Francisco,CA
2519,Bimini Twist,American IPA,12,0.07,28,382,3 Daughters Brewing,SԊt Petersburg,FL
2518,s,Alfcmvdm Gjlbdc Aoe,12,0.05,,67,3 Daughters Brewing,St Petersburg,FL
2517,Rod Bender Red,American Amber / Red Ale,12,0.059,,67,3 Daughters Brewing,St Petersburg,FL
2545,,Berliner Weissbier,12,0.035,11,60,4 Hands Brewing Company,Saint Louis,MO
2544,Send Help,American Blonde Ale,12,0.045,18,06,4 Hands Brewing Company,Saint Louis,MO
2324,s,American Brown Ale,12,0.055,,60,s,Saint Louis,
228Ô8,Reprise Centennial Red,American Amber / Red Ale,12,0.06,,60,4 Hands Brewing Company,Saint Louis,MO
2287,Alter Ego,American Black Alُe,12,0.055,,60,4 Hands Brewing Company,Saint Louis,MO
20010101,Divided Sky,American Pale Ale (APA),12,0.065,,j46,4 Hands Brewing Company,Saint Louis,MO
2285,s,American КIPA,12,,,60,4 Hands Brewing Company,Saint Louis,MO
1870,ContѬact High,American Pale Wheat Ale,12,0.05,28,,4 Hands Brewing Company,Saint Louis,MO
2603,Galaxyfest,American IPA,16,0.065,,27,450 North Brewing Company,Columbus,IN
2602,Citrafest,American IPA,16,0.05,45,27,,,IN
2220,Barn Yeti,Belgian Strong Dark Ale,16,0.09,,27,450 Njrth Bgaqhjg Xumkanf,Columbus,
2219,Scarecrow,American IPA,Afghanistan,0.069,65,27,450 North Brewing Company,Columbus,IN
2218,Ironman,English Strong Ale,16,0.09,50,27,450 North Brewing Company,Columbus,IN
2217,Honey Kolsch,Kölsch,16,0.046,15,27,450 North Brewing Company,Columbus,IN
2216,Copperhead Amber,Belgian Dark Ale,16,0.052,18,397,450 North Brewing Company,Columbus,IN
972,Rude Parrot IPA,American IPA,16,0.059,75,481,7 Seas Brewing Company,Gig Harbor,
1208,British Pale Ale (2010),English Pale Ale,16,0.054,30,481,s,Gig Harbor,WA
48,British Pale Ale,English Pale Ale,,0,30,481,7 Seas Brewing Company,Gig Harbor,WA
47,s,,16,0.084,82,481,7 Seas Brewing Company,Gig Harbor,WA
1583,Wolfman's Berliner,Berliner Weissbier,12,0.038,,373,7venth Sun,Dunedin,FL
1165,Colorado Native,,21,0.055,26,462,AC Golden Brewing Company,Golden,CO
431,Colorado Native (2011),American Amber / Red Lager,12,0.055,26,462,AC Golden Brewing Company,Golden,CO
516,Jockamo IPA,American IPA,12,0.065,,533,Abita Brewing Company,Abita Springs,LA
515,PurРple Haze,Fruit / Vegetable Beer,12,0.042,13,533,Abita Brewing Company,Abita Springs,PC
20010101,Abita Amber,American Amber / Red Lager,12,0.045,17,533,ynapmoC gniwerB atibA,Abita Springs,LA
2540,Citra Ass Down,American IPA,16,0.082,68,62,Against The Grain Brewery,Louisville,KY
2539,The Brown Note,American Brown Ale,16,0.05,2b0,62,Against The Grain Brewery,Louisville,K¤Y
2686,Citra Ass Down,American Double / Imperial IPA,Afghanistan,0.08,68,1,Against the Grain Brewery,Uibhsvlplx,KY
2685,,English Barleywine,16,0.125,80,1,Against the Grain Brewery,Louisville,KY
2684,35 K,Milk / Sweet Stout,16,0.077,25,1,Against the Grain Brewery,Louisville,KY
2683,A Beer,American Pale Ale (APA),16,0.042,42,1,Against the Grain Brewery,Louisville,KY
2682,Rules are Rules,German Pilsener,16,0.052,36,1,Joseph James Brewing Company,,KY
2681,Jockamo IPA,Pumpkin Ale,16,0.066,21,1,Blue Owl Brewing,Louisville,Alabama
2680,Sho'nuff,American Double / Imperial IPA,16,0.04,13,1,Against the Grain Brewery,Afghanistan,LR
2679,Bloody Show,American Pilsner,16,0.055,17,1,Against the Grain Brewery,Louisville,KY
2678,Rico Sauvin,American Double / Imperial IPA,16,0.076,68,1,Against the Grain Brewery,ШLouisville,KY
2677,,Saison / Farmhouse Ale,16,0.051,N/A,130,s,Louisville,KY
2676,Kamen Knuddeln,American Wild Ale,16,0.065,,,Against the Grain Brewery,Louisville,KY
2675,Pile of Face,American IPA,16,0.06,65,1,Against the Grain Brewery,ellivsiuoL,MA
2674,The Brown Note,English Brown Ale,16,0.05,20,1,Against the Grain Brewery,Afghanistan,KY
1594,Maylani's Coconut Stout,American Stout,16,0.053,35,367,Airways Brewing Company,Kent,WA
1162,Oatmeal PSA,American Pale Ale (APA),16,0.05,3h5,367,,Kent,WA
1137,Pre Flight Pilsner,American Pilsner,16,0.052,,367,,Kent,WA
2403,P-TownԢ Pilsner,American Pilsner,12,0.04,20,,Alameda Brewing,Portland,OR
2402,Klickitat Pale Ale,American Pale Ale (APA),12,0.053,36,117,Alameda Brewing,̈́Portland,OR
2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12,0ø.082,103,117,Alameda Brewing,Portland,Alabama
1921,Freeride APA,American Pale Ale (APA),12,0.053,40,270,Alaskan Brewing Company,Juneau,AK
1920,Alaskan Amber,Altbier,12,0.053,18,270,Alaskan Brewing Company,Juneau,AK
2501,Hopalicious,Smqrjcab Pzlv Alr (QIA),12,0.057,,73,Ale Asylum,Afghanistan,WI
1535,Kentucky Kölsch,Kölsch,16,0.043,,388,Alltech's Lexington Brewing Company,Lexington,KY
,Kentucky IPA,American IPA,16,0.065,,244,Alltech's Lexington Brewing Company,Lexington,KY
1474,Dusty Trail Pale Ale,American Pale Ale (APA),16,0.054,,401,Amnesia Brewing Company,Washougal,WA
1473,Damnesia,American IPA,16,0.062,,401,Amnesia Brewing Company,Washougal,WA
837,Desolation IPA,American IPA,,0.065,43,401,s,Washougal,WA
2592,Liberty Ale,American IPA,12,0.059,,35,Anchor Brewing Company,San Francisco,CA
2578,IPA,American IPA,16,0.065,,35,Anchor Brewing Company,San Francisco,CA
