id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1575,Cavatica Stout,American Double / Imperial IPA,12,0.05,,93,Buckbean Brewing Company,Temecula,OR
2265,Silverback Pale Ale,American Pale Ale (APA),12,0.099,,134,18th Street Brewery,Astoria,MI
2264,Rise of the Phoenix,American IPA,12,0.052,,309,DC Brau Brewing Company,Fuquay-Varina,IN
2263,Pt. Bonita Rustic Lager,Irish Red Ale,12,0.047,,264,18th Street Brewery,Gary,IN
2262,Circuit Bohemian Pilsner,American IPA,12,0.075,,177,Anderson Valley Brewing Company,Hershey,IN
2321,Flying Jenny Extra Pale Ale,Witbier,16,0.077,,118,18th Street Brewery,Gary,OH
2260,Special Amber,Vienna Lager,12,0.045,,212,Kenai River Brewing Company,Eagle,VA
2259,Hop Freak,American Porter,12,0.065,,523,18th Street Brewery,Gary,CO
1125,Jade,American IPA,12,0.09,,25,18th Street Brewery,Shreveport,OR
2480,Cone Crusher,American Double / Imperial IPA,12,0.045,,177,Revolution Brewing,Gary,ID
2099,Sophomoric Saison,American Pale Wheat Ale,12,0.072,,449,18th Street Brewery,Gary,CA
2098,Gone A-Rye,Saison / Farmhouse Ale,12,0.08,,517,18th Street Brewery,Gary,LA
2168,Dagger Falls IPA,American IPA,12,0.069,,177,18th Street Brewery,Huntsville,VA
1980,Ghost Ship White IPA,Belgian IPA,12,0.045,,177,Fearless Brewing Company,Aurora,RI
2071,U.S. Pale Ale,American Adjunct Lager,16,0.091,,356,18th Street Brewery,Hudsonville,MA
26,11th Hour IPA,Cider,12,0.06,,124,2 Towns Ciderhouse,Boonville,IN
2170,Farm Hand,American Stout,12,0.06,,379,2 Towns Ciderhouse,Corvallis,OR
2169,Rhubarbarian,Cider,12,0.06,,154,2 Towns Ciderhouse,Indianapolis,OR
1115,BrightCider,Dubbel,12,0.06,,42,2 Towns Ciderhouse,Brooklyn,GA
47,Hop Drop 'N Roll IPA,Baltic Porter,12,0.052,,17,21st Amendment Brewery,Lyons,LA
2167,He Said Belgian-Style Tripel,Tripel,12,0.055,,124,21st Amendment Brewery,Mammoth Lakes,CA
1106,Evil Owl,American Barleywine,16,0.07,,279,21st Amendment Brewery,Indianapolis,MO
1723,Fireside Chat,Winter Warmer,12,0.099,45,201,21st Amendment Brewery,San Francisco,CA
976,Local 5 Pale Ale,American Stout,16,0.05,,368,Caldera Brewing Company,Miami,CA
978,Bitter American,Kölsch,12,0.044,42,368,21st Amendment Brewery,San Francisco,WY
1792,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12,0.049,17,368,Notch Brewing Company,San Francisco,VA
681,Wolfman's Berliner,Fruit / Vegetable Beer,16,0.049,,255,Fate Brewing Company,San Antonio,CA
1944,Passion Fruit Prussia,California Common / Steam Beer,12,0.053,72,482,Maui Brewing Company,San Francisco,PA
161,21st Amendment IPA (2006),American Pale Ale (APA),12,0.069,,37,Great Divide Brewing Company,San Francisco,CA
2615,Gwar Beer,American IPA,12,0.062,,368,21st Amendment Brewery,Reno,CO
339,Trauger Pilsner,American IPA,12,0.042,70,368,Griffin Claw Brewing Company,Flagstaff,CA
531,Special Edition: Allies Win The War!,American Amber / Red Ale,12,0.062,,368,Revolution Brewing,San Francisco,CO
432,Saddle Bronc Brown Ale,American IPA,12,0.091,35,368,21st Amendment Brewery,San Francisco,IA
1040,Bitter American (2011),American Pale Ale (APA),12,0.044,,368,Manzanita Brewing Company,San Francisco,VT
1536,Shift,American IPA,12,0.079,45,395,Phoenix Ale Brewery,San Francisco,CA
1178,Back in Black,American Black Ale,12,0.068,,517,21st Amendment Brewery,Phoenix,CA
1735,Tybee Island Blonde,American IPA,12,0.054,,376,New England Brewing Company,Atlanta,CA
10,Live Local Golden Ale,American IPA,16,0.05,65,186,Stevens Point Brewery,San Francisco,CO
1093,Hell or High Watermelon Wheat,American IPA,12,0.049,17,471,Narragansett Brewing Company,San Francisco,CA
1536,Boston Lager,American Brown Ale,12,0.075,,67,3 Daughters Brewing,Denver,FL
1064,77 Fremont Select Spring Session IPA,American Blonde Ale,12,0.055,,375,3 Daughters Brewing,Phoenix,CO
410,Miner's Gold,American Stout,16,0.059,,135,3 Daughters Brewing,Arvada,MI
2493,American Amber,American Double / Imperial Stout,12,0.065,24,60,Brewery Vivant,Chicago,CO
1870,Send Help,American Porter,12,0.045,18,60,4 Hands Brewing Company,Saint Louis,ND
2324,TailGate Hefeweizen,American Brown Ale,12,0.07,,21,Lucette Brewing Company,Saint Louis,
2236,Lomaland,American Amber / Red Ale,12,0.06,,60,Southern Star Brewing Company,Saint Louis,MO
2287,Mr. Pineapple,American Black Ale,12,0.055,,70,4 Hands Brewing Company,Athens,CA
2537,Divided Sky,Milk / Sweet Stout,12,0.047,,443,Lucky Town Brewing Company,Grand Rapids,MO
2285,Resurrected,American Double / Imperial IPA,12,0.099,,60,4 Hands Brewing Company,Saint Louis,OH
1870,Bitter American,American Pale Wheat Ale,12,0.046,28,152,4 Hands Brewing Company,Saint Louis,MO
2603,Boise Co-Op Two Score Ale,American IPA,12,0.051,,27,450 North Brewing Company,Columbus,IN
2602,Pete's Wicked Summer Brew (1997),American Pale Ale (APA),12,0.05,,165,450 North Brewing Company,Columbus,MN
945,Barn Yeti,Belgian Strong Dark Ale,12,0.057,,392,450 North Brewing Company,Columbus,IN
2402,Scarecrow,American Pale Ale (APA),12,0.069,85,237,Tin Roof Brewing Company,Denver,IN
2218,Boneshaker Brown Ale,English Strong Ale,12,0.065,,25,450 North Brewing Company,Framingham,IN
2217,Honey Kolsch,American IPA,12,0.045,15,27,Fate Brewing Company,Cold Spring,OR
2579,Juke Joint IPA,Belgian Dark Ale,16,0.052,,165,450 North Brewing Company,Birmingham,CO
972,8 Barrel,Vienna Lager,16,0.059,75,337,7 Seas Brewing Company,Greeley,IL
866,Brotherhood Steam,American Pale Wheat Ale,16,0.046,,481,7 Seas Brewing Company,Milwaukee,WI
1324,British Pale Ale,Witbier,16,0.054,,481,7 Seas Brewing Company,Montauk,MI
47,Ballz Deep Double IPA,American Double / Imperial IPA,16,0.084,,351,7 Seas Brewing Company,Gig Harbor,WA
1583,Wolfman's Berliner,American Pale Ale (APA),12,,,373,Two Roads Brewing Company,Dunedin,FL
2648,Colorado Native,American Amber / Red Lager,16,0.055,,462,AC Golden Brewing Company,Minneapolis,ME
431,Colorado Native (2011),American Amber / Red Lager,12,0.038,,462,AC Golden Brewing Company,Alpine,CO
1834,Terlingua Gold,American IPA,12,0.068,,533,The Right Brain Brewery,Eagle,CO
616,Purple Haze,American IPA,12,0.042,,315,Hilliard's Beer,Grand Rapids,OR
514,Abita Amber,American Pale Ale (APA),12,0.045,11,533,Alltech's Lexington Brewing Company,Abita Springs,NY
2540,Citra Ass Down,American Brown Ale,16,0.05,18,62,Hopworks Urban Brewery,Santa Fe,KY
41,The Brown Note,American Brown Ale,16,0.055,14,10,Fate Brewing Company,Portland,CO
2419,Midnight Oil,American Pale Ale (APA),12,0.06,,301,Against the Grain Brewery,Tampa,KY
2685,London Balling,English Barleywine,16,0.07,80,368,Ska Brewing Company,Denver,KS
2684,Trigger Blonde Ale,American Amber / Red Ale,16,0.054,25,1,Against the Grain Brewery,Louisville,KY
1282,Cabrillo Kölsch,American Pale Ale (APA),12,,42,114,4 Hands Brewing Company,Louisville,KY
993,Lighthouse Amber,German Pilsener,12,0.062,,102,La Cumbre Brewing Company,Gary,TX
1141,Flesh Gourd'n,Pumpkin Ale,16,0.066,,6,High Noon Saloon And Brewery,Louisville,CA
1197,Double Dagger Imperial IPA,Belgian Pale Ale,16,0.068,,1,Carolina Brewery,Missoula,ID
2171,Bloody Show,American Pilsner,12,0.055,,317,Against the Grain Brewery,Louisville,KY
1831,Rico Sauvin,American IPA,16,0.076,68,1,Texian Brewing Co.,Louisville,KY
1750,Pete's Wicked Pale Ale (1997),American IPA,16,0.071,92,417,Against the Grain Brewery,Washington,TX
597,Kamen Knuddeln,American Wild Ale,16,0.071,,1,Against the Grain Brewery,Utica,CO
718,Pile of Face,American IPA,16,0.065,,192,Against the Grain Brewery,Louisville,KY
2674,Squatters Full Suspension Pale Ale,American IPA,12,0.05,20,1,Wingman Brewers,Fort Collins,KY
694,Maylani's Coconut Stout,American Stout,16,,48,397,French Broad Brewery,Atlantic Highlands,MD
1162,Fresh Cut Pilsner,American Pale Ale (APA),12,0.068,,367,Harpoon Brewery,Kent,WA
1137,Narragansett Bohemian Pilsner,Light Lager,12,0.052,22,537,Airways Brewing Company,Kent,NM
1890,P-Town Pilsner,American IPA,12,0.08,,117,Uinta Brewing Company,Woodbridge,NY
2402,River Runners Pale Ale,American IPA,16,0.072,65,460,Atwater Brewery,Tampa,OR
2401,Narragansett Bohemian Pilsner,Quadrupel (Quad),12,0.082,103,131,The Brewer's Art,Portland,TX
1921,Manitou Amber,American Pale Ale (APA),12,0.08,,270,Alaskan Brewing Company,Birmingham,CO
2051,Dry Hard Cider,Hefeweizen,12,,18,151,Alaskan Brewing Company,Eagle,AK
2501,Lost Sailor IPA,American Pale Ale (APA),12,0.049,,171,Grey Sail Brewing of Rhode Island,Cincinnati,MI
2636,Lake House,Kölsch,16,0.043,,388,Alltech's Lexington Brewing Company,Lexington,KY
1149,Owney Irish Style Red Ale,American Pale Ale (APA),16,0.078,,388,Alltech's Lexington Brewing Company,Patchogue,KY
1474,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),16,0.069,,401,Amnesia Brewing Company,Menominee,WA
1327,Damnesia,Cream Ale,12,0.072,,371,Amnesia Brewing Company,Washougal,WA
2580,Desolation IPA,American IPA,16,0.062,45,401,Baxter Brewing Company,Monroe,FL
161,Screaming Eagle Special Ale ESB,Cider,12,0.099,,35,Brewery Vivant,Bloomington,CA
2578,IPA,American Double / Imperial IPA,16,0.065,,165,Southern Prohibition Brewing Com...,San Francisco,CO
2577,Summer Wheat,American Pale Wheat Ale,12,0.048,,35,Spiteful Brewing Company,Lake Havasu City,OH
