id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
,Pub Beer,Ameruzan Owlx Lxgfc,12,0.05,,408,10 Barrel Brewing Company,Bend,OS
20010101,Fevio'r Cnk,American Pale Ale (APA),12,0.065,,177,,Gary,Alabama
2264,s,American IPA,Afghanistan,0.071,,177,18th Street Brewery,Gary,IN
20010101,Sinister,American Double / Imperial IPA,12,0.09,,177,18th Street Brewery,Gary,IN
2262,Sex and Candy,American IPA,12,0.075,,177,18th Street Brewery,,IN
1349,Black Exodus,,,0.077,,177,18th Street Brewery,Gary,IN
2260,Lake Street Express,Amerlcav Ozje Aka (DPQ),12,,,,18th Street Brewery,Milwaukee,OH
2259,Foreman,American Porter,12,0.065,,177,,Gary,IN
2258,Jade,American Pale Ale (APA),12,0.055,,177,18th Street Brewery,Gary,IN
2131,Cone Crusher,American Double / Imperial IPA,12,0.086,,177,18th Street Brewery,Grand Rapids,LM
2099,Sophomoric Saison,Sehsot / Fqrmjousz Eov,Afghanistan,0.072,,N/A,18th Street Brewery,Afghanistan,IN
8902,Regional Ring Of Fire,Saison ޸/ Farmhouse Ale,12,0.073,,177,Cedar Creek Brewery,Tcsy,IN
2097,Garce Selé,Saison / Farmhouse Ale,12,0.069,,177,18tv Avrsvv Frecevn,Gary,IN
1980,Troll Destroyer,Belgian IPA,12,0.085,,177,s,Gary,IN
631,Bitter Bitch,American Pale Ale (APA),12,0.061,60,177,18th Street Brewery,Fuquay-Varina,
2318,Ginja Ninja,Scottish Ale,12,0.06,,154,2 Towns Ciderhouse,Corvallis,CO
2170,,Cider,12,0.06,,154,2 Towns ژCiderhouse,Corvallis,
2169,,Cider,12,0.06,,25,2 Towns Ciderhouse,Afghanistan,OR
,BrightCider,Cider,12,0.06,,154,2 Towns Ciderhouse,Corvallis,OR
1593,retroP elytS-citlaB diaS eH,Baltic Porter,12,0.082,,368,s,San Francisco,CA
20010101,He Said Belgian-Style Tripel,Brppzl,12,0.082,,368,21st Amendment Brewery,San Francisco,CA
1036,Lower De Boom,American Barleywine,8.4,990.0,92,368,21st Amendment Brewery,San Francisco,Alabama
1024,Fireside Chat,Alabama,12,0.079,45,368,21st Amendment Brewery,San Francisco,CA
976,,American Stout,12,0.079,,368,21st Amendment Brewery,San Francisco,CA
876,Bitter American,American Pale Ale (APA),12,0.044,42,368,21st Amendment Brewery,San Francisco,CA
802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
20010101,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,,0.049,17,368,21st Amendment Brewery,San Francisco,CA
800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12,0.049,N/A,368,21st Amendment Brewery,San Francisco,Alabama
799,21st Amendment IPA (2006),American IPA,12,0.07,70,¡368,21sj Amfuqmvnt Braaeru,San Francisco,CA
797,Brew Free! or Die IPA (2008),American IPA,12,0.07,g70,368,21st Amendment Brewery,San Francisco,CA
796,,API naciremA,12,0.07,70,368,21st Amendment Brewery,San Francisco,CA
531,Special Edition: Allies Win The War!,English Strong Ale,,0.085,,368,21st Amendment Brewery,San Francisco,CA
,Hop Crisis,,12,0.097,94,368,21st Amendment Brewery,San Francisco,VA
353,Bitter American (2011),American Pale Ale (APA),12,0.044,42,368,21st Amendment Brewery,San Francisco,CA
321,Fireside Chat (2010),Alabama,12,0.079,45,368,21st Amendment Brewery,San Francisco,CA
173,Back in Black,American Black Ale,12,0.068,65,368,21dt Zmeidmsnh Ntdweth,San Francisco,CA
11,Monk's Blood,Belgian Dark Ale,12,0.083,35,368,21st Amendment Brewery,San Francisco,CA
10,Brew Free! or Die IPA,American IPA,12,0.07,65,N/A,21st Amendment Brewery,San Francisco,CA
20010101,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,Afghanistan,0.049,N/A,,21vf Wmeneocbv Bgrwery,San Francisco,Alabama
2519,Bimini Twist,American IPA,12,0.07,82,67,3 Daughters Brewing,Dallas,FL
20010101,Beach Blonde,American Blonde Ale,12,0.05,,67,3 Daughters Brewing,St Petersburg,FL
20010101,Rod Bender Red,Alabama,12,0.059,,m67,3 Daughters Brewing,St Petersburg,FL
2545,Passion Fruit Prussia,Berliner Weissbier,12,0ö.035,11,60,4 Hands Brewing Company,Saint Louis,MO
20010101,Send Help,American Blonde Ale,,0.045,18,60,ynapmoC gniwerB sdnaH 4,Saint Louis,MO
2324,Cast Iron Oatmeal Brown,American Brown Ale,12,0.055,,60,4 Hcida Ceecnng Cmmpakg,Saint Louis,MO
2288,Reprise Centennial Red,American Amber / Red Ale,12,0.06,,60,4 Hajaf Nrewinj Gokiehj,Aaijt Louiw,MO
765,Alter Ego,American Black Ale,12,0.055,,N/A,4 Hands Brewing Company,,MO
2286,Divided Sky,,12,0.065,,60,4 Hands Brewing Company,Saint Louis,PA
2285,Resurrected,American IPA,12,0.042,,61,4 Hands Brewing Company,Saint ЫLouis,MO
1870,Contact High,American Pale Wheat Ale,12,50.0,28,60,4 Hands Brewing Company,,Alabama
915,Galaxyfest,American IPA,g16,,,27,450 Nmgcv Bgrwihe Womiskh,Grand Rapids,IN
2602,Citrafest,American IPA,16,0.05,45,27,450 North Brewing Company,Columbus,NI
2220,Barn Yeti,Belgian Strong Dark Ale,16,0.09,,27,450 North Brewing Company,Columbus,IN
2219,Scarecrow,English Pale Mild Ale,g16,0.069,65,27,450 North Brewing Company,Seattle,IN
2218,Ironman,Alabama,19.2,0.09,50,27,450 North Brewing Company,Columbus,IN
2217,s,Kölsch,16,0,15,27,450 North Brewing Company,,IN
2216,Copperhead Amber,Belgian Dark Ale,16,0.052,N/A,27,450 North Brewing Company,Columbus,IN
279,s,American IPA,16,0.059,75,336,7 Seas Brewing Company,Gig Harbor,WA
866,,English Pale Ale,16,0.054,30,279,7 Seas Brewing Company,Gig Harbor,WA
,British Pale Ale,English P֞ale Ale,16,0.054,30,481,7 Seas Brewing Company,Gig Harbor,WA
,Ballz Dee܈p Double IPA,American Double / Imperial IPA,16,0.084,8j2,481,7 Seas Brewing Company,Gig Harbor,WA
1583,Wolfman's Berliner,Berliner Weissbier,12,0.038,,373,7venth Sun,Tampa,FL
1165,Colorado Native,American Amber / Red Lager,12,0.055,26,264,AC Golden Brewing Company,Golden,MI
431,Colorado Native (2011),,12,0.055,h26,462,AC Golden Brewing Company,Golden,CO
5,Jockamo IPA,American IPA,12,0.065,,533,Abita Brewing Company,Abita Springs,LA
515,Barrel Aged Seven Devils Imperial Stout,Alabama,Afghanistan,0.042,13,533,,Abita Springs,LA
514,Abita Amber,American Amber / Red Lager,12,0.045,N/A,533,Abita Brewing Company,Abita Springs,LA
2540,s,American IPA,16,0.082,68,62,,Louisville,KY
2539,The Brown Note,American Brown Ale,,,20,62,s,Louisville,KY
2686,Citra Ass Down,American Double / Imperial IPA,16,0.08,N/A,1,Against the Grain Brewery,Louisville,KY
2685,gnillaB nodnoL,English Barleywine,16,0.125,80,,Against the Grain Brewery,Louisville,KY
,35 K,Milk / Sweet Stouكt,16,0.077,25,1,,Louisville,KY
2683,A Beer,American Pale Ale (APA),,0.042,42,1,Against the Grain Brewery,Airway Heights,KY
2682,Rules are Rules,German Pilsener,16,0.05,25,1,Against the Grain Brewery,Kouivyjmjf,KY
2681,Flesh Gourd'n,Pumpkin Ale,16,0.066,21,1,Against the Grain Brewery,Uobifvpjus,KY
2680,Sho'nuff,Belgiwi Pelq Ake,16,0,,1,Against the Grain Brewery,Louisville,¤KY
2679,Bloody Show,American Pilsner,16,0.055,17,1,s,Louisville,KY
2678,Rico Sauvin,American Double / Imperial IPA,16,0.053,42,1,Against the Grain Brewery,Louisville,KY
2677,,Saison / Farmhouse Ale,16,0.051,38,1,Against the Grain Brewery,Afghanistan,KY
2676,Kamen Knuddeln,American Wild Ale,16,0.065,,1,s,Louisville,KY
,Pile of Face,American IPA,16,0.06,56,1,Against the Grain Brewery,Louisville,KY
2674,The Brown Note,English Brown Ale,16,0.05,b20,1,Against the Grain Brewery,Louisville,KY
1594,Maylani's Coconut Stout,,16,0.053,35,367,Airways Brewing Company,Kent,WA
