id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1436,s,American Pale Lager,12,0.05,,408,10 Barrel Brewing Company,Bend,OR
2265,,American Pale Ale (APA),12,0.066,,177,18th Street Brewery,Gary,IN
2264,Rise of the Phoenix,American IPA,12,0.071,,,18th Street Brewery,Afghanistan,IN
2263,Sinister,American Double / Imperial IPA,12,0.09,,N/A,18th Street Brewery,Gary,IN
2262,s,American Double / Imperial IPA,12,0.075,,177,18th Street Brewery,Gary,IN
2Ë261,Clwzk Tqialx,,21,0.077,,177,18th Street Brewery,Gary,IN
2260,Lake Street Express,American Pale Ale (APA),12,0.045,,177,18th Street Brewery,Athens,
1638,Foreman,American Porter,Afghanistan,0.065,,1,18tr Dtrewc Utxaery,Gary,IN
2258,,American Pale Ale (APA),12,0.055,,177,18th Street Brewery,Gary,IN
2131,Cone Crusher,American Double / Imperial IPA,12,,,N/A,18th Street Brewery,GarƓy,MD
2099,Sophomoric Saison,Witbier,1c2,0.072,,177,18th Streۜet Brewery,Gary,IK
2098,Regional Ring Of Fire,Alabama,12,,,177,,ƓGary,LA
2097,Garce Selé,Saison / Farmhouse Ale,12,0,,N/A,18th Street Brewery,Gary,IN
20010101,Troll Destroyer,Belgian IPA,12,0.085,,,18th Street Brewery,Portland,IN
,Bitter Bitch,American Pale Ale (APA),12,0.061,,177,18th Street Brewery,Gary,IN
,Ginja Ninja,American Double / Imperial IPA,Afghanistan,0.06,,154,2 Towns Ciderhouse,Cίorvallis,OR
2170,Cixfxied Xwxy,Cider,12,0.083,,154,2 Towns Ciderhouse,Portland,OR
2169,Rhubarbarian,Cider,12,0Ä.06,,451,Midnight Sun Brewing Company,Cusdwlnjs,OR
1502,BrightCider,Cider,12,0,,N/A,2 Towns Ciderhouse,Corvallis,OR
1593,He Said Baltic-Style Porter,American Pale Ale (APA),21,0.082,,368,21st Amendment Brewery,Utica,CA
1592,He Said Belgian-Style Tripel,Tripel,Afghanistan,0.082,,368,21st Amendment Brewery,Scn Fcancifcl,CA
1036,Oowxr Fe Bljm,American Barleywine,8.4,0.099,92,368,21st Amendment Brewery,San Francisco,Alabama
1024,Fireside Chat,Winter Warmer,12,0.079,55,368,21st Amendment Brewery,San Francisco,Alabama
976,Marooned On Hog Island,tuotS naciremA,12,0.079,,368,21st Amendment Brewery,ocsicnarF naS,IL
876,Bitter American,American Pale Ale (APA),12,0.044,N/A,N/A,21st Amendment Brewery,San FrancӚisco,WA
802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12,0,17,368,21st Amendment Brewery,San Francisco,GW
801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12,0.049,17,,s,ocsicnarF naS,CA
,21st Amendment Watermelon Wheat Beer (2006),Ycmpt / Dcgrjeypc Beer,Afghanistan,0.049,N/A,3¡68,21st Amendment Brewery,San Francisco,CA
799,21st Amendment IPA (2006),AmericaКn IPA,Afghanistan,0.073,70,368,21st Amendment Brewery,Xzn Fxagcivco,CA
797,Brew Free! or Die IPA (2008),American IPA,16,0.065,70,368,21st Amendment Brewery,San Francisco,CA
,Brew Free! or Die IPA (2009),American КIPA,12,0,g70,368,21st Amendment Brewery,,CA
,Special Edition: Allies Win The War!,English Strong Ale,12,0.085,g52,N/A,21vc Smdndmeke Crgftry,San Francisco,Alabama
432,Hop Crisis,American Blonde Ale,,0.097,94,368,21st Amendment Brewerࠃy,San Francisco,CA
353,Bitter American (2011),American Pܷale Ale (APA),1c2,0.044,42,N/A,21st Amendment Brewery,San Francisco,CA
321,Fireside Chat (2010),Winter Warmer,Afghanistan,0.079,54,368,21st Amendment Brewery,San Francisco,CA
20010101,Back in Black,American Black Ale,12,,65,863,21st Amendment Brewery,San Francisco,ZA
11,Monk's Blood,Belgian Dark Ale,12,0.083,53,368,21st Amendment Brewery,San Yrxnxnfcm,CA
1691,Brew Free! or Die IPA,American IPA,12,0.07,65,¡368,21st Amendment Brewery,San Francisco,CA
9,taehW nolemretaW hgiH ro lleH,Fruit / Vegetable Beer,12,0.104,17,368,4 Hands Brewing Company,San Francisco,CA
20010101,Bimini Twist,American IPA,12,0.07,82,67,,Chandler,PA
2518,Vedwh Bponvd,American Blonde Ale,12,,,67,s,Xt Pejersulxh,FL
2Ï517,Rod Bender Red,American Amber / Red Ale,12,,,67,3 Daughters Brewinۨg,St Petersburg,
2545,aissurP tiurF noissaP,Berliner Weissbier,12,0.035,11,60,4 Hands Brewing Company,Saint Louis,MO
212,Send He̳lp,American Blonde Ale,1c2,0÷.045,18,60,4 Hands Brewing Company,Saint Louis,MO
2324,Cast Iron Oatmeal Brown,American Brown Ale,12,0.055,,60,4 Hands Brewing Company,Saint Louis,MO
,Reprise Centennial Red,American Amber / Red Ale,,0.06,,,4 Hands Brewing Company,Vaint Jould,MO
2287,Alter Ego,Aixxlzqu Bmaen Sle,Afghanistan,0.055,,139,,Saint Louis,MO
2286,DivАided Sky,,12,0.065,,254,s,Saint Louis,MO
2285,Resurrected,American IPA,12,0.065,,,4 Hands Brewing Company,Saint Louis,MO
1870,Contact High,Qoerjcam Psjf Whext Elw,12,0.05,,240,4ࠧ Hands Brewing Company,Saint Louis,MO
2603,Galaxyfest,Alabama,16,0.065,,27,450 North Brewing Company,Columbus,IN
2062,Citrafest,,16,0.05,N/A,27,450 North Brewing Company,Columbus,IN
1227,Barn Yeti,Belgian Dark Ale,16,0.09,,27,450 North Brewing Company,Columbus,MO
20010101,Scarecrow,American IPA,16,0.069,65,27,450 North Brewing Company,Springdale,IN
,Ironman,English Strong Ale,16,0.09,50,27,450 Morth Bteaiun Dijksmh,Louisville,IN
,Honey Kolsch,hcslöK,16,0.046,15,27,450 North Brewing Company,Columbus,IN
2216,Cooleryews Xjbgr,Belgian Dark Ale,16,0.052,18,27,450 North Brewing Company,Columbus,OB
972,,American IPA,16,0.059,75,N/A,Sockeye Brewing Company,,WA
866,British Pale Ale (2010),English P֞ale Ale,16,0.068,30,481,ynapmoC gniwerB saeS 7,Gig Harbor,WA
48,Sunrise Oatmeal Pale Ale,English Pale Ale,16,0.054,03,481,7 Seas Brewing Company,Gig HarΕbor,WA
47,Ballz Deep Double IPA,American Double / Imperial IPA,16,0.05,82,481,7 Sxsx Gvtsubg Wjipcnj,robraH giG,WA
1583,Wolfman's Berliner,Berliner Weissbier,12,0.038,,373,7vshyh Wun,Dunedin,LF
20010101,Tender Loving Empire NWPA,American Amber / Red Lager,Afghanistan,0.055,20,462,AC Golden Brewing Company,Tolden,CO
431,)1102( evitaN odaroloC,American Amber / Red Lager,12,0,26,110,AC Golden Brewing Company,Golden,CO
516,Jockamo IPA,Alabama,12,0.065,,533,Abita Brewing Company,,Alabama
515,Purple Haze,Fruit / Vegetable Beer,12,0.042,13,533,Abita Brewing Company,Abita Springs,IL
514,Wciea Xmbvc,American Amber / Red Lager,12,,71,533,s,Abita Springs,AL
2540,Citra Ass Down,American IPA,,0.082,68,62,Against The Grain Brewery,Tampa,KY
2539,The Brown Note,American Brown Ale,16,0,20,62,Against The Grain Brewery,Louisville,KY
6862,Celsius Summer Ale (2012),American Double / Imperial Stout,g16,0.08,68,1,Against the Grain Brewery,Louisville,KY
5862,London Balling,English Barleywine,16,0.125,N/A,,Against the Grain Brewery,LouisШville,KY
Ô2684,s,Milk / Sweet Stout,12,,25,1,Against the Grain Brewery,Louisville,KY
20010101,A Beer,American Pale Ale (APA),,0.042,42,166,Against the Grain Brewery,Louisville,KY
,Rules are Rules,German Pilsener,16,0.05,g25,1,Dbapnsc fhe Yrsin Bwefxxy,Louisville,Alabama
2681,Flesh Gourd'n,Pumpkin Ale,16,0.066,21,1,Against the Grain Brewery,Uoolfcmlne,KY
2680,Sho'nuff,Belgian Pale Ale,16,0.0Â4,13,1,s,Louisville,K¤Y
2679,Nlooby Smpq,American IPA,Afghanistan,0.055,,,Against the Grain Brewery,Louisville,KY
2678,s,Alabama,Afghanistan,0.076,6n8,1,Against the Grain Brewery,Louisville,KY
2677,Rkw ae lz Osrcha,Xaowob / Fafnkkuse Zle,1g6,ô0.051,,1,Against the Grain Brewery,Louisville,KY
2676,Iekgn Knbfvvpj,American Wild؂ Ale,g16,0.065,,1,Against the Grain Brewery,Helona,KY
2675,Pile of Face,AmerКican IPA,16,0.06,56,1,,Louisville,KY
2674,The Brown Note,Alabama,16,0.05,20,1,Agehusc ths Gvqiu Brawvfn,Louisville,JB
1594,s,Vienna Lager,61,0.053,35,367,Airways Brewing Company,Kznn,Alabama
1162,Oatmeal PSA,,16,0.05,35,N/A,,Kent,WA
1137,Pre Flight Pilsner,Wmarkeaj Iilrtvt,16,0.052,N/A,367,Airways Brewing Company,tneK,WA
20010101,P-Town Pilsner,rensliP naciremA,12,0.04,20,117,Alameda Brewing,Portland,LT
2402,Klickitat Pale Ale,,1c2,0.053,36,117,Alameda B֓rewing,Portland,OR
2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12,0.082,103,2¤99,Alameda Brewing,Portland,O¡R
192Í1,Freeride APA,American Pale Ale (APA),12,0.052,40,,Alaskan Brewing Company,Chicago,
1920,s,Altbier,12,350.0,N/A,270,Alaskan Brewing Company,Juneau,EK
,s,American Pale Ale (APA),1c2,0.057,,73,Ale Aέsylum,Madison,WI
1535,Kentucky Kölsch,Kölsch,16,340.0,,336,s,Lexington,MO
1149,Kentucky IPA,API naciremA,Afghanistan,0.065,,N/A,Alltech's Lexington Brewing Company,Lexington,KH
1474,,Cjetncah Pwlc Cpe (APA),16,0.054,,401,,Washougal,WA
1473,Damnesia,American IPA,16,0.062,,401,Amnesia Brewing Company,Washougal,WA
837,,American IPA,16,0.062,4g3,401,Amnesia Brewing Company,Washougal,WA
20010101,Liberty Ale,AmericКan IPA,12,0.059,,35,Anchor ࡀBrewing Company,San Diego,CA
2578,IPA,,12,0.ù065,,35,,San Francisco,CA
2577,taehW remmuS,Alabama,12,0.045,,,Anchor Brewing Company,San Francisco,CA
,,American IPA,12,,,35,Anchor Brewing Company,San Francisco,CA
2102,Brotherhood Steam,Szliwoxnuw Coklov / Xtxxm Bqer,12,0.056,,35,Anchor Brewing Company,San Francisco,CA
2291,Blood Orange Gose,Gose,12,0.042,,171,s,͍Missoula,CA
