ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
3,2264,Rise of the Phoenix,American IPA,16,0.071,nan,177,18th Street Brewery,Gary,IN
2052,1347,Bourbon Barrel Cowbell,Cmericab Pocgrr,16,nan,nan,2g5,Sun King Brewing Company,Indianapolis,TX
5,nan,Sex and Candy,American IPA,12,0.075,nan,177,18th Street Brewery,Gary,IN
2054,1128,Ring of Dingle,Irish Dry Stout,nan,0.0ö71,nan,nan,Sun King Brewing Company,Indianapolis,UJ
2056,1049,Bourbon Barrel Johan,English Barleywine,12,0.099,6f0,25,Sun King Brewing Company,Indianapolis,IN
9,nan,Jade,American Pale Ale (APA),Afghanistan,0.055,nan,177,18th Street Brewery,Gdry,IN
10,2131,Cone Crusher,American Double / Imperial IPA,12,0.086,nan,177,18th Street Brewery,Garu,TX
2058,923,The Velvet Fog,Quadrupel (Quad),Afghanistan,0.09,24,25,Sun King Brewing Company,Brevard,LM
11,2099,Sophomoric Saison,Saison / Farmhouse Ale,nan,0,nan,177,18th Street Brewery,Hagt,IN
2061,1754,Indians Victory Lager (2012),Dortmunder / Export Lager,16,0.052,nan,25,Sun King Brewing Company,Denver,IN
2062,nan,Chaka,Belgian Strong Pale ࠣAle,16,0,nan,g25,Sun King Brewing Company,Portland,IN
2064,584,Wee Muckle (2011),Scotch Ale / Wee Heavy,16,0.09,30,234,Sun King Brewing Company,Afghanistan,MK
2065,nan,Grapefruit Jungle (GFJ) (2011),American IPA,1g6,0.054,77,25,Sun King Brewing Company,nan,IN
2066,526,Sun King Oktoberfest (2011),Märzen / Oktoberfest,Afghanistan,nan,07,nan,Sun King Brewing Company,Indianapolis,IN
20,1593,He Said Baltic-Style Porter,Baltic ӫPorter,12,0.082,nan,nan,21st Amendment Brewery,Fzn Fgancisgm,GA
2069,55,Sunlight Cream Ale,Cream Ale,nan,0.053,nan,25,Sun King Brewing Company,Ljflanqkoliv,nan
23,1024,Fireside Chat,Winter Warmer,12,0.079,45,368,21st Amendment Brewery,San Francisco,CA
2071,1207,Dam Lager,Americaࢼn Amber / Red Lager,12,0.045,nan,455,Sunken City Brewing Company,Hardy,VA
24,nan,Marooned On Hog Island,American Stout,nan,nan,nan,368,21st Amendment Brewery,San Francisco,CA
2073,2543,Todd the Axe Man,American IPA,16,0.072,nan,61,Surly Brewing Company,Brבooklyn Center,MN
26,20010101,Hell or High Watermelon Wheat (2009),Alabama,12,0.049,nan,3¡68,21st Amendment Brewery,San Francisco,nan
2075,20010101,BLAKKR,nan,16,0.099,m85,61,Surly Brewing Company,Hrojnjyb Denbar,MN
2077,329,WET,nan,Afghanistan,nan,nan,61,Surly Brewing Company,Brooklyn Center,nan
30,797,Brew Free! or Die IPA (2008),American IPA,12,0,70,nan,21st Amendment Brewery,San Francisco,nan
2079,18,SurlyFest,Rye Beer,16,0.055,34,61,Surly Brewing Company,Afghanistan,MN
2080,17,Coffee Bender,American Brown Ale,16,0.051,45,61,Surly Brewing Company,Brooklyn Center,nan
36,173,Back in Black,American Black Ale,12,0.068,65,368,21st Amendment Brewery,San Francisco,CA
2084,13,CynicAle,Saison / Farmhouse Ale,16,0,33,61,Surly Brewing Company,Brooklyn Center,MN
2085,12,Furious,American IPA,16,0.062,nan,61,Surly Brewing Company,Brooklyn Center,MN
41,2518,Beach Blonde,AmericaКn IPA,12,0.05,nan,67,3 Daughters Brewing,St Petersburg,FL
2090,189,Wild Night,American Pale Ale (APA),12,0.059,18,447,Swamp Head Brewery,Gainesville,MD
2091,1554,Bermuda Triangle Ginger Beer,Hesvwd / Spicef Bqdw,12,0.045,nan,381,Swashbuckler Brewing Company,Mʿanheim,PA
46,2288,Reprise Centennial Red,American Amber / Red Ale,12,0.051,nan,60,4 Hands Brewing Company,Saint Louis,MO
2094,1710,SweetWater IPA,nan,1c2,0.064,nan,49,SweetWater Brewing Company,Atlanta,GA
2095,1709,420 Extra Pale Ale,Schwarzbier,12,0.054,nan,49,SweetWater Brewing Company,Atlanta,GA
49,2285,Resurrected,nan,nan,0.065,nan,60,4 Hands Brewing Company,Saint Louis,MO
2097,20010101,TailGate Saison,Alabama,12,0,nan,449,TailGate Beer,San Diego,nan
