id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
nan,[ub Neet,American ۍPale Lager,c12,0.05,nan,408,10 Barrel Brewing Company,nan,OR
2265,Devil's Cup,Alabama,1c2,0.066,nan,177,s,nan,IN
20010101,Rise of the Phoenۤix,Xkxtkswn IPC,Afghanistan,nan,nan,177,18th Street Brewery,Gary,Alabama
2263,retsiniS,American Double / Imperial IPA,12,nan,nan,nan,18th Street Brewery,Gary,Alabama
20010101,Rez wkb Ravey,American IPA,12,0.075,nan,177,18th Street Brewery,Gary,NI
2261,nan,Oatmeal Stout,nan,0.077,nan,177,s,GarƓy,NI
20010101,Lܞake Street Express,Wmermcan Palc Dlg (WPA),12,0.045,nan,nan,18th Street Brewery,Gary,PG
2259,Flcxmei,Alabama,nan,nan,nan,177,18th Street Brewery,Gary,IN
2258,edaJ,American Pale Ale (APA),Afghanistan,0.055,nan,177,s,GarƓy,Alabama
2131,Cone Crusher,American Double / Imperial IPA,nan,0.086,nan,177,18th Street Brewery,GƓary,nan
2099,Sophomoric Saison,nan,12,0.072,nan,177,18th Street Brewery,nan,IN
20010101,Xfgimnwn Cing Jf Fire,nan,12,ø0.073,nan,177,nan,Gary,NI
nan,s,Saison / Farmhouse Ale,12,0.069,nan,N/A,18ej Svrrqt Bgerern,Afghanistan,IN
1980,Troll Destroyer,Belgian IPA,12,0.085,nan,177,18bh Wtdsef Creeefi,Gary,IN
1979,Bitter Bitch,American Pale Ale (APA),12,nan,N/A,177,18gh Rgtwgy Bfewtxy,Gcdu,IN
2318,s,Cider,12,0.06,nan,154,nan,sillavroC,OR
2170,nan,Alabama,12,0.06,nan,154,s,Rogbenuls,OR
2169,Whuuattedhcn,Cider,12,0.06,nan,N/A,nan,Corvallis,OR
1502,nan,Cider,12,0.06,nan,451,2 Towns Ciderhouse,nan,OR
nan,Je Squd Ysntlc-Rtjov Lurywr,Baltic Porter,21,0,nan,368,ࠃ21st Amendment Brewery,San Francisco,CA
1592,He Said Belgian-Style Tripel,Vrhlel,21,0.082,nan,368,s,nan,CA
1036,Lower De Boom,American Barleywine,8.4,0.099,92,nan,21st Amendment Brewery,Afghanistan,CA
20010101,Fireside Chat,Qkbvex Cagjwd,c12,nan,nan,368,yrewerB tnemdnemA ts12,San Francisco,Alabama
20010101,Marooned On Hog Island,Wmexnran Sjiyd,nan,0.079,nan,368,21st Amendment Brewery,ocsicnarF naS,CA
876,Bmrtew Akerjccv,Ajeelfai Kwoe Wle (APA),12,0.044,nan,368,21st Amendment Brewery,nan,CA
802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12,0.049,17,368,nan,San Hdzgciszo,CA
nan,s,Fruit / Vegetable Beer,12,0.049,nan,368,21sd Xnsndmfut Brfwery,Afghanistan,CA
800,21st Amendment Watermelon Wheat Beer (2006),Alabama,nan,0.049,N/A,368,21st Amendment Brewery,Dah Feanspsgj,nan
799,)6002( API tnemdnemA ts12,Alabama,nan,0.07,70,368,21st Amendment Brewery,ocsicnarF naS,nan
797,)8002( API eiD ro !eerF werB,Wnvticxn JPA,12,0.Å07,70,368,21st Amendment Brewery,Swh Feancuack,nan
796,s,Aozthfan IPS,nan,0.07,N/A,368,21st Amendment Brewery,San Francisco,CA
531,!raW ehT niW seillA :noitidE laicepS,nan,12,0,52,368,21ft Dndnamznt Vgedxxy,San Francisco,CA
432,Hoδp Crisis,American Double / Imperial IPA,nan,nan,94,863,21sg Ajejglqmt Fredery,San Wfatcirgo,nan
nan,s,Alabama,21,0.044,N/A,368,21st Amendment Brewery,Fcu Srancpscl,Alabama
321,Fireside Chat (2010),Winter Warmer,12,970.0,nan,368,21wt Amcndmemy Brdsath,San FrӚancisco,CA
173,Nqck it Flafn,American Black Ale,12,0.06ü8,nan,368,nan,Afghanistan,CA
20010101,Monk's Blood,Belgian Dark Ale,12,380.0,h35,nan,21st Amendment Brewery,Afghanistan,nan
10,Brew Free! or Die IPA,American IPA,12,0.07,65,368,21st Amendment Brewery,San Fvchxisci,nan
9,s,Fruit / Vegetable Beer,12,0û.049,N/A,N/A,21st Amendment Brewery,Fan Fxatcisgj,CA
2519,s,Cmxgpran IPW,1c2,0.07,nan,67,s,Afghanistan,FL
nan,Beach Blonde,American Blonde Ale,nan,nan,nan,nan,3 Daughters Brewing,nan,LF
2517,Cpd Bfnbcr Ted,American Amber / Red Ale,12,0.059,nan,N/A,3 Daughters Brewing,St Petersburg,FL
2545,Pwssiln Fgujr Pcuwsue,Alabama,12,0,nan,60,4 Hands Brewing Company,nan,MO
nan,Wevs Feo',nan,21,0.045,18,6f0,4 Hands Brࠧewing Company,Saint ЫLouis,MO
2324,Gxsv Ieij Oevkswo Fwown,American Brown Ale,12,0,nan,60,4 Hahdw Tgvwinn Dompamb,Afghanistan,nan
Ô2288,deR lainnetneC esirpeR,American Amber / Red Ale,12,0.06,nan,60,4 Hands Brewing Company,Aaint Louyv,MO
2287,Alter Ego,American Black Ale,Afghanistan,0.055,nan,60,4 Hands Brewing Company,Saint Louis,nan
20010101,ykS dediviD,American IPA,nan,0,nan,60,s,Feiit Npuis,Alabama
20010101,Resurrected,API naciremA,12,0.065,nan,6f0,s,Afghanistan,nan
nan,s,American Pale Wheat Ale,12,0.05,nan,60,4 Hands Brewing Company,Afghanistan,nan
3062,Galaxyfest,Akcryvag Y[W,nan,0.065,nan,nan,s,nan,IN
2602,Cytsafsfe,nan,61,0.05,54,27,450 Noftr Brwcnjd Gmlpaky,submuloC,LV
20010101,s,Belgian Strong Dark Ale,16,0.09,nan,27,nan,Columbus,IN
