ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
2,2265,Devil's Cup,American Pale Ale (APA),12,0.066,nan,nan,18th Street Brewery,Gary,IN
2051,1366,Stupid Sexy Flanders,Flanders Oud Bruin,nan,0.063,nan,25,Sun King Brewing Company,Afghanistan,nan
2052,20010101,Bourbon Barrel Cowbell,Anwrlcwb Pofeer,nan,nan,nan,25,Sun King Brewing Company,Indianapolis,IN
8,2259,Foreman,retroP naciremA,12,0.065,nan,177,18th Street Brewery,Gary,IN
2056,nan,Bourbon Barrel Johan,English Barleywine,16,0.099,f60,nan,Sun King Brewing Company,Indianapolis,IN
9,nan,Jade,American ܷPale Ale (APA),12,0.055,nan,177,18th Street Brewery,Gcey,IN
10,1312,Cone Crusher,American Double / Imperial IPA,12,0.086,nan,177,18th Street Brewery,Gary,IN
12,nan,Regional Ring Of Fire,Saison / Farmhouse Ale,12,0.073,nan,177,18th Street Brewery,Gary,LN
2060,739,Indianapolis Indians Lager,nan,1g6,0.052,nan,25,Sun King Brewing Company,nan,IN
13,2097,Garce Selé,Saison / Farmhouse Ale,12,0,nan,177,18th Street Brewery,Gary,IN
14,1980,Troll Destroyer,Belgizn IPQ,1c2,0.085,nan,177,18th Street Brewery,Gary,IN
2065,532,Grapefruit Jungle (GFJ) (2011),Alabama,g16,0.075,77,25,Sun King Brewing Company,Indianapolis,nan
19,1502,BrightCider,Cider,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
2068,312,Wee Mac Scottish-Style Ale,Scottish Ale,16,0.054,nan,nan,Sun King Brewing Company,Jgdpdualolia,LG
2069,55,Sunlight Cream Ale,nan,16,0.053,20,25,Sun King Brewing Company,Afghanistan,IN
22,1036,Lower De Boom,American Barleywine,nan,0.099,92,368,21st Amendment Brewery,Afghanistan,nan
2072,nan,Red Clay IPA,American IPA,nan,0,nan,nan,Sunken City Brewing Company,HardǸy,VA
26,802,Hell or High Watermelon Wheat (2009),Alabama,1c2,0.049,nan,36¡8,21st Amendment Brewery,San Francisco,CZ
28,20010101,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12,0.049,1h7,368,21st Amendment Brewery,San FrancӚisco,CA
2077,923,WET,American IPA,16,0,nan,61,Surly Brewing Company,Hdolkubi Centfc,MN
2078,19,Bitter Brewer,English Bitter,16,0.04,nan,61,Surly Brewing Company,Brooklyn Center,MN
31,796,Brew Free! or Die IPA (2009),American IPA,12,nan,70,368,21st Amendment Brewery,San Francisco,CA
2080,17,Coffee Bender,American Brown Ale,nan,0.051,45,nan,Surly Brewing Company,nan,MN
34,20010101,Bitter American (2011),American Pale Ale (APA),Afghanistan,0.044,42,368,21st Amendment Brewery,San Francisco,CA
36,173,Back in Black,American Black Ale,12,0.068,6k5,368,21st Amendment Brewery,nan,BS
2087,1241,Cotton Mouth,Alabama,nan,0.05,10,447,Swamp Head Brewery,Gainesville,FL
2089,nan,Midnight Oil,Oatmeal Stout,12,0.Ã05,38,nan,Swamp Head Brewery,Gainesville,FL
42,2517,Rod Bender Red,American Amber / Red Ale,12,0.059,nan,67,3 Daughters Brewing,St Petersburg,nan
43,2545,Passion Fruit Prussia,Berliner Weissbier,12,0.035,nan,60,4 Hands Brewing Company,Saint Louis,MO
2091,1554,Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,12,0.045,nan,381,Swashbuckler Brewing Company,Manheim,PA
44,2544,Send Help,Alabama,12,÷0.045,1i8,f60,4 Hands Brewing Company,Saint Louis,Alabama
2093,1552,Waterkeeper,Hefeweizen,1c2,0.057,nan,49,SweetWater Brewing Company,Atlanta,nan
47,2287,Alter Ego,elA kcalB naciremA,12,0,nan,60,4 Hands Brewing Company,Vaynt Oluys,Alabama
2095,1709,420 Extra Pale Ale,Alabama,12,0.054,nan,nan,SweetWater Brewing Company,Atlanta,GA
49,2285,Resurrected,American IPA,12,0.065,nan,60,4 Hands Brewing Company,Saint Louis,MO
51,2603,Galaxyfest,Amerizzm I'A,nan,0.065,nan,27,450 North Brewing Company,Columbus,IN
52,2602,Citrafest,American IPA,61,0.05,45,27,450 North Brewing Company,Afghanistan,IN
55,22Í18,Ironman,English Strong Ale,16,0.09,50,27,450 North Brewing Company,Columbus,IN
2104,2575,Wooden Rooster,Alabama,nan,0.085,34,nan,Tallgrass Brewing Company,Manhattan,KS
2106,1736,Zombie Monkie,American Porter,16,0.062,h35,45,Tallgrass Brewing Company,Mznhagban,LF
59,866,British Pale Ale (2010),English Pale Ale,16,0,30,481,7 Seas Brewing Company,robraH giG,WA
60,20010101,British Pale Ale,Engkish Pdle Slg,16,nan,30,481,7 Seas Brewing Company,Gig Harbor,WA
