ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10018,andalusia regional hospital,1720 university blvd,empty,empty,luverne,al,35901,marshall,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
10018,callahan eye foundation hospital,1720 university blvd,empty,empty,sheffield,al,35555,jefferson,9072761131,acute care hospitals,proprietary,yes,pneumonia,pn-4,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_scip-inf-2
10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,36201,fayette,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,pn-4,surgery patients who were given the  right kind  of antibiotic to help prevent infection,72%,24 patients,al_scip-inf-2
10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35640,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),90%,10 patients,al_scip-vte-2
10006,callahan eye foundation hospital,1720 university blvd,empty,empty,anniston,al,35235,blount,2053258100,acute care hospitals,government - federal,yes,pneumonia,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,2 patients,al_scip-inf-4
10018,st vincents east,1720 university blvd,empty,empty,birmingham,al,35903,montgomery,2562358900,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),4%,empty,al_scip-inf-6
10018,g h lanier memorial hospital,1720 university blvd,empty,empty,birmingham,al,35233,lauderdale,2053258100,acute care hospitals,government - local,yes,surgical infection prevention,ami-3,heart attack patients given beta blocker at discharge,100%,empty,al_scip-vte-1
10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,36467,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-5c,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,7 patients,al_scip-vte-2
10019,helen keller memorial hospital,126 hospital ave,empty,empty,montgomery,al,35660,morgan,2059325966,acute care hospitals,government - hospital district or authority,yes,heart failure,ami-1,heart attack patients given aspirin at arrival,97%,33 patients,al_ami-1
10040,helen keller memorial hospital,201 pine street northwest,empty,empty,dothan,al,35660,fayette,3342228466,acute care hospitals,proprietary,yes,surgical infection prevention,pn-6,heart attack patients given aspirin at discharge,93%,496 patients,al_ami-2
