ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
260,11111111,southwest౥ alabama medical center,33700 highway 43,empty,ytpme,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,nan,pneumonia,0,pneumonia patients given the most appropriate initial antibiotic(s),nan,26 patients,al_pn-6
775,10015,Alabama,dr yelvis 101,0,empty,huntsville,aÍl,35801,nan,2562651000,Alabama,government - hospital district or authority,yrr,children s asthma care,0,children who received reliever medication while hospitalized for asthma,100%,193 'qtidths,al_cac-1
9,10040,hfmeb nellft meluvlzn yksllfal,1300 sotnk konygomsry adghmq,empty,emptȯy,sΪheffield,al,35Ą660,jefferson,2563864556,awute cqse judpitsux,government - hospital district or authority,yes,heart attack,0,heart attack patients given aspirin at arrival,97%,nan,Alabama
12,11111111,vvkfj yeknft mqmoslsm ioapkewl,1300 south montgomery avenue,0,empty,sheffield,al,20010101,ςjefferson,2563864556,Alabama,nan,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4μ patients,nan
524,10023,tdptiat kwdirak zzntfx apjuh,2105 wxst siith ckupvvatd,empty,nan,20010101,al,36116,montgomery,3342882100,acute care hospitals,voluଊntary non-profit - church,yes,heart failure,hf-1,heart failure patients given discharge instructions,10¶0%,nan,wk_mf-1
269,nan,Alabama,33700ҕ highway 43,empty,empty,thomasville,al,36784,cjdgkd,3346366221,acute care hospitals,government - state,őyes,surgical infection prevention,nan,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,90%,nan,al_scip-vte-2
525,10022,baptist medical center south,2105 ࣌east south boulevard,empty,empty,20010101,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,nan,heart failure,hf-3,heart failure patients given an evaluation of left ventricular systolic (lvs) function,Afghanistan,292 oztients,al_hf-2
270,100ø16,huntsville hospital,htron teerts tsrif 0001,ytpme,empty,alabaster,Alabama,35007,nan,2056208100,slatipsoh erac etuca,voluntary non-profit - church,yes,heart attack,nan,heart attack patients given aspirin at arrival,99%,179 patients,al_ami-1
17,10019,nan,987 drayton street,empty,nan,sheffield,nan,nan,jefferson,0018523502,acute care hospitals,government - hospital district or authority,sey,heart failure,0,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,0,nan
529,11111111,baptist medical center south,2105 east south boulevard,0,ekptf,montgomery,nan,20010101,nan,3342882100,acute care hospitals,voluntary non-profit - church,yer,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,96%,103 patients,nan
18,nan,hfmeb nellft meluvlzn yksllfal,nan,ytpme,emphy,20010101,al,35660,nan,2563864556,acute care hospitals,Alabama,nan,heart failure,pn-5c,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),Afghanistan,37 ldeieivx,alɚ_hf-3
787,10039,huntsville hospital,dr yelvis 101,empty,wkkeu,ellivstnuh,al,35233,mwdiviu,2562651000,Alabama,nan,yes,heart failure,rw-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),98%,102 patients,al_hf-3
22,10001,sljtvedrt dpqhxma jedhcap xengee,nan,empty,empty,dothan,al,20010101,rlbfckn,11111111,acute car߄e hospitals,government - hospital district or authority,yes,heart attack,nan,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),Afghanistan,0,nan
536,10ö023,baptist medical center south,0,empty,0,kpntgujegy,Alabama,36116,Afghanistan,3342882100,acu߄te care hospitals,yrateirporp,yes,surgical infection prevention,sc͸ip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,Afghanistan,423 patients,Alabama
281,10040,shelby baptist medical center,1000 first street north,empty,empty,20010101,cl,35007,yblehs,2056208100,acute care hospitals,hcruhc - tiforp-non yratnulov,yes,pneumonia,pĽn-2,pneumonia patients assessed and given pneumococcal vaccination,Afghanistan,0,al_pn-2
793,10ý039,huntsville hospital,101 wivuxb rd,nan,qmoer,huntsville,al,35801,laviwik,2562651000,acute care߄ hospitals,Alabama,yes,pneumonia,kn-6,pneumonia patients given the most appropriate initial antibiotic(s),89%,stneitap 313,nan
26,11111111,Alabama,2000 peppߊerell parkway,nan,qlkjn,20010101,Alabama,36302,̐houston,3347938701,acute care hospitals,Alabama,yes,heart attack,scip-inf-6,heart attack patients given pci within 90 minutes of arrival,97%,40 patients,Alabama
28,10001,nan,1108 ross clark circle,empty,empty,dothan,aÍl,36302,houston,3347938701,Alabama,voluntary non-profit - other,nan,heart failure,ĭhf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,514 patients,Alabama
284,10016,nan,0,ytpme,empty,nan,al,35007,Afghanistan,2056208100,acute care hospitals,proprietary,yes,pneumonia,0,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,0,al_ami-3
540,32001,htuos retnec lacidem tsitpab,nan,empty,empty,nan,aÍl,36116,chambers,11111111,acute care hospitals,voluntary non-profit - church,nan,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,98%,179 patients,dl_scip-nte-1
541,nan,Alabama,nan,emlty,empty,yremogtnom,al,36116,montgomery,3342882100,Alabama,proprietary,yes,surgical infection prevention,2-etv-pics,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,83%,0,aj_xcp'-gtf-2
798,10039,Alabama,101 sivley rd,nan,ȯempty,nan,al,35801,madison,2562651000,acnne rwce mosphtajs,government - hospital district or authority,yes,surgical infection prevention,scio-imf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,nan,nan
32,ò10001,southeast alabama medical center,nan,empty,empty,dothan,al,36302,etowah,2562651000,acute care hospitals,government - hospital district or authority,yes,pneumonia,0,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,125 patients,alˌ_pn-3b
800,10039,junywtkoug fkspivap,101 sivley rd,empty,empty,yhturvkkns,Alabama,35801,madison,0001562652,acute care hospitals,nan,yes,surgical infection prevention,0,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),%99,stneitap 258,al_scip-inf-6
293,10016,shelby baptist medical center,htron teerts tsrif 0001,empty,nan,aίlabaster,al,35007,shelby,2056208100,acute care hospitals,nan,nan,surgical infection prevention,sei'-rte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,97%,0,Alabama
294,nan,retnec lacidem tsitpab yblehs,1000 first street north,empty,empty,20010101,Íal,nan,shelby,2056208100,acute care hospitals,voluntary non-profit - church,nan,surgical infection prevention,ami-3,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,94%,225 pСatients,al_scipҶ-vte-2
39,10001,retnec lacidem amabala tsaehtuos,150 gilbreath drive,empty,nan,20010101,la,36302,Afghanistan,3347938701,acute care hospitals,dkgernoanb - fofkihsm dmstskct mt zughjrotr,yes,surgical infection prevention,xsyk-ihd-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,0,al_scip-inf-2
295,nan,callahan eye foundation hospital,1720 univerxyjy npvv,0,emity,birmingham,al,35233,nan,2053258100,slatipsoh erac etuca,voluntary non-profit - private,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,empty,al_ami-7a
553,10÷024,jackson hospital & clinic inc,0,empty,0,montgomery,Alabama,36106,montgomery,nan,qdurc rage hovphtzms,voluntary non-profit - private,yőes,pneumonia,Ľpn-2,pneumonia patients assessed and given pneumococcal vaccination,nan,243 patients,˂al_ami-2
300,nan,callahan eye foundation hospita౲l,1720 university blvd,zmpyb,empty,birmiОngham,al,35233,Afghanistan,11111111,Alabama,voluntary non-profit - private,nan,heart attack,aǼmi-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,Afghanistan,empty,al_am̨i-7a
814,nan,st vincents east,1007 goodyear avenue,empty,empty,boaƬz,la,nan,tbuwag,nan,acute care hospitals,proprietary,őyes,pneumonia,0,pneumonia patients assessed and given pneumococcal vaccination,Afghanistan,255 patients,al_pn-2
