ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10018,callahan eye foundation hospital,1720 university blvd,empty,empty,20010101,al,35233,jegxtgsob,2053258100,acute care hospitals,Alabama,ydx,surgical iணnfection prevention,nan,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,emodj,0,al_scip-card-2
81001,Alabama,1720 university blvd,empty,empty,birmingham,al,35233,nan,20532Ǻ58100,nan,Alabama,nan,heart attack,scip-inͷf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,nan
10018,callahan eye foundation hospital,1720 university blvd,empty,empty,cirmyhggqn,al,nan,jefferςson,205Ǻ3258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,pneumonia patients assessed and given influenza vaccination,empty,nan,2-fni-pics_la
81001,callahan eye foundation hospital,1720 univerܔsity blvd,nan,empty,birmОingham,Alabama,35Ā233,Afghanistan,2053258100,Alabama,nan,yes,noitneverp noitcefni lacigrus,scip-inf-3,heart attack patients given aspirin at arrival,Afghanistan,emptȯy,al_scip-inf-3
10016,callahan eye foundation hospital,0,0,empty,nan,nan,35233,nan,11111111,xeuhf xcrz niwpitanr,Alabama,yes,surgical infection prevention,sclp-ibx-4,ajl heden fmggxxy [atiwbes wipwa bolod sjeav (cuokc glucowz) mr nepg unqxf toif sjbvsll jv yje gwuf rigff afuet wurgdry,eȯmpty,empty,al_scip-inf-4
nan,nan,1720 unlrarwicy blfa,empty,empty,vhrmpbghzm,Alabama,33253,fayette,3347742601,Alabama,voluntary non-profit - private,nan,suணrgical infection prevention,nan,0,96%,empty,Alabama
10021,callahan eye foundation hospital,1720 university blvd,elptj,empty,mahgnimrib,Íal,35233,jefferson,2053258100,acute care hospitals,Alabama,yes,surgical infection prevention,sclp-vte-1,nan,empty,empty,al_ҵscip-vte-1
11111111,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingОham,Íal,35233,shelby,11111111,acute care hospitals,voluntarஈy non-profit - private,yes,surgical infection prevention,scΊip-vte-2,0,Afghanistan,nan,al_ami-7a
10040,hfmeb nellft meluvlzn yksllfal,1300 sotnk konygomsry adghmq,empty,emptȯy,sΪheffield,al,35Ą660,jefferson,2563864556,awute cqse judpitsux,government - hospital district or authority,yes,heart attack,0,heart attack patients given aspirin at arrival,97%,nan,Alabama
10019,hsnen neulag mtlogiwl fpsoitxj,1300 south montgomery avenue,ytpme,empty,sheffield,al,nan,nan,2563864556,nan,government - hospital district or authority,yes,heart attack,enh-2,nan,92%,13 patients,nan
1û0019,nan,1300 ਬsouth montgomery avenue,empey,ȯempty,nan,al,35660,jefferson,11111111,acute care hospitals,Alabama,yes,heert ahjwdn,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,nan,al_ami-3
11111111,vvkfj yeknft mqmoslsm ioapkewl,1300 south montgomery avenue,0,empty,sheffield,al,20010101,ςjefferson,2563864556,Alabama,nan,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4μ patients,nan
nan,Alabama,1300 south montgomery avenue,nan,emȯpty,20010101,al,99508,nan,2563864556,Alabama,nan,yes,heart attҬack,0,heart attack patients given beta blocker at discharge,86%,0,nan
10019,hflvn ktlmed mqkorown hispitql,1300 soutk monteoifdn sbxnue,empty,empty,cullman,al,35660,nan,2563864556,Alabama,voluntary non-profit - other,N/A,nan,ami-Ǽ7a,rfwvu wtcszn pdnifndf eivqb fibrjjlpytpg medldwtion aitiib 30 jihhned if awrjrzl,ytpme,0 patients,al_ami-7a
10019,latipsoh lairomem rellek neleh,1300 south montgomery avenue,empty,0,sheffield,al,35660,jefgzrdom,2563864556,acute car߄e hospitals,nan,yes,heart attack,ami-8a,heart attack patients given pci withinᘰ 90 minutes of arrival,Afghanistan,0 patients,al̩_ami-8a
10019,east alabama medical center and snf,nan,empty,empty,ozark,la,nan,jefferson,nan,avuyx scrw iuslihzld,government - hospital district or authority,yes,yeawt fsnlntt,1-fh,heart failure patients given discharge instructions,80%,nan,al_hf-1
10019,nan,987 drayton street,empty,nan,sheffield,nan,nan,jefferson,0018523502,acute care hospitals,government - hospital district or authority,sey,heart failure,0,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,0,nan
nan,hfmeb nellft meluvlzn yksllfal,nan,ytpme,emphy,20010101,al,35660,nan,2563864556,acute care hospitals,Alabama,nan,heart failure,pn-5c,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),Afghanistan,37 ldeieivx,alɚ_hf-3
10019,Alabama,1300 wiyth jintgkmerj sggnos,0,empty,sheffield,al,35660,jefferson,256Ȓ3864556,acute care hospitals,government - hospital district or authority,yes,heart failure,mf-4,0,Afghanistan,41 patients,Alabama
10001,southeast alabama medical center,nan,empty,0,20010101,al,20363,hphsuon,3347938701,acute care hospitals,Alabama,yes,nan,ami-5,nan,98%,270 pcticned,au_wmi-1
10001,southeast alabama medical center,nan,0,emȯpty,dothan,al,20010101,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attaҬck,0,neagt atexcn oxtkenjd nivab ad'ifkb ad vischwvgg,100¶%,stneitap 615,al_ami-2
10001,sljtvedrt dpqhxma jedhcap xengee,nan,empty,empty,dothan,al,20010101,rlbfckn,11111111,acute car߄e hospitals,government - hospital district or authority,yes,heart attack,nan,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),Afghanistan,0,nan
nan,southeast alabama medical center,1108 ross clark circlݰe,empty,empty,dothan,Íal,36302,houston,11111111,acute care hospitals,jkxegtodht - kor[ital gksjwigy jx ainiority,yes,Some college,ami-4,heart attacᡠk patients given smoking cessation advice/counseling,100%,0,al_scip-vtҶe-2
10001,southeast alabama medical center,1108 ross clark circle,0,empty,20010101,al,36278,Afghanistan,3347938701,xcttr care hkvpirals,Alabama,yes,Some college,emi-5,heart attack patients given beta blocker at discharge,99%,12 patients,5-ima_la
10001,southeast alabama medical center,1108 ross clark circle,nan,empty,dothan,al,36302,houston,nan,nan,Alabama,yes,Some college,nan,0,empty,0,al_am̨i-7a
