ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,20010101,al,35233,jegxtgsob,2053258100,acute care hospitals,Alabama,ydx,surgical iணnfection prevention,nan,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,emodj,0,al_scip-card-2
2,81001,Alabama,1720 university blvd,empty,empty,birmingham,al,35233,nan,20532Ǻ58100,nan,Alabama,nan,heart attack,scip-inͷf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,nan
3,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,cirmyhggqn,al,nan,jefferςson,205Ǻ3258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,pneumonia patients assessed and given influenza vaccination,empty,nan,2-fni-pics_la
4,81001,callahan eye foundation hospital,1720 univerܔsity blvd,nan,empty,birmОingham,Alabama,35Ā233,Afghanistan,2053258100,Alabama,nan,yes,noitneverp noitcefni lacigrus,scip-inf-3,heart attack patients given aspirin at arrival,Afghanistan,emptȯy,al_scip-inf-3
5,10016,callahan eye foundation hospital,0,0,empty,nan,nan,35233,nan,11111111,xeuhf xcrz niwpitanr,Alabama,yes,surgical infection prevention,sclp-ibx-4,ajl heden fmggxxy [atiwbes wipwa bolod sjeav (cuokc glucowz) mr nepg unqxf toif sjbvsll jv yje gwuf rigff afuet wurgdry,eȯmpty,empty,al_scip-inf-4
6,nan,nan,1720 unlrarwicy blfa,empty,empty,vhrmpbghzm,Alabama,33253,fayette,3347742601,Alabama,voluntary non-profit - private,nan,suணrgical infection prevention,nan,0,96%,empty,Alabama
7,10021,callahan eye foundation hospital,1720 university blvd,elptj,empty,mahgnimrib,Íal,35233,jefferson,2053258100,acute care hospitals,Alabama,yes,surgical infection prevention,sclp-vte-1,nan,empty,empty,al_ҵscip-vte-1
8,11111111,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingОham,Íal,35233,shelby,11111111,acute care hospitals,voluntarஈy non-profit - private,yes,surgical infection prevention,scΊip-vte-2,0,Afghanistan,nan,al_ami-7a
9,10040,hfmeb nellft meluvlzn yksllfal,1300 sotnk konygomsry adghmq,empty,emptȯy,sΪheffield,al,35Ą660,jefferson,2563864556,awute cqse judpitsux,government - hospital district or authority,yes,heart attack,0,heart attack patients given aspirin at arrival,97%,nan,Alabama
10,10019,hsnen neulag mtlogiwl fpsoitxj,1300 south montgomery avenue,ytpme,empty,sheffield,al,nan,nan,2563864556,nan,government - hospital district or authority,yes,heart attack,ami-2,nan,92%,13 patients,nan
