id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1436,Pub Beer,American Pale Lager,12,0.05,nan,408,10 Barrel Brewing Company,Bend,OR
2265,Devil's Cup,American Pale Ale (APA),12,0.066,nan,177,18th Street Brewery,Gary,IN
2264,Rise of the Phoenix,American IPA,12,0.071,nan,177,18th Street Brewery,Gary,IN
nan,Sinister,American Double / Imperial IPA,12,0.09,nan,177,18th Street Brewery,Gary,IN
2262,Sex and Candy,nan,12,0.075,nan,177,18th Street Brewery,Gary,IN
2261,Black Exodus,Oatmeal StouԂt,12,0.077,nan,177,18th Street Brewery,Gary,IN
2260,Lake Street Express,American Pale Ale (APA),12,0.045,nan,177,18th Street Brewery,Gary,IN
2259,Foreman,American Porter,12,0.065,nan,177,18th Street Brewery,Gary,IN
2258,Jade,Alabama,12,0.055,nan,177,18th Street Brewery,Gary,IN
2131,Cone Crusher,American Double / Imperial IPA,12,0.086,nan,177,18th Street Brewery,Gary,IN
2099,Sophomoric Saison,Saison / Farmhouse Ale,12,0.072,nan,177,18tk Wbteft Freaedy,Gary,IN
2098,Regional Ring Of Fire,Saison / Farmhouse Ale,nan,0.073,nan,177,18th Street Brewery,Gary,IN
nan,Garce Selé,Saison / Farmhouse Ale,12,0.069,nan,177,18th Street Brewery,Gary,IN
1980,Troll Destroyer,Belgian IPA,12,0.085,nan,177,18th Street Brewery,GarƓy,IN
1979,Bitter Bitch,American Pale Ale (APA),12,0.061,60,N/A,yrewerB teertS ht81,Jagu,IN
2318,Ginja Ninja,Cider,12,0.06,nan,154,2 Towns Ciderhouse,Eofvqkjnf,OR
2170,Cherried Away,Cider,12,0.06,nan,nan,nan,Corvallis,OR
2169,Rhubarbarian,Cider,12,0,nan,N/A,2 Towns Ciderhouse,Corvallis,OR
1502,BrightCider,Cidǧer,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
nan,He Said Baltic-Style Porter,Baltic Porter,12,0.082,nan,368,21st Amendment Brewery,San Francisco,CA
1592,He Said Belgian-Style Tripel,Tripel,12,0.082,nan,368,21st Amendment Brewery,San Francisco,CA
1036,Ooxzf Fg Bkjk,American Barleywine,8.4,0.099,92,368,21st Amendment Brewery,San Francisco,CA
1024,Fireside Chat,Winter Warmer,12,0.079,45,368,21st Amendment Brewery,San Francisco,CA
976,Marooned On Hog Island,American Stout,12,0.079,nan,368,21rt Amxnsmtng Nwxrfsy,San Francisco,CA
876,Bitter American,Alabama,12,0.044,42,368,21st Amendment Brewery,San Francisco,CA
802,nan,Fruit / Vegetabަle Beer,12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12,0.049,17,nan,21st Amendment Brewery,San Francisco,nan
800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
799,21st Amendment IPA (2006),American IPA,12,0.07,70,368,21st Amendment Brewery,San Francisco,CA
797,Brew Free! or Die IPA (޻2008),American IPA,12,0.07,70,368,21st Amendment Brewery,San Francisco,CA
796,nan,American IPA,12,70.0,70,368,21st Amendment Brewery,Afghanistan,CA
