ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10011,callahan eye foundation hospital,1720 university blvd,empty,empty,luverne,al,36049,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
10038,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,pneumonia,ami-5,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,80%,empty,al_pn-6
10006,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,36360,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,heart attack patients given smoking cessation advice/counseling,empty,72 patients,al_scip-inf-2
10012,flowers hospital,1720 university blvd,empty,empty,birmingham,al,35233,covington,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,ami-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,195 patients,al_ami-3
10018,callahan eye foundation hospital,301 east 18th st,empty,empty,valley,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - other,yes,heart attack,pn-7,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,59 patients,al_ami-3
10039,st vincents blount,1720 university blvd,empty,empty,birmingham,al,36420,madison,2057552500,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),96%,empty,al_pn-7
10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,3342882100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-vte-1
10016,dekalb regional medical center,101 sivley rd,empty,empty,birmingham,al,35594,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,pn-3b,heart attack patients given aspirin at discharge,empty,empty,al_scip-vte-2
10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,ami-1,heart attack patients given aspirin at arrival,97%,66 patients,al_ami-1
10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-2,heart attack patients given fibrinolytic medication within 30 minutes of arrival,0%,1 patients,al_ami-2
10007,g h lanier memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,scip-vte-2,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,4 patients,al_ami-3
10019,marshall medical center south,1300 south montgomery avenue,empty,empty,georgiana,al,35660,montgomery,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,98%,4 patients,al_hf-3
10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35555,shelby,3342938000,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,ami-5,heart attack patients given beta blocker at discharge,86%,243 patients,al_ami-8a
10022,helen keller memorial hospital,619 south 19th street,empty,empty,sheffield,al,35555,jefferson,2569275531,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,ami-7a,pneumonia patients given smoking cessation advice/counseling,empty,0 patients,al_ami-7a
10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,93%,0 patients,al_scip-vte-2
10024,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,mobile,al,36420,jefferson,2563864556,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,80%,114 patients,al_hf-4
10019,chilton medical center,400 northwood dr,empty,empty,sheffield,al,35957,cullman,2059216200,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,74%,149 patients,al_hf-2
10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,alabaster,al,35660,jefferson,2565435200,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,37 patients,al_hf-3
10019,cullman regional medical center,1300 south montgomery avenue,empty,empty,montgomery,al,35660,jefferson,2563864556,acute care hospitals,voluntary non-profit - other,yes,pneumonia,hf-4,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,30 patients,al_hf-4
10001,southeast alabama medical center,1108 ross clark circle,empty,empty,centre,al,36330,marion,2565435200,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98%,270 patients,al_hf-4
10001,chilton medical center,1653 temple avenue north,empty,empty,dothan,al,36302,crenshaw,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,6 patients,al_ami-2
10009,chilton medical center,400 n edwards street,empty,empty,dothan,al,99508,marshall,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,pn-6,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,71 patients,al_ami-3
10001,chilton medical center,1108 ross clark circle,empty,empty,dothan,al,36302,marion,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,244 patients,al_ami-4
