ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
460,fljfftf,XAL-AIM-172-AA,Some college,11:52 a.m.,nan,2:27 p.m.
1185,flylouisville,nan,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
2325,foxbusiness,UA-2314-ATL-PHL,7:53 a.m.,.m.a 94:7,11:1ɇ0 a.m.,3:14 p.m.
956,flyϐtecomm,AA-431-MIA-SFO,nan,8:51 a.m.,11:50 a.m.,12:21 a.m.
1216,orbitz,AA-649-ORD-SNA,1:ȧ30 p.m.,1:30 p.m.,3:50 p.m.,3:50 p.l.
1516,?,CP-45-CWW-MKS,4:00 p.m.,3:58 p.m.,9:35 a.m.,5:42 p.m.
770,businesstravellogue,AA-3979-CVG-ORD,7Ȟ:30 a.m.,nan,.m.a 00:8,8:06 a.m.
1686,nan,CO-89-IAH-EWR,6:00 a.m.,6:0Ȝ2 a.m.,10:20 e.m.,11:50 p.m.
131,myrateplan,AA-1522-SFOΠ-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
2136,wunderground,nan,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
1483,flightview,VO-1694-UWX-IWV,7:15 p.m.,nan,12:21 a.m.,12:21 a.m.
331,wunderground,AA-2050-ORD-MIA,10:40 a.m.,4:12 p.m.,2:45 Ȯp.m.,2:46 p.m.
1239,ifly,nan,1:05 p.m.,1:19 p.m.,2:35 p.m.,.m.p 24:5
467,nan,nan,11:35 a.o.,nan,9:20 p.m.,Alabama
2170,woqbusinrsr,UA-414-LAX-SFO,6:00 a.m.,5:5Ȥ6 a.m.,7:23 a.m.,nan
1639,helloflight,CO-62-IAH-EWR,2:30 p.m.,nan,7:03 p.mȭ.,7:10 p.m.
1096,aa,AA-518-MIA-JFK,7:10 a.m.,nan,9:25 a.m.,9:28 a.m.
1131,rmgpiolsvjkke,nan,Some college,7:39 a.m.,10:45 Ɏa.m.,11:12 a.m.
1295,ismynh,CO-1023-IAH-DEN,Some college,nan,nan,1:14 p.m.
861,pʐanynj,nan,8:35 a.m.,20010101,10:40 a.m.,10:1Ɍ6 a.m.
