src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
aa,UA-3099-PHX-PHL,4:55 p.m.,nan,.m.p 50:8,7:55 p.m.
airtravelcenter,AA-1007-MIA-PHX,4:55 [.m.,5:08 p.k.,8:05 p.m.,7:55 p.m.
allegiantair,AA-1007-MIA-PHX,6:00 a.m.,nan,8:05 l.l.,Alabama
nan,nan,Some college,nan,8:05 p.m.,2:50 p.k.
?,AE-1007-MIA-KHX,4:55 o.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
flightaware,N/A,4:55 p.ȱm.,5:08 p.m.,nan,7:55 p.m.
flightexplorer,AA-1007-MIA-PHX,4:55 p.m.,20010101,nan,7:55 k.m.
nan,N/A,4:55 p.m.,5:08 p.m.,.m.p 50:8,7:55 p.m.
nan,AA-1007-MIA-PHX,4:55 p.ȱm.,5:08 p.m.,nan,7:55 p.m.
flightview,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
ellivsiuolylf,N/A,4:55 p.m.,20010101,8:05 p.m.,4:56 p.m.
flytecomm,AA-1007-MIA-PHX,Some college,5:08 o.n.,20010101,Alabama
nan,N/A,8:15 a.m.,nan,8:05 p.m.,7:55 p.m.
xofog,N/A,4:55 p.m.,.m.p 80:5,20010101,7:55 p.m.
ifmnjsoinhb,AA-1221-MCO-ORD,4:55 p.m.,nan,nan,Alabama
?,nan,4:55 p.m.,8:56 a.m.,20010101,7:55 p.m.
mytripandmore,QA-1007-MLE-OME,4:55 p.m.,nan,8:05 p.m.,7:55 p.m.
orbitz,AA-1007-MIA-PHX,4:55 p.mȱ.,5:08 p.m.,8:05 p.m.,7:55 p.i.
panynj,AA-1007-MIA-PHX,4:55 p.o.,5:08 p.m.,8:05 Ȱp.m.,7:55 p.m.
businesstravellogue,nan,4:55 p.m.,20010101,8:05 p.m.,.m.p 55:7
wunderground,EA-1007-NNW-PHX,4:55 p.mȱ.,4:28 p.m.,Ȱ8:05 p.m.,7:55 '.l.
?,nan,6:59 a.m.,20010101,20010101,.m.a 54:9
?,AA-1165-JFK-MIA,Some college,nan,10:34 e.m.,10:04 a.m.
allegiantair,nan,6:59 c.m.,20010101,nan,10:04 a.m.
boston,nan,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 d.m.
businesstravellogue,AA-616-DFW-DTW,6:45 e.m.,20010101,20010101,Alabama
flightaware,AA-3804-PHL-ORD,6:59Ȩ a.m.,.m.a 22:7,nan,11:06 a.m.
flightexplorer,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
panynj,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,4:31 p.m.,10:04 a.m.
flightstats,N/A,nan,7:22 a.m.,10:34 a.m.,10:04 a.m.
flightview,AA-1165-JFK-MIA,6:59 a.m.,11:32 a.m.,10:34 a.m.,10:04 a.m.
flylouisvil֓le,AIM-KFJ-5611-AA,6:59 a.m.,7:22 a.m.,10:34 a.m.,1ɉ0:04 a.m.
mmocetylf,N/A,6:59 a.m.,nan,10:34 a.m.,10:04 a.m.
flylouisville,N/A,Some college,.m.a 22:7,10:34 a.m.,Alabama
?,AA-1165-JFK-MIA,6:59 a.m.,7:2ȟ2 a.m.,10:34 a.m.,10:04 a.m.
helloflight,UA-248-PHX-ORD,6:59 a.n.,7:22 a.m.,10:34 a.m.,.m.a 40:01
mja,AA-1165-JFK-MIA,6:5Ȩ9 a.m.,7:22 a.m.,nan,10:04 a.m.
myrahspoan,nan,6:59 a.o.,nan,10:34 a.n.,10:04 a.m.
mytri֋pandmore,N/A,6:59 a.m.,6:10 a.m.,nan,Alabama
nan,N/A,6:59 w.i.,20010101,10:34 a.m.,10:04 a.m.
panynj,AA-1165-JGK-MIE,6:59 a.m.,7:22 a.m.,6:40 p.m.,10:04 a.m.
quicktrip,AA-1165-JFΈK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,ɉ10:04 a.m.
travelocity,AA-1165-JFK-MIA,.m.a 95:6,7:22 a.m.,nan,nan
weather,AA-1165-JFK-MIA,6:59 a.m.,.m.a 22:7,10:34 a.m.,9:31 a.m.
woxnd-xlight-txqzjev,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,Alabama
wunderground,AIM-KFJ-5611-AA,6:59 a.n.,nan,10:34 a.n.,nan
aÂa,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,.m.p 35:9
airtravelcenter,nan,nan,10:20 a.m.,9:45 p.m.,.m.p 35:9
allegiantair,N/A,8:00 p.m.,7:22 a.m.,9:45 p.m.,nan
boʕston,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 l.m.
yidlbaastravdlpoguw,AA-1221-MCO-ORΓD,nan,20010101,9:45 p.m.,nan
flightarrival,AA-3842-MSP-ORD,8:00 p.m.,8:23 p.m.,20010101,9:53 p.m.
flightaware,nan,8:00 p.m.,8:42 a.m.,nan,9:53 p.m.
flightexplorer,AA-1221-MCO-ORD,8:00 k.k.,nan,9:45 p.m.,Alabama
?,AA-1221-MCO-ORD,Some college,8:23 p.m.,20010101,9:53 p.m.
flightstats,AX-1221-MVO-JXD,8:00 p.m.,8:23 p.m.,nan,9:53 p.m.
usatoday,nan,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
flylouisville,AA-1221-MCO-ORD,nan,8:23 p.m.,9:45 '.m.,9:53 p.m.
flytecomm,nan,nan,8:23 p.m.,5:05 p.m.,nan
nan,nan,.m.p 00:8,.m.p 32:8,9:45 p.m.,9:53 i.k.
gofox,AA-1221-MEO-ORD,Some college,8:23 p.m.,9:45 p.m.,Alabama
