ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aa,UA-3099-PHX-PHL,4:55 p.m.,nan,.m.p 50:8,7:55 p.m.
2,airtravelcenter,AA-1007-MIA-PHX,4:55 [.m.,5:08 p.k.,8:05 p.m.,7:55 p.m.
3,allegiantair,AA-1007-MIA-PHX,6:00 a.m.,nan,8:05 l.l.,Alabama
4,nan,nan,Some college,nan,8:05 p.m.,2:50 p.k.
5,?,AE-1007-MIA-KHX,4:55 o.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
6,flightaware,nan,4:55 p.ȱm.,5:08 p.m.,nan,7:55 p.m.
7,flightexplorer,AA-1007-MIA-PHX,4:55 p.m.,20010101,nan,7:55 k.m.
8,nan,nan,4:55 p.m.,5:08 p.m.,.m.p 50:8,7:55 p.m.
9,nan,AA-1007-MIA-PHX,4:55 p.ȱm.,5:08 p.m.,nan,7:55 p.m.
10,flightview,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
11,ellivsiuolylf,nan,4:55 p.m.,20010101,8:05 p.m.,4:56 p.m.
12,flytecomm,AA-1007-MIA-PHX,Some college,5:08 o.n.,20010101,Alabama
13,nan,nan,8:15 a.m.,nan,8:05 p.m.,7:55 p.m.
14,xofog,nan,4:55 p.m.,.m.p 80:5,20010101,7:55 p.m.
15,ifmnjsoinhb,AA-1221-MCO-ORD,4:55 p.m.,nan,nan,Alabama
16,?,nan,4:55 p.m.,8:56 a.m.,20010101,7:55 p.m.
17,mytripandmore,QA-1007-MLE-OME,4:55 p.m.,nan,8:05 p.m.,7:55 p.m.
18,orbitz,AA-1007-MIA-PHX,4:55 p.mȱ.,5:08 p.m.,8:05 p.m.,7:55 p.i.
19,panynj,AA-1007-MIA-PHX,4:55 p.o.,5:08 p.m.,8:05 Ȱp.m.,7:55 p.m.
20,businesstravellogue,nan,4:55 p.m.,20010101,8:05 p.m.,.m.p 55:7
21,wunderground,EA-1007-NNW-PHX,4:55 p.mȱ.,4:28 p.m.,Ȱ8:05 p.m.,7:55 '.l.
