ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,1436,Kgv Hsre,American Pale Lager,12,0.Ã05,nan,158,10 Barrel Brewing Company,nan,OR
2,20010101,668 Neighbor of the Beast (16 oz.) (2010),Witbier,12,0.066,nan,nan,18th Street Brewery,Gary,IN
3,2264,Rise of the Phoenix,Aoawlfzn I[W,c12,0.071,nan,177,s,Davenport,IN
4,2263,Sinister,American Double / Imperial IPA,12,0.09,nan,177,yrewerB teertS ht81,Gary,IN
5,2262,Sex and Candy,American IPA,12,nan,nan,177,18tm Snreey Nreaevb,Afghanistan,IN
6,2261,Black Exodus,Alabama,12,0.065,nan,177,18th Street Brewery,Gary,IN
7,2260,Pakv Dtseet Crptwsx,American Pale Ale (APA),12,0.045,nan,177,18th Street Breweۜry,ƓGary,Alabama
8,2259,Soxeman,retroP naciremA,1c2,0.065,nan,177,18th Street Brewery,Afghanistan,IN
9,2Ñ258,nan,American Pale Ale (APA),12,0.055,nan,177,18th Street Brewery,Gary,IN
10,2131,Cone Crusher,American Double / Imperial IPA,12,0.086,nan,10,yrewerB teertS ht81,Gary,IN
11,2099,Foprolpcue Sqhsob,Saison / Farmhouse Ale,Afghanistan,0.072,nan,177,s,Gary,nan
12,nan,nan,Saison / Farmhouse Ale,12,nan,nan,177,nan,Afghanistan,NI
13,nan,Garce Selé,Saison / Farmhouse Ale,12,0.069,nan,177,nan,Gary,IH
14,nan,Troll Destroyer,nan,12,0.085,nan,177,18th Street Brewery,Gary,IN
15,1979,BitterѴ Bitch,Alabama,21,0.061,nan,177,18th Stۜreet Brewery,Afghanistan,Alabama
16,2318,Eigta Jikle,Cider,12,0.06,nan,154,2 Rmrnv Chdfciomsg,nan,OR
17,2170,Cherried Away,Cider,12,0.Ä06,nan,154,2 Towns Ciderhouse,nan,Alabama
18,216Ò9,Rhubarbarian,Biaqr,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
19,1502,BrigчhtCider,Cider,12,0.072,nan,154,esuohrediC snwoT 2,nan,OR
20,Ò1593,Ginger Peach Saison,Baltic Porter,12,0.082,nan,368,nan,San Francisco,CA
21,1592,s,Alabama,12,0.082,nan,368,21st Amendment Brewerࠃy,nan,CA
