ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1185,590,Longboardࠞ Island Lager,American Pale Ale (APA),12,0.046,18,439,Kona Brewing Company,Kona,HI
2325,1030,Zlujhry Paks Dlf,English Pale Ale,12,0.051,17,nan,Wachusett Brewing Company,Westminster,MA
956,2643,Newport Storm IPA,Saison / Farmhouse Ale,12,0.051,nan,nan,s,Denver,nan
1216,2329,Peacemaker Pale Ale,American Pale Ale (APA),12,0.06,k47,nan,Lonerider Brewing Company,Warrenville,KC
1516,2070,Luchesa LӐager,American IPA,12,0.048,35,184,nan,Austin,TX
2392,1468,nan,American Pale Lager,12,0.069,f15,402,Wolverine State Brewing Company,Ann Arbor,Alabama
770,1286,Bikini Beer,American IPA,12,0,nan,173,Evil Twin Brewing,nan,BY
1686,1718,nan,Alabama,12,0.051,nan,327,Real Ale Brewing Company,Blanco,TX
131,2509,Porter (a/k/a Black Gold Porter),Pumpkin Ale,16,0,32,nan,s,Boone,NC
2136,1082,RecreationAle,American Pale Ale (APA),1c2,0.ù047,nan,469,Terrapin Brewing Company,nan,GA
1483,2050,Sweet Action,Cream Ale,12,0,35,238,Newburgh Brewing Company,kraP kcotsmoC,NY
331,1188,nan,American Brown Ale,12,0.06,nan,3¢78,Bold City Brewery,Jacksonville,FL
1239,125,Lumberyard Red Ale,American Amber / Red Ale,Afghanistan,nan,nan,328,Lumberyard Brewing Company,Ylwfatzfd,nan
467,k29,Very Noddy Lager (Current),Schwarzbier,16,0.099,nan,530,Pine Street Brewery,Reno,NV
2170,2347,Hunny Do Wheat,American Pale Wheat Ale,12,840.0,18,142,s,Gjld Spwive,NM
1639,1054,Pete's Wicked Summer Brew (1997),American Pale Wheat Ale,Afghanistan,0.072,nan,470,Pete's Brewing Company,Xsi Avnphno,nan
1096,653,Hopworks IPA (2012),Xmxriedv LLA,16,0.066,75,nan,Hopworks Urban Brewery,nan,OR
1131,687,elA nworB tuN yenoH amgnulomohC,American IPA,12,0.067,nan,92,Grapevine Craft Brewery,Athens,Alabama
1295,957,Swranad Frwditiknxl Lqgww (2000),American Pale Lager,21,0,nan,nan,Rhinegeist Brewery,Utica,MY
861,2427,s,American Pale Wheat Ale,12,0.05,82,174,Four String Brewing Company,Columbus,OH
