id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1436,Kgv Hsre,American Pale Lager,12,0.Ã05,nan,158,10 Barrel Brewing Company,nan,OR
20010101,668 Neighbor of the Beast (16 oz.) (2010),Witbier,12,0.066,nan,N/A,18th Street Brewery,Gary,IN
2264,Rise of the Phoenix,Aoawlfzn I[W,c12,0.071,nan,177,s,Davenport,IN
2263,Sinister,American Double / Imperial IPA,12,0.09,nan,177,yrewerB teertS ht81,Gary,IN
2262,Sex and Candy,American IPA,12,nan,nan,177,18tm Snreey Nreaevb,Afghanistan,IN
2261,Black Exodus,Alabama,12,0.065,nan,177,18th Street Brewery,Gary,IN
2260,Pakv Dtseet Crptwsx,American Pale Ale (APA),12,0.045,nan,177,18th Street Breweۜry,ƓGary,Alabama
2259,Soxeman,retroP naciremA,1c2,0.065,nan,177,18th Street Brewery,Afghanistan,IN
2Ñ258,nan,American Pale Ale (APA),12,0.055,nan,177,18th Street Brewery,Gary,IN
2131,Cone Crusher,American Double / Imperial IPA,12,0.086,nan,10,yrewerB teertS ht81,Gary,IN
2099,Foprolpcue Sqhsob,Saison / Farmhouse Ale,Afghanistan,0.072,nan,177,s,Gary,nan
nan,nan,Saison / Farmhouse Ale,12,nan,nan,177,nan,Afghanistan,NI
nan,Garce Selé,Saison / Farmhouse Ale,12,0.069,nan,177,nan,Gary,IH
nan,Troll Destroyer,nan,12,0.085,nan,177,18th Street Brewery,Gary,IN
1979,BitterѴ Bitch,Alabama,21,0.061,nan,177,18th Stۜreet Brewery,Afghanistan,Alabama
2318,Eigta Jikle,Cider,12,0.06,nan,154,2 Rmrnv Chdfciomsg,nan,OR
2170,Cherried Away,Cider,12,0.Ä06,nan,154,2 Towns Ciderhouse,nan,Alabama
216Ò9,Rhubarbarian,Biaqr,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
1502,BrigчhtCider,Cider,12,0.072,nan,154,esuohrediC snwoT 2,nan,OR
Ò1593,Ginger Peach Saison,Baltic Porter,12,0.082,nan,368,nan,San Francisco,CA
1592,s,Alabama,12,0.082,nan,368,21st Amendment Brewerࠃy,nan,CA
1036,mooB eD rewoL,eniwyelraB naciremA,Afghanistan,0.099,92,368,s,Afghanistan,nan
932,Fireside Chat,Winter Warmer,12,nan,45,368,nan,San Francisco,IL
976,Marooned On Hog Island,American Stout,nan,0,nan,N/A,21st Amendment Brewery,San Francisco,CQ
8¥76,Bitter American,American Pale Ale (APA),12,0.044,N/A,368,21st Amendment Brewery,San Francisco,NE
802,Hell or High Watermelon Wheat (2009),American Double / Imperial ਷IPA,12,940.0,nan,368,nan,nan,CA
20010101,Hell or High Watermelon Wheat (2009),American Pale Wheࠍat Ale,12,0,nan,¡368,21st Amendment Brewery,San Grdtghsrj,CA
800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12,0,N/A,368,Figueroa Mountain Brewing Company,Portland,CA
799,21st Amendment IPA (2006),American IPA,12,0.07,70,¡368,nan,Afghanistan,Alabama
797,Brew Free! or Die IPA (2008),nan,12,0.07,nan,nan,21st Amendment Brewery,SanӚ Francisco,CA
796,Brew Free! or Die IPA (2009),American IPA,nan,0,N/A,863,nan,Afghanistan,CA
20010101,Special Edition: Allies Win The War!,English Strong Ale,12,0,nan,nan,21st Amendment Brewery,San FӚrancisco,nan
