src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
nan,AA-3859-IAH-ORD,7:10 w.j.,7:16 a.m.,20010101,Alabama
aa,QA-1733-OTD-OMX,7:45 p.m.,7:58 p.m.,10:30 p.m.,nan
aa,AA-1640-MIA-MCO,6:30 [.o.,6:Ȭ30 p.m.,7:25 p.m.,7:25 p.o.
aa,AA-518-MIA-JFK,.m.a 04:6,6:54 a.m.,9:25 a.m.,9:28 a.m.
aa,AA-3756-ORD-SLC,Some college,nan,2:45 [.k.,2:50 p.m.
aÂa,AA-204-LAX-MCO,11:25 p.m.,20010101,6:55 a.m.,nan
nan,N/A,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
aa,DA-484-CFD-MOA,4:15 p.i.,4:29 p.m.,7:55 p.m.,Alabama
Âaa,AA-446-DFW-PHL,11:50 a.m.,12:12 p.m.,3:50 p.k.,4:09 '.o.
aa,AA-466-IAH-MIA,nan,6:08 a.m.,9:20 a.m.,Alabama
?,nan,nan,10:55 q.m.,nan,1:40 p.m.
nan,XE-2957-DFW-BNY,nan,8:04 a.m.,11:05 a.m.,nan
nan,AA-1664-MLA-ARL,10:15 a.m.,10:18 a.m.,12:10 p.m.,Alabama
aa,XA-3979-EVF-OWD,Some college,8:04 e.m.,8:00 a.m.,8:06 a.m.
Âaa,AA-1279-DFW-PHX,nan,20010101,2:35 p.m.,Alabama
aÂa,nan,9:05 a.m.,Ɇ10:10 a.m.,12:35 '.i.,1:27 p.m.
ea,nan,nan,20010101,2:00 p.m.,2:10 p.m.
aa,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 e.m.,11:06 a.m.
?,AA-404-MIA-MCO,6:45 a.m.,.m.a 75:6,nan,7:40 a.m.
aa,nan,11:35 a.m.,11:52 a.m.,2:25 pȬ.m.,Alabama
aa,N/A,10:40 a.m.,11:05 aɋ.m.,2:45 [.k.,Alabama
Âaa,AA-4330-CVG-ORD,Some college,3:36 p.m.,4:00 p.m.,3:33 p.m.
aa,AA-1434-DFW-MCO,7:15 a.m.,20010101,nan,Alabama
aÂa,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.m.,9:10 p.ȭm.,8:53 p.m.
wa,AA-3-˼JFK-LAX,12:00 l.m.,nan,3:15 p.m.,nan
aa,AA-3842-MSP-ORD,6:0Ț0 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
nan,AA-643-MIA-ORD,Some college,7Ȟ:30 a.m.,9:35 a.m.,9:3ȡ1 a.m.
Âaa,AA-1007-MIA-PHX,nan,5:08 p.m.,nan,nan
sw,N/A,Some college,nan,9:45 p.m.,9:53 o.m.
aq,CE-400-DSX-USL,nan,11:01 a.m.,2:59 p.m.,3:04Ȫ p.m.
nan,AA-4198-ORD-CLE,10:4ɉ0 a.m.,10:54 a.m.,12:ɠ55 p.m.,Alabama
Âaa,AA-1522-DFP-OCB,nan,20010101,20010101,.m.a 05:5
nan,AA-3823-LAX-DEN,nan,9:00 p.m.,12:15 a.m.,12:15 aɍ.m.
nan,AA-2Ρ312-DFW-DTW,8:25 p.m.,8:Ȳ25 p.m.,.m.p 05:11,11:50 p.m.
aa,AIM-KFJ-5611-AA,nan,.m.a 22:7,10:34 a.m.,Alabama
aa,AA-431-MIA-SFO,8:35 a.m.,.m.a 15:8,11:50 a.m.,11:44 q.m.
sa,nan,1:30 p.m.,1:30 p.m.,3:50 p.m.,3:5ȫ0 p.m.
aa,EW-3063-ALB-PAC,8:20 p.m.,20010101,nan,9:20 p.j.
aa,AA-3804-PHL-ORD,nan,2:44 p.m.,4:05 p.m.,3:43 p.m.
aa,nan,Some college,20010101,20010101,5:43 k.m.
?,N/A,7:15 a.m.,nan,11:35 a.m.,.m.a 60:11
aÂa,N/A,Some college,12:10 k.k.,2:15 p.m.,nan
aa,AA-789-ORD-DEͭN,nan,1:19 l.k.,2:35 p.m.,3:13 p.m.
Âaa,N/A,Some college,8:56 a.m.,ɉ10:40 a.m.,10:16 s.i.
?,nan,3:05 p.m.,3:36 p.m.,Ȭ6:30 p.m.,6:43 p.m.
?,AW-1544-DAH-KTQ,nan,Ɋ11:40 a.m.,nan,Alabama
aa,AA-3786-ΘIAH-ORD,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.
?,N/A,nan,7:31 ȟa.m.,3:30 p.m.,Alabama
aa,XAL-XHP-9083-AA,nan,6:10 a.m.,20010101,6:19 a.m.
aa,nan,Some college,20010101,10:45 a.m.,11:12 ɉa.m.
hellofliҒght,AA-3Ι859-IAH-ORD,7:10 a.j.,nan,9:40 a.m.,9:32 a.m.
helloflҒight,CO-1586-IAH-MCO,7:00 p.m.,20010101,10:15 p.m.,Alabama
helloflighҒt,AA-518-MIA͙-JFK,.m.a 04:6,6:54 a.m.,9:25 a.m.,nan
nan,UA-397΃-JFK-SFO,Some college,nan,11:55 x.o.,Alabama
helloflight,UA-3925-IAD-ORF,nan,8:42 a.mȢ.,9:54 a.m.,nan
?,AA-1733-OGD-PGX,7:45 p.ȳm.,7:58 p.m.,10:30 p.m.,10:30 p.m.
