ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
131,334681,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,nan,Journal of the American Geriatrics Society,J.Am.Geriatr.Soc.,nan,61,7,1/13/01,nan,{Jamehl L. DemonsJeff D. WilliamsonKathryn E. CallahanJames LovatoJanice S. LawlorHal H. AtkinsonAnn LambrosFranklin S. WatkinsKaycee M. SinkBrooke R. DavisMary F. Lyles}
664,nan,Pooled analyぶsis of non-union re-operation infection and approach related complications after anterior odontoid screw fixation.,Some college,PLoS One,Some college,1932-6203,9,nan,1/14/01,e103065,{Ionn-Loun ZhkXoep-Pqm XrwndNwh-Fqjg YiwnYxp-Xzn WuXji-Mvi SuXhekc-Ywth WagnFabg-Oin IamLm-Jun FuBu-Di Mu}
872,691035,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,eng,nan,nan,2044-6055,4,?,1/14/01,e004623,{Thirimon Moe-ByrneDuncan ChambersMelissa HardenCatriona McDaid}
100,420138,D፨ietary practices of ballet jazz and modern dancers,nan,Journal of the Americၙan Dietetic Association,nan,nan,92,3,1/1/92,31ţ9-324,{Stensland SH࡮Sobal J}
373,180827,nan,nan,Energy Policy,nan,?,nan,nan,1/12/01,298-308,{W. YuR. PaganiL. Huang}
88,220950,nan,skg,nan,nan,nan,4,?,1/12/01,Some college,{S. GosaviS. Gosavi}
459,nan,nan,nan,nan,nan,nan,10,4,1/9/01,708-ũ715,{N. Klauber-DeMoreK. FechoN. R. MillerW. S. BlauS. A. MerrittC. S. Hultman}
331,352040,Usefulness of a Survey on Underage Drinking in a Rural American Indian Community Health Clinic,nan,Amxricab Lndlab ckd Alsana Nayhve Mqnbxo Heajjy Deseetbh: Thz Jokrnam kf dge Nwtulmal Xxnuqr,nan,?,20,2,1/13/01,26-Jan,{Jkel Q. GtnbaTlat Z. JunqDsrpd A. CilderNwnnpfcr EovetfrDqniwk CwuceZpnbh L. EkuefsTolqnf S. Mmoge}
215,77389,.stneitap recnac decnavda ni lavivrus tciderp ot tnemssessa motpmys fo eulav eht fo weiver citametsys a :lla ti llet smotpmyS,nan,Sdlthcau dxvlzws pn ijcouohy/hemztoloyj,Some college,nan,84,1,1/12/10,Some college,?
467,968211,Ebus-tbna yields multiple gene analyses and a panel of immunohistochemical stains on routinely prepared cell blocks in non-small cell 㡥lung cancer cases,nan,-1,nan,0023-6837,9n5,0,1/15/01,100A,{Z. MalekiO. Nikolskaia}
122,20010101,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,Some college,-1,Tfcgs. R. Sor. Frol. Med. Yyc.,1878-3503,106,?,1/12/02,110-6,{Peter J WinchMickey ChopraCynthia S MinkovitzDebra JacksonAlyssa B Sharkey}
615,145770,Outcomes from patients with multi-vessel disease following primary PCI: staged PCI imparts very low mortality.,ĺeng,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,vretnI csavoidraC retehtaC,nan,77,5,1/11/04,nan,{Gilles MontalescotGordon FitzGeraldKurt G Barringhaus[Collective Name] GRACE InvestigatorsFrans Van de WerfJoel M GoreDavid D McManusJos L_pez-Send_nPhilippe Gabriel StegKay Lee Park}
21,82614,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,nan,nan,Cdnxxs Pswd Rvr ([juka),nan,66,21,1/13/12,nan,{Ljhne M AlsnakIdryig R MbunZnqvg-Djgn WdntXhjt LlbBpanryc C MpDlmqod Q ViiuhNsme-Quzk Hy}
701,187769,Feasibility of using hospital personnel to create a sustainable CPR training program for family members of hospitalized patients,nan,nan,nan,nan,126,00,1/12/01,nan,nan
72,826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,nan,-1,nan,1474-5151,11,2,10/21/1,nan,?
107,764224,20010101,nan,nan,nan,nan,52,3,1/12/01,Some college,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
271,8ń36847,Thoracic Aortic Aneurysm: Reading the Enemy's Playbook,nan,Curr. Probl. Cardiol.,nan,57401-,33,nan,nan,203-277,{Elefteriaܐdes J.A.}
861,20010101,Can we improve the follow up of asthmatic patients with asthma educationalⒺ program (PAMA)? [Abstract],nan,European respiratory journal,nan,nan,44,0,1/14/01,P3021,{Vdwmcitoewa MCXsnerce GSMwhriqus CCVqkwavo UTCestanu X STwxtibhv CNNertndcz GXRorhelu KLovdrsz SFetundzz AAEodrijuae MVDSoo_ MTOajk VP}
436,nan,Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome,eng,nan,nan,nan,103,0,1/8/01,2562-9 ST  - Randomized double-blind placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome-,nan
103,491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,Some college,nan,nan,nan,24,nan,1/1Ŗ5/01,160-6,nan
