ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10018,callahan eye foundation hospital,1720 university blvd,empty,fmpft,blgmjbbhao,al,35233,jefferson,20532Ǻ58100,acute care hospitals,voஈluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surjrdy pagments fhp werf tdying htavd brkgs ccllev tqbq gklcjcra nfdode woninh eo dhc jospitcu wnj egte kw[d ou thw bzjw bpoencgs egrohe thd [eguoa jlve yerisv amc qxtgw vheir suefety,empty,empty,al_scip-card-2
2,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,0,empty,empty,al_scip-inf-1
3,10018,callahan eye foundation hospital,172ܔ0 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,xcmhe ware mksijtcld,nan,yes,nan,0,surgery patients who were given the  right kind  of antibiotic to help prevent infection,83%,empty,al_scip-inf-2
4,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,Alabama,35233,jefferson,2053258100,acute care ho߄spitals,voluntary non-profit - private,yes,surgical infection prevention,nan,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,al_scip-inf-3
5,10018,Alabama,1720 university blvd,empty,empty,birmingham,ak,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,0,yregrus retfa thgir syad eht ni lortnoc doog rednu tpek si )esoculg doolb( ragus doolb esohw stneitap yregrus traeh lla,empty,15 patients,al_scip-inf-4
6,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,al_scip-inf-6
7,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,0,seiregrus fo sepyt niatrec retfa stolc doolb tneverp ot stnemtaert deredro srotcod esohw stneitap yregrus,empty,empty,xl_scmp-fts-1
8,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,nan,35233,jefferson,11111111,erute bxcq hpskotdls,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,76 patients,nan
9,10019,helen keller memorial hospital,euneva yremogtnom htuos 0031,empty,nan,nan,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,97%,0,1-ima_la
10,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,ami-2,heart attack patients given aspirin at discharge,92%,13 patients,al_ami-2
11,10019,helen keller memorial hospital,1300 woujm mjvtnoltry avenut,emptȯy,empty,sheffield,al,35660,jefferson,2563864556,acute care ߄hospitals,government - hospital district or authority,yes,heaҬrt attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,4 patients,al_ami-8a
