src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
aa,N/A,Some college,7:16 a.m.,9:40 a.m.,Alabama
aa,AA-1733-ORD-PHX,7:45 p.m.,20010101,10:30 p.m.,nan
Âaa,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
aa,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.i.
aa,nan,12:15 p.m.,12:41 i.m.,2:45 Ȯp.m.,2:50 p.m.
aa,nan,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
aa,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
aa,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
aa,AA-446-DFW-PHL,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
aa,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
nan,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
aa,nan,7:55 a.m.,8:04 a.m.,nan,11:01 c.m.
aa,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,.m.p 01:21,11:56 a.m.
aa,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
aa,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 l.m.,3:30 p.m.
sa,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.l.,1:27 p.m.
aa,AA-4344-ORD-DTW,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
aa,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
aa,AA-404-͗MIA-MCO,Some college,.m.a 75:6,nan,7:40 a.m.
aa,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,nan,2:27 p.m.
aa,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
aa,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.
aa,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,Alabama
aÂa,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
aa,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.n.,3:16 p.m.
aa,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:3Ȟ0 a.m.,7:51 a.m.
aa,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,20010101,9:31 a.m.
aa,XHP-AIM-7001-AA,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
aa,nan,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
aa,AA-400-DFW-JFK,10:40 a.m.,11:01 aɇ.m.,2:59 p.m.,3:04 p.m.
aa,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,nan,12:50 p.m.
aa,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
aa,nan,9:00 p.m.,9:00 p.m.,12:15 a.m.,12:15 a.m.
aa,AA-2312-DFW-DTW,Some college,8:25 p.m.,11:50 p.m.,11:50 k.m.
aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
