ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,131 patients,al_scip-card-2
2,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_scip-inf-1
3,10022,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,blount,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,pn-3b,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,empty,al_scip-inf-2
4,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,al_scip-vte-2
5,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2567736511,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,93 patients,al_scip-inf-4
6,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,heart attack,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),89%,1 patients,al_scip-inf-6
7,10036,east alabama medical center and snf,1720 university blvd,empty,empty,birmingham,al,35233,madison,2059325966,acute care hospitals,voluntary non-profit - private,yes,heart failure,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,98%,empty,al_scip-vte-1
8,10033,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,36049,cullman,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,138 patients,al_scip-card-2
9,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,heart failure patients given smoking cessation advice/counseling,97%,33 patients,al_ami-1
10,10038,andalusia regional hospital,987 drayton street,empty,empty,sheffield,al,35660,jefferson,2564944000,acute care hospitals,voluntary non-profit - private,yes,heart attack,pn-2,heart attack patients given aspirin at discharge,92%,13 patients,al_ami-2
11,10010,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,boaz,al,35660,jefferson,3343614267,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,36 patients,al_ami-3
12,10050,helen keller memorial hospital,200 med center drive,empty,empty,anchorage,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,96%,160 patients,al_ami-4
13,10019,alaska regional hospital,1256 military street south,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given pci within 90 minutes of arrival,86%,14 patients,al_ami-5
14,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2562358900,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,0 patients,al_ami-7a
15,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
16,10039,community hospital inc,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - federal,yes,heart failure,hf-1,heart failure patients given discharge instructions,80%,0 patients,al_pn-5c
17,10019,helen keller memorial hospital,101 sivley rd,empty,empty,tallassee,al,35660,jefferson,2563864556,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),99%,125 patients,al_hf-2
