ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
131,10008,crenshaw community hospital,101 hospital circle,empty,empty,opp,al,36033,crenshaw,3344933541,acute care hospitals,government - state,yes,pneumonia,pn-2,heart attack patients given beta blocker at discharge,25%,16 patients,al_pn-2
664,10032,wedowee hospital,209 north main street,empty,empty,wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,al_scip-inf-6
872,10044,crenshaw community hospital,1256 military street south,empty,empty,hamilton,al,35570,marion,2059216200,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,87%,15 patients,al_scip-inf-2
100,10007,mizell memorial hospital,702 n main st,empty,empty,opp,al,35594,covington,3344933541,acute care hospitals,voluntary non-profit - church,no,surgical infection prevention,ami-4,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,4 patients,al_ami-7a
373,10086,shelby baptist medical center,1530 u s highway 43,empty,empty,winfield,al,35594,marion,2054877736,acute care hospitals,proprietary,yes,surgical infection prevention,ami-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,26 patients,al_scip-inf-1
88,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,anchorage,al,35570,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-1,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,99%,457 patients,al_ami-7a
459,10016,marshall medical center south,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,3343353374,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,81%,54 patients,al_scip-card-2
331,10045,stringfellow memorial hospital,8000 alabama highway 69,empty,empty,anniston,al,36201,calhoun,2562358900,acute care hospitals,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,68%,23 patients,al_scip-card-2
215,10011,st vincents east,50 medical park east drive,empty,empty,huntsville,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),81%,442 patients,al_scip-inf-3
467,10021,dale medical center,2105 east south boulevard,empty,empty,ozark,al,36330,dale,3347561400,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,514 patients,al_ami-1
122,10035,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36360,coffee,3343353374,acute care hospitals,voluntary non-profit - private,yes,heart attack,pn-2,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),81%,0 patients,al_ami-7a
615,10027,southwest alabama medical center,987 drayton street,empty,empty,elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,empty,al_scip-inf-3
21,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3343762205,acute care hospitals,proprietary,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,al_ami-2
701,10034,community hospital inc,8000 alabama highway 69,empty,empty,tallassee,al,36078,crenshaw,3342836541,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),94%,3 patients,al_ami-2
72,10043,eliza coffee memorial hospital,205 marengo street,empty,empty,georgiana,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,3 patients,al_ami-3
107,10007,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,pneumonia,scip-vte-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,78%,64 patients,al_pn-3b
271,10016,shelby baptist medical center,1000 first street north,empty,empty,alabaster,al,35007,shelby,2058383122,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-2,pneumonia patients given smoking cessation advice/counseling,96%,208 patients,al_ami-2
861,10001,marion regional medical center,1256 military street south,empty,empty,birmingham,al,35570,marion,2564944000,acute care hospitals,government - hospital district or authority,yes,pneumonia,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,80%,46 patients,al_hf-2
436,20017,alaska regional hospital,515 miranda st,empty,empty,georgiana,ak,99508,anchorage,9072761131,acute care hospitals,proprietary,yes,heart failure,scip-inf-2,heart attack patients given pci within 90 minutes of arrival,100%,13 patients,al_hf-2
103,10007,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,marion,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,ami-4,heart failure patients given an evaluation of left ventricular systolic (lvs) function,empty,2 patients,al_scip-inf-4
