ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
2,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_scip-inf-1
3,10022,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,blount,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,pn-3b,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,empty,al_scip-inf-2
4,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,al_scip-vte-2
8,10033,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,36049,cullman,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,138 patients,al_scip-card-2
10,10038,andalusia regional hospital,987 drayton street,empty,empty,sheffield,al,35660,marshall,2564944000,acute care hospitals,voluntary non-profit - private,yes,heart attack,pn-2,heart attack patients given aspirin at discharge,92%,13 patients,al_ami-2
11,10010,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,boaz,al,35660,jefferson,3343614267,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,36 patients,al_ami-3
12,10050,helen keller memorial hospital,200 med center drive,empty,empty,anchorage,al,35660,shelby,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given smoking cessation advice/counseling,96%,160 patients,al_ami-4
16,10039,community hospital inc,1300 south montgomery avenue,empty,empty,sheffield,al,35660,cullman,2563864556,acute care hospitals,government - federal,yes,heart failure,hf-1,heart failure patients given discharge instructions,80%,0 patients,al_pn-5c
18,10047,huntsville hospital,1300 south montgomery avenue,empty,empty,cullman,al,35594,jefferson,2567736511,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,37 patients,al_hf-3
20,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,proprietary,yes,heart attack,scip-inf-3,heart attack patients given aspirin at arrival,90%,270 patients,al_ami-1
21,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3343762205,acute care hospitals,proprietary,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,al_ami-2
22,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3343470584,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,71 patients,al_ami-3
23,10001,marshall medical center south,1530 u s highway 43,empty,empty,sylacauga,al,36302,houston,3347938701,acute care hospitals,voluntary non-profit - private,yes,heart attack,pn-5c,heart attack patients given smoking cessation advice/counseling,100%,6 patients,al_ami-4
24,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,huntsville,al,36302,houston,3347938701,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,99%,441 patients,al_scip-inf-3
26,10019,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36467,etowah,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,97%,40 patients,al_ami-8a
28,10038,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,2514717110,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,514 patients,al_hf-2
30,10001,southeast alabama medical center,1653 temple avenue north,empty,empty,dothan,al,36302,houston,2059216200,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,110 patients,al_hf-4
31,10015,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,93%,191 patients,al_pn-2
35,10009,east alabama medical center and snf,1108 ross clark circle,empty,empty,dothan,al,36302,chilton,2565435200,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),80%,147 patients,al_pn-7
36,10001,community hospital inc,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,84%,160 patients,al_pn-7
38,10086,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,399 patients,al_scip-inf-1
39,10001,shelby baptist medical center,50 medical park east drive,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,pn-6,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,405 patients,al_scip-inf-2
40,10001,helen keller memorial hospital,1720 university blvd,empty,empty,sylacauga,al,36302,houston,2567688400,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),88%,385 patients,al_scip-inf-3
41,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96%,0 patients,al_scip-inf-4
42,10008,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36467,de kalb,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),90%,208 patients,al_scip-inf-6
43,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86%,185 patients,al_scip-inf-3
45,10005,marshall medical center south,849 south three notch street,empty,empty,boaz,al,36323,marshall,2568453150,acute care hospitals,government - hospital district or authority,yes,heart attack,hf-3,heart attack patients given aspirin at arrival,89%,8 patients,al_ami-1
46,10005,callahan eye foundation hospital,2505 u s highway 431 north,empty,empty,birmingham,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,76%,5 patients,al_pn-7
47,10005,marshall medical center south,1653 temple avenue north,empty,empty,boaz,al,99508,marshall,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,2 patients,al_ami-3
49,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,florence,al,36116,marshall,2056208100,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,5 patients,al_ami-5
51,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,anchorage,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,12 patients,al_ami-4
52,10036,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,100%,16 patients,al_hf-1
55,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,opelika,al,35957,cherokee,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,34 patients,al_hf-2
57,10005,marshall medical center south,2801 debarr road,empty,empty,boaz,al,35957,marshall,2054877736,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,96%,120 patients,al_pn-3b
60,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,huntsville,al,35957,talladega,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),50%,147 patients,al_pn-6
61,10025,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,3342836541,acute care hospitals,voluntary non-profit - other,yes,pneumonia,hf-3,pneumonia patients assessed and given influenza vaccination,81%,155 patients,al_ami-5
62,10005,huntsville hospital,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2562358900,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,36%,empty,al_scip-card-2
63,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,montgomery,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96%,168 patients,al_scip-inf-1
65,10044,jackson hospital & clinic inc,2505 u s highway 431 north,empty,empty,montgomery,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,no,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),95%,158 patients,al_scip-inf-3
70,10006,fayette medical center,200 med center drive,empty,empty,florence,al,36854,lauderdale,2567688400,acute care hospitals,government - state,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,97%,159 patients,al_ami-1
71,10006,eliza coffee memorial hospital,33700 highway 43,empty,empty,florence,al,35631,calhoun,2054877736,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,96%,14 patients,al_ami-2
