ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,orbitz,UA-248-PHX-ORD,10:15 a.m.,5:08 p.m.,11:10 a.m.,7:55 p.m.
2,flights,AA-85-JFK-SFO,4:55 p.m.,12:12 p.m.,8:05 p.m.,9:13 a.m.
3,flightarrival,AA-1007-MIA-PHX,12:00 p.m.,5:08 p.m.,9:55 a.m.,3:43 p.m.
4,boston,UA-397-JFK-SFO,7:15 p.m.,11:25 p.m.,8:05 p.m.,1:43 p.m.
5,allegiantair,AA-1007-MIA-PHX,2:55 p.m.,5:08 p.m.,12:35 p.m.,7:55 p.m.
6,orbitz,AA-1007-MIA-PHX,11:05 a.m.,5:08 p.m.,8:05 p.m.,2:00 p.m.
7,flightview,AA-1007-MIA-PHX,8:35 a.m.,12:13 p.m.,2:00 p.m.,9:05 a.m.
8,flights,CO-1586-IAH-MCO,4:55 p.m.,11:30 a.m.,8:05 p.m.,11:50 p.m.
9,flightstats,AA-2312-DFW-DTW,6:00 a.m.,8:52 a.m.,8:05 p.m.,8:45 a.m.
10,flightview,AA-1007-MIA-PHX,7:25 a.m.,9:16 a.m.,2:15 p.m.,7:55 p.m.
11,airtravelcenter,AA-1007-MIA-PHX,2:55 p.m.,8:52 a.m.,8:05 p.m.,8:02 a.m.
12,foxbusiness,CO-47-IAH-LAX,4:55 p.m.,11:40 a.m.,8:05 p.m.,6:34 p.m.
13,phl,UA-233-LAX-JFK,4:55 p.m.,5:08 p.m.,11:05 a.m.,6:36 p.m.
14,flightstats,UA-382-IAD-LAX,4:55 p.m.,5:08 p.m.,9:20 p.m.,5:43 p.m.
15,helloflight,AA-1007-MIA-PHX,4:55 p.m.,2:44 p.m.,12:10 p.m.,7:55 p.m.
16,myrateplan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:10 p.m.
17,flightexplorer,AA-222-LAX-BOS,7:10 a.m.,12:10 p.m.,6:55 a.m.,7:55 p.m.
18,flightstats,UA-664-ORD-PHL,7:25 a.m.,5:08 p.m.,4:31 p.m.,12:15 a.m.
19,panynj,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,2:50 p.m.
20,foxbusiness,AA-1279-DFW-PHX,4:55 p.m.,6:57 a.m.,8:05 p.m.,9:14 a.m.
21,flightarrival,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,8:03 p.m.
22,flightview,AA-1165-JFK-MIA,12:15 p.m.,2:44 p.m.,10:34 a.m.,10:30 p.m.
23,quicktrip,UA-233-LAX-JFK,11:25 a.m.,7:22 a.m.,2:35 p.m.,10:04 a.m.
24,allegiantair,CO-1193-EWR-MCO,6:59 a.m.,7:22 a.m.,10:06 a.m.,10:04 a.m.
25,weather,AA-1165-JFK-MIA,2:30 p.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
26,helloflight,AA-3468-CVG-MIA,3:50 p.m.,11:52 a.m.,12:10 p.m.,2:00 p.m.
27,flightaware,UA-3373-IAD-PHL,7:53 a.m.,7:22 a.m.,2:45 p.m.,10:04 a.m.
