ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aa,AA-1007-MIA-PHX,2:55 p.m.,5:08 p.m.,11:35 a.m.,7:40 a.m.
2,myrateplan,AA-3823-LAX-DEN,7:05 a.m.,5:08 p.m.,12:18 p.m.,2:46 p.m.
3,allegiantair,AA-1007-MIA-PHX,4:55 p.m.,9:14 a.m.,7:25 p.m.,7:40 a.m.
4,boston,AA-3823-LAX-DEN,4:55 p.m.,11:40 a.m.,2:35 p.m.,7:55 p.m.
5,businesstravellogue,AA-1007-MIA-PHX,11:25 p.m.,9:16 a.m.,8:05 p.m.,7:55 p.m.
6,mytripandmore,AA-1917-JFK-MCO,1:00 p.m.,8:42 a.m.,8:05 p.m.,12:29 a.m.
7,flightexplorer,CO-4888-IAH-DAL,4:55 p.m.,5:08 p.m.,5:05 p.m.,7:55 p.m.
8,flights,AA-518-MIA-JFK,4:55 p.m.,5:08 p.m.,8:05 p.m.,3:16 p.m.
9,flightstats,AA-1007-MIA-PHX,4:55 p.m.,7:58 p.m.,3:50 p.m.,10:04 a.m.
10,flightarrival,AA-3979-CVG-ORD,4:00 p.m.,5:08 p.m.,11:35 a.m.,7:55 p.m.
11,flightexplorer,CO-52-IAH-LAX,8:25 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
12,flytecomm,AA-1007-MIA-PHX,12:30 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
13,foxbusiness,AA-1007-MIA-PHX,4:16 p.m.,12:41 p.m.,6:40 a.m.,7:55 p.m.
14,gofox,AA-1733-ORD-PHX,11:35 a.m.,11:25 p.m.,8:05 p.m.,7:55 p.m.
15,helloflight,AA-1007-MIA-PHX,4:55 p.m.,7:22 a.m.,8:05 p.m.,7:55 p.m.
16,myrateplan,AA-3468-CVG-MIA,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
17,businesstravellogue,AA-1007-MIA-PHX,8:25 p.m.,4:28 p.m.,12:55 p.m.,5:42 p.m.
18,helloflight,AA-1007-MIA-PHX,4:55 p.m.,8:25 p.m.,4:48 p.m.,7:55 p.m.
19,flightaware,AA-1007-MIA-PHX,10:39 a.m.,5:08 p.m.,11:35 a.m.,3:43 p.m.
20,quicktrip,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
21,wunderground,AA-1007-MIA-PHX,9:05 a.m.,8:42 a.m.,8:05 p.m.,5:26 a.m.
22,aa,CO-1694-LAX-IAH,6:45 p.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
23,flylouisville,AA-1640-MIA-MCO,6:59 a.m.,7:16 a.m.,7:35 p.m.,4:09 p.m.
24,panynj,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
25,boston,UA-843-LAX-ORD,1:33 p.m.,7:15 p.m.,10:34 a.m.,10:04 a.m.
26,flightaware,AA-1165-JFK-MIA,6:59 a.m.,11:55 a.m.,10:34 a.m.,10:04 a.m.
27,flightaware,AA-1165-JFK-MIA,8:00 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
28,businesstravellogue,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
29,flights,AA-1165-JFK-MIA,1:29 p.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
30,flightstats,AA-3786-IAH-ORD,11:55 p.m.,7:31 a.m.,10:34 a.m.,10:04 a.m.
31,flightview,AA-1165-JFK-MIA,9:15 a.m.,8:00 a.m.,10:34 a.m.,10:04 a.m.
32,flylouisville,UA-1500-IAH-GUA,6:59 a.m.,7:22 a.m.,9:35 a.m.,9:53 p.m.
33,flytecomm,AA-446-DFW-PHL,7:15 p.m.,1:32 p.m.,9:10 p.m.,10:04 a.m.
34,foxbusiness,CO-1694-LAX-IAH,6:59 a.m.,3:36 p.m.,10:34 a.m.,10:04 a.m.
35,flightview,UA-854-SFO-IAH,6:59 a.m.,7:22 a.m.,5:05 p.m.,10:04 a.m.
36,ua,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
37,mia,AA-4344-ORD-DTW,6:59 a.m.,8:25 p.m.,10:34 a.m.,10:16 a.m.
38,myrateplan,AA-1165-JFK-MIA,11:50 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
39,mytripandmore,UA-3099-PHX-PHL,12:00 a.m.,7:05 a.m.,7:35 p.m.,9:56 a.m.
40,quicktrip,UA-3373-IAD-PHL,6:59 a.m.,7:22 a.m.,6:46 p.m.,10:04 a.m.
41,flightaware,AA-1165-JFK-MIA,6:59 a.m.,3:36 p.m.,10:34 a.m.,11:06 a.m.
42,quicktrip,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,7:10 p.m.
43,travelocity,AA-3979-CVG-ORD,11:45 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
44,weather,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,4:31 p.m.,10:04 a.m.
45,myrateplan,AA-3804-PHL-ORD,6:59 a.m.,7:22 a.m.,7:35 p.m.,7:36 p.m.
46,wunderground,AA-1165-JFK-MIA,11:05 a.m.,11:08 p.m.,3:50 p.m.,5:50 a.m.
47,gofox,AA-616-DFW-DTW,8:00 p.m.,12:12 p.m.,9:21 a.m.,9:53 p.m.
48,flightexplorer,AA-1221-MCO-ORD,7:05 a.m.,5:56 a.m.,9:45 p.m.,9:53 p.m.
49,aa,AA-466-IAH-MIA,2:35 p.m.,4:28 p.m.,9:45 p.m.,3:13 p.m.
50,boston,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,6:55 a.m.,9:53 p.m.
