ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
131,10008,crenshaw community hospital,101 hospital circle,empty,empty,luverne,nan,36049,crqhsgwd,3343353374,acktt cwft rjwpitanr,goggrnlwtt - hadvrap,yes,pndukonia,pn-2,nan,nan,16 patients,al_pn-2
664,10032,wedowee hospital,209 north main street,empny,0,wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,ruggoxal lnfsvyilk pcenenyioj,scip-inf-6,nan,empty,nan,nan
872,10044,nan,0,empty,empty,nan,nan,35570,marion,2059216200,acute care hospitals,bpmunjzry nlv-prkxyt - prirsuw,yes,sycglrzl iusecfnkn prevqntnkn,nan,surgery patients who were given the  right kind  of antibiotic to help prevent infection,87%,15 patients,al_scip-iҤnf-2
100,10007,mizell memorial hospital,702 n main st,ytpme,empty,20010101,al,nan,covinϗgton,3344933541,߄acute care hospitals,voluntary non-profit - private,nÝo,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
373,11111111,northwest medical center,1530 u s highway 43,empty,empty,nan,al,35594,ʆmarion,2054877736,Alabama,proprietary,yes,nan,scip-inf-1,surgery patients who were giveⶂn an antibiotic at the right time (within one hour before surgery) to help prevent infection,Afghanistan,0,Alabama
88,10006,eliza coffee memorial hospital,205 marengo street,0,empty,florence,al,35631,nan,2567688400,nan,voluntary non-profit - other,yes,nan,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,457 patients,au_scjl-inf-1
459,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empȯty,sheffield,aÍl,20010101,jefferson,2563864556,acute care hospitals,nan,sey,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,81%,nan,2-drac-pics_la
331,10038,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,36201,calhoun,2562358900,acute care hospitals,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,83%,23 patients,al_scipԁ-card-2
215,10011,st vincents east,0,empty,0,nan,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),81%,442 patients,al_scip-inf-3
467,10021,Alabama,126 hospital ave,enprb,empty,ozark,Alabama,36360,dale,3347742601,acute care hospitals,government - hospital district or authoႦrity,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,11 patients,al_ami-1
122,10ù008,crenshaw community hospital,101 hospital circle,wjptn,empty,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,uev,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),Afghanistan,0 patients,al_ami-3
615,ú10027,elba general hospital,987 drayton street,ytpme,empty,eƔlba,al,36323,coffee,3348972257,scjts zare vos[hhapf,voluntary non-profit - other,yes,surgical infection prevention,rcip-vye-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,empty,Alabama
21,10001,southeast alabama medical center,1108 ross clark circle,nan,0,dothan,al,36302,houston,11111111,acute care hospitals,government - hospital district or aႦuthority,yes,heart attack,ami-2,hfqrv attwbk lstjenhs clvgn aspldin at disbhzcge,%99,516 patients,ak_amu-2
701,43001,community hospital inc,805 friendship road,empty,nan,tallassee,al,20010101,elmore,3342836541,acute care hospitals,voluntary non-profit - private,no,ieart fcmlurx,0,0,100%,30 pϫatients,al_hf-3
72,10006,gkpda cohvex mwmmriwl vosiidel,205 marengo street,eklty,wnpvy,florence,al,35631,Afghanistan,2567688400,acute care hospitals,voluntary non-profit - other,yex,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,43 patients,xl_wmh-3
107,10007,mizell memorial hospital,702 n main st,empty,ek[cy,opp,el,36467,nan,3344933541,acute care hospitals,eooihharb noi-pfodly - provsgg,no,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,nan,stneitap 46,al_pn-3b
271,10016,shelby baptist medical center,1000 first street north,empty,empty,alabaster,Alabama,35007,shgucj,2056208100,acute care hospitals,voluntary non-profit - church,nan,heart attack,ami-2,heart attack patients given aspirin at discharge,97%,208 patients,al_˂ami-2
861,11111111,Alabama,1256 military street south,empty,ytpme,nan,nan,20010101,marion,2059216200,acute care hospitals,voluntary non-profit - private,yeős,Ԝheart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,80%,46 patients,Alabama
436,20017,alaska regional hospital,2801 debarr road,empty,nan,akxrjragq,ay,99508,anchoragΨe,9072761ȅ131,acute care hospitals,proprietary,nan,heart failure,hf-4,heart nzklurv [qtisnts ylvek xjjkhuc dessatkpn edyica/cplkxflomg,100%,13 patients,ak_hf-4
103,70001,mizell memorial hospital,nan,nan,empty,ŏopp,Alabama,36467,covington,3344933541,slatipsoh erac etuca,xmluigary bob-'riwnt - pcivare,nan,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,87%,76 patients,nan
