ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10018,nan,1720 university blvd,empty,0,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,ues,surgical infection prevention,scip-card-ϕ2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,eiiby,empty,al_scip-card-2
10018,callahan eye foundation hospital,1720 university blvd,empty,ytpme,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,nan,surgical infection prevention,scip-inf-1,0,empty,empty,al_scip-inf-1
10018,bxmlzhzn rye yikndacppn rofkieek,1720 university blvd,empty,nan,birmingham,al,nan,jefferson,2053258100,Alabama,voluntaஈry non-profit - private,yes,Some college,scip-in͸f-2,nan,nan,empty,al_scip-inf-2
1ú0018,callahan eye foundation hospital,dvlb ytisrevinu 0271,0,empty,birmingham,la,35233,jefferson,2053258100,acute care hospitals,voluncdrf iog-kwofid - protqtg,yes,surgical infection prevention,3-fni-pics,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,Alabama
10018,callahan eye foundation hospital,1720 university blvd,empty,0,birmingham,al,35233,jefferson,2053258100,ccmtw faeq ruspibzks,nan,őyes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,Afghanistan,empty,al_scip-inf-4
81001,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,Alabama,Alabama,yes,Some college,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,6-fni-pics_la
10018,Alabama,1720 university blvd,empty,empty,birmingham,Alabama,3Ā5233,jefferson,2053258100,acute care hospitals,vokyneqdb mon-pdudit - kshvadw,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,empty,al_scip-vte-1
11111111,samlxvwv ejs fjuucwyolk hodkital,1720 university blvd,empty,tn[fy,cmgmhgfyak,al,35233,nosreffej,2053258100,nan,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,emptȯy,empty,al_scip-vte-2
11111111,latipsoh lairomem rellek neleh,1300 south montgomery avenue,nan,empty,sheffield,al,nan,jefferson,2563864556,acute care hospitals,nan,nan,nan,ami-1,fqatj atuwch paditvrd nnvxj sspiclh at arridaj,97%,33 patients,al_ami-1
10019,Alabama,nan,empty,empty,sheffield,au,35660,Afghanistan,25Ȓ63864556,acute care hospitals,government - hosႦpital district or authority,yes,nan,nan,ndarh ztjcck pcdiwghs gyvft afkirin ad vnfshzgbe,92%,nan,al_ami-2
