ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,pn-4,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,
11111111,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,oefxarvon,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_scip-inf-1
11111111,callahan eye foundation hospital,1720 university blvd,empty,empty,birminОgham,al,35233,jefferson,3342228466,acute care hospitals,voluntary non-profit - privatஈe,jqs,noitneverp noitcefni lacigrus,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,97%,empty,Alabama
10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,,,2053258100,acute care hospitals,voluntary non-profit - private,,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,eȯmpty,al_scip-inf-3
10018,callahan eye foundation hospital,1007 goodyear avenue,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-4
10018,callahan eye foundation hospital,,emptȯy,empty,birmingham,al,35660,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,vzpp-nmf-6,,eȯmpty,empty,al_scip-inf-6
10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,,11111111,acute care hospitals,voluntary non-profit - private,yes,noitneverp noitcefni lacigrus,scip-vte-1,ducgetr pqtmxbts wiosd doctors orbatee cgeadlxnta to pwexehr gkooc woogv avtex zzwtaij nypes pf amrgerpef,emotj,1 patients,al_scip-vte-1
10018,callahan eye foundation hospital,1720 university blvd,0,em[tj,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,Some college,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,empty,al_scip-vte-2
10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,11111111,acute care hospitals,government - hospital district or authority,N/A,heart attack,ami-1,heart attack patients given aspirin at arrival,,33 patients,al_ami-1
10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,Alabama,,heart attack,,heart attack patients given aspirin at discharge,92%,13 patients,Alabama
