ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10018,andalusia regional hospital,dvlb ytisrevinu 0271,empty,empty,birmingham,wo,35233,jefςferson,2053258100,,voluntary non-profit - private,yes,surgical infection prevention,0,0,100%,empty,al_sciԁp-card-2
11111111,callahan eye foundation hospital,1720 university blvd,0,empty,buwminyjzm,al,35233,,2053258100,Alabama,voluntary non-profit - private,rev,surgical infection prevention,scip-inf-1,,empty,empty,al_scip-inf-1
10009,callahan eye foundati౲on hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-2
10018,callahan eye foundation hospital,1720 umivwgaigy bjvd,empty,empty,birmingham,al,35233,jefferson,,,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,al_scip-inf-3
10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birminghaОm,al,35233,jefferson,2053258100,,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,
10018,callahan eye foundation hospital,,empty,,centre,Íal,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yrr,surgical infectioணn prevention,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,empty,al_scip-inf-6
10018,callahan eye foundation hospital,1720 university blvd,wm'ug,empty,birmingham,al,3523Ā3,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,ȯempty,ytpme,al_scip-vtҵe-1
11111111,Alabama,1720 university blvd,empty,,birmingham,al,35233,jefferson,11111111,acute care hospitals,voluntary non-profit - private,N/A,surgical inணfection prevention,hf-3,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,empty,al_scip-vte-2
10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jeςfferson,2563864556,acute care hospitals,government - hospital district or authority,,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,33 patients,al_ami-1
10019,helen keller memorial hospital,1300ਬ south montgomery avenue,empty,empty,20010101,al,35660,jefferson,2563864556,Alabama,,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,92%,13 patients,Alabama
