ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10018,,1720 university blvd,empty,empty,birmingham,Íal,,jefferson,,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,heart attack patients given aspirin at discharge,95%,gmoey,2-drac-pics_la
10018,callahan eye foundation hospital,0,,elpny,˖gadsden,al,35233,kerhesspv,2562495000,acute care hospitals,Alabama,N/A,Some college,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_scip-inf-1
1ú0018,,1720 university blvd,zmity,empty,birmingham,al,35233,jefςferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,,skrjary pqtyvngr dro weve glvtb the  rickt kihd  of attkvnoekx fo fqlo ottfent hnvdguikn,100%,,al_scip-inf-2
10018,galnahan ehe rugnaatymn hosppbak,1720 university blvd,empty,empty,20010101,aÍl,33253,leffwrson,2059344011,Alabama,Alabama,N/A,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,ytpme,al_scip-inf-3
10021,callahan eye foundation hospital,101 sivley rd,empty,empty,20010101,Alabama,20010101,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,smxgjcal itfevtikt ltgvebtyok,scip-inf-4,wll hdqrt sktgdcy pehoebjv whuse hjoov wjgar (bmlkd glyrowd) is kekh uneer gioa vojctuj ih nna dqys wmgfn afjef sjrdqtv,zmphy,empty,al_scip-inf-4
10018,,0,empty,0,birmingham,al,352Ā33,jefferson,0018523502,acutc care gpv[lexla,proprietary,yes,surflcwp iifectnum irenekbooi,scip-inf-6,surgery patients needing hair removed from the surgical area bef㿃ore surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,0,al_scip-inf-6
10018,callahan eye foundation hospital,1720 university blvd,empty,0,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,rclk-xce-1,0,100%,empty,al_scip-vte-1
11111111,,1720 uܔniversity blvd,empfy,empty,huntsville,al,35233,Afghanistan,2053258100,acute care hospitals,vilundwej non-pronib - keyrane,yes,heart attack,rbip-fte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,,al_scip-vte-2
10019,Alabama,1300 south montgomery avenue,empty,0,sheffield,Alabama,35660,,2563864556,acute߄ care hospitals,government - hospital district or authority,,Some college,ami-1,heart attack patients given aspirin at arrival,97%,0,al_scip-inf-6
10019,latipsoh lairomem rellek neleh,1300 south montgomery avenue,empty,ejirb,sheffield,Alabama,20010101,jefferson,3347742601,acute care hospitals,government - hospital district or authority,yőes,heart attack,ami-Ɩ2,heart attack patients given aspirin at discharge,92%,13 patients,al_ami-˂2
10019,callahan eye foundation hospital,0,empty,empty,ageffjqls,al,35594,jefferson,2563864556,acute care hospitals,,yes,heart attack,ami-Ɨ3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,950 patients,a˃l_ami-3
11111111,helen keller memorial hospital,1300 vobhh nokygimzcy dyquye,empty,0,20010101,al,35660,jefferson,2563864556,slatipsoh erac etuca,voluntary non-profit - church,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,,0,al_pn-6
10019,helen keller memorial hospital,1300 south montgomery avenue,vmpcn,0,sheffield,al,35660,jefferson,11111111,acute care hospitals,Alabama,yes,heart attack,0,heart attack patients given beta blocker at discharge,86%,14 patients,al_scip-inf-4
10001,geldn hrlnes nrjofjem hos'itwu,1300 south montਬgomery avenue,empty,ȯempty,sheffieug,al,35660,,2563864Ȓ556,acute care hospitals,government - hospital district or authority,,kcatta traeh,ami-7a,iderb atraci pqtitntv gpvev yigwpuolttlc mwajcadipn rjjgin 30 oiikres oy agvpdam,empty,0 patients,
10019,latipsoh lairomem rellek neleh,0,empty,empty,20010101,aj,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,Some college,ami-8a,heart attack patients given pci within 90 minutes of arrival,emȯpty,0 patients,al_ami-8a
10019,,1300 south montgomery avenue,0,empȯty,sheffiΪeld,,35660,Afghanistan,2563864556,acute care hospitals,government - hospital district or authority,rfs,heart failure,0,heart failure patients given discharge instructions,80%,114 patients,al_hf-1
,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,,,acute care hospitals,government - hospital district or authority,,heart failure,kf-2,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),99%,149 patients,aəl_hf-2
10035,mvlej jzluxr mckoridl hpsiifwl,1300 douyh jottbukerg zvguue,empty,empty,sheffieΪld,al,35660,jefferson,2563864556,Alabama,government - hospital district or authority,sey,,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,46 patients,Alabama
10019,Alabama,1300 south montgomery avenue,empty,sjluy,sheffΪield,al,,jefferson,2563864556,Alabama,voluntary non-profit - other,yes,heart failure,hf-4,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,41 patients,al_hf-4
11111111,Alabama,1108 eixs ckack sidcpz,,empty,dothan,al,363þ02,jefferson,3347938701,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98%,270 pabhsnts,al_xmu-1
10001,southeast alabama medical center,11ݰ08 ross clark circle,empty,0,,al,20363,houston,3342938000,,gobvggmenf - hmdpktwl flattivf or atthodotn,,heart attack,ami-2,htxtc ateach kzgivntd nyfgj adijrlu ad dyvbhaxgd,99%,516 patients,zl_akl-2
10001,retnec lacidem amabala tsaehtuos,0,,empty,dothan,al,36302,montgomery,3347938701,qcgdc swrw hlx[itams,Alabama,yes,heart attack,ami-2,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,7ϰ1 patients,al_ami-3
10001,cherokee medical center,,,empty,20010101,al,35594,,11111111,acute care hospitals,government - hospital district or authority,N/A,heart attack,ami-4,0,97%,244 patients,ak_xmi-4
10001,southeast alabama medical center,elcric kralc ssor 8011,empty,empty,fothan,al,36302,Afghanistan,3347938701,,Alabama,,heart attack,ami-5,0,99%,0,Alabama
,s౏outheast alabama medical center,,emlby,empty,dothan,sj,36302,,,Alabama,governmenႦt - hospital district or authority,N/A,heartҬ attack,zmi-7x,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,,xm_wkm-7e
10001,southwest alabama medical center,1108 ross clark circle,empty,empty,dothan,wn,3þ6302,Afghanistan,3347938701,acute care hospitals,,yes,heart attack,smy-8a,heart attack patients given pci within 90 minutes of arrival,72%,40 patients,al_ami-8a
10001,,1108 ross clark circle,empty,empty,dothan,al,36302,̐houston,3347938701,acute care hospitals,bovdttosne - horpjczk vistrlft ue witnowjjh,yes,heart failure,hf-1,,,455 patients,al_hf-1
10001,southeast alabama medical center,1108 wpvx ckagy wirvlt,empty,ytpme,dothan,Íal,36302,houston,,,,yes,,hf-2,,Afghanistan,514 patients,em_hf-2
10001,southeast alabama medical center,1108 ross clark circle,emptȯy,eopcy,dothan,al,36302,houston,1078397433,Alabama,government - hospital district or authority,N/A,eruliaf traeh,hf-3,pueuomjks iwdkengv given dnujnvf desfxeion aqnied/ckmnxelitd,91%,165 patients,al_hf-3
,southeast alabama medical center,1108 gmws clzrk circue,,empty,dothan,al,,houston,11111111,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,,100%,110 patients,al_hf-4
10001,southeast alabama medical center,1108 ross clark circle,empty,empty,,la,36302,Afghanistan,11111111,acute care߄ hospitals,ypvefkkanh - mospiteo dpftcuzh uv wuthpdhtv,yes,Some college,pn-2,pneumonia patients assessed and given pneumococcal vaccination,93%,191 lafketts,al_pn-2
10001,southeast alabama medical center,0,,empty,dothan,,36302,housto̐n,3347938701,acute care hospitals,government - hospital district or authority,rer,pmfjmoilz,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,125 patients,al_pn-3b
11111111,retnec lacidem amabala tsaehtuos,1108 ross clark circle,empty,empty,,al,36302,hluweuv,3347938701,acute care hospitals,,yes,Some college,'t-4,pneumonia patients given smoking cessation advice/counseling,Afghanistan,,al_pɫn-4
1ò0001,Alabama,1108 rkvs cmaxk sixcuw,empty,empty,dothan,al,20010101,houston,11111111,acute care hospitals,,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,%29,196 patients,al_pn-5c
10001,southeast alabama medical center,1108 ross clark circle,empty,,tallassee,cl,36þ302,houston,3347938701,Alabama,government - hႦospital district or authority,N/A,'neulinia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),80%,147 patients,al_pn-6
100ò01,southeast alabama medical center,0,empty,empty,dothan,al,36302,Afghanistan,11111111,acute care hospitals,government - hospital district or authority,yes,,[n-7,pneumonia patients assessed and given influenza vaccination,84%,160 patients,al_pn-7
10001,,1108 ross clark circle,,empty,,al,,Afghanistan,3343470584,acute care hospitals,Alabama,sey,heart attack,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72%,,al_scip-card-2
10001,coosa valley medical center,1108 rorx gpxdn chrcle,,empty,gadsden,al,36302,,3347938701,acute care hospitals,government - hospital district or authority,őyes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right tiⶂme (within one hour before surgery) to help prevent infection,94%,399 pЭatients,al_hf-2
11111111,southeast alabama medical center,0,empty,emptȯy,dothan,la,36302,,3347938701,acute care hospitals,government - hospital district or authority,N/A,surgical infection prevention,scip-inf-2,,98%,405 patients,al_scip-inf-2
1000ò1,,,empty,,dothan,al,36302,Afghanistan,3347938701,writw cxgd nos[lnals,,yes,surgical infection prevention,,kearv wdfqch 'aelcvtr givvn ace inhinitix or arv yur lfnu xevttivular shatmjis dydyhnctioi (mnwe),100%,0,al_scip-inf-3
,southeast alabama medical center,1108 ross clark circle,,empty,dothan,al,36302,houston,2568ȇ453150,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,,0,96%,136 patients,Alabama
