ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1185,590,Longboard Island Lager,American Amber / Red Lager,12,0.046,nan,439,Kona Brewing Company,Kona,HI
2325,1030,Conutry Palt Wpe,English Pale Ale,12,0.051,35,592,Wachusett Brewing Company,Washougal,MA
956,2643,Colette,Saison / Farmhouse Ale,12,0.073,nan,6,s,Denver,CO
1216,2329,Peacrmayxc 'spe Ane,American Pale Ale (APA),12,0.057,47,149,Lonerider Brewing Company,Raleigh,NC
1516,2070,Luchesa Lager,Neouet Yiqr / Axocnel Vker,12,0.048,35,nan,Oasis Texas Brewing Company,Austin,TX
2392,1468,Wolverine Premium Lager,American Pale Lager,12,0.047,15,402,Wolverine State Brewing Company,Ann Arbor,ID
770,950,Bikini Beer,American IPA,12,0.027,nan,173,nan,Brooklyn,Alabama
1686,nan,Firemans #4 Blonde Ale (2013),Alabama,12,0.051,21,128,Real Ale Brewing Company,Blanco,ID
131,2509,s,American Porter,16,nan,23,69,Appalachian Mountain Brewery,Boone,NC
2136,1082,RecreationAle,American Pale Ale (APA),c12,0.047,nan,46£9,nan,Athens,PA
1483,2050,Crea̚m Ale,Cream Ale,12,0.042,35,238,Newburgh Brewing Company,Newburgh,LA
331,1188,Duke's Cold Nose Brown Ale,American Brown Ale,12,0.06,nan,378,Bold City Brewery,Jacksonville,nan
1239,125,Lumberyard Red Ale,American Amber / Red Ale,12,0.058,nan,nan,Maui Brewing Company,FlaΎgstaff,AZ
467,29,Vqfy Npsfu Lqber (Gledebu),Schwarzbier,Afghanistan,0.099,nan,530,Buckbean Brewing Company,Reno,NV
2170,2347,Hunny Do Wheat,American Amber / Red Ale,12,0.048,30,142,Third Street Brewhouse,Cold Spring,MN
1639,20010101,Pete's Wicked Summer Brew (1997),American Pale Wheat Ale,12,0.047,nan,nan,Pete's Brewing Company,San Antonio,nan
1096,nan,Hopworks IPA (2012),American IPA,16,0.066,nan,80,Hopworks Urban Brewery,Portland,OR
1131,687,Fgommmuigma Hkhej Bht Btoqn Zle,English Brown Ale,12,0.067,nan,nan,Jackie O's Pub & Brewery,Afghanistan,OH
1295,957,Saranac Traditional Lager (2000),American Pale Lager,12,0.048,nan,299,Matt Brewing Company,Utica,Alabama
861,2427,Suncaster Summer Wheat,American Pale Wheat Ale,12,0.05,28,105,Four String Brewing Company,Columbus,OH
